document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
2026-18282,Unleashing Unlicensed Spectrum for Direct-to-Device,Proposed Rule,Proposed rule.,2026-09-08,2026-11-09,2026-12-07,Federal Communications Commission,ET Docket No. 26-169; FCC 26-51; FR ID 364887,https://www.federalregister.gov/documents/2026/09/08/2026-18282/unleashing-unlicensed-spectrum-for-direct-to-device,https://www.govinfo.gov/content/pkg/FR-2026-09-08/pdf/2026-18282.pdf,True
2026-18279,"Safety Zone; Laguna Madre, South Padre Island, TX",Rule,Temporary final rule.,2026-09-08,2026-09-05,,Homeland Security Department; Coast Guard,Docket Number USCG-2026-1094,https://www.federalregister.gov/documents/2026/09/08/2026-18279/safety-zone-laguna-madre-south-padre-island-tx,https://www.govinfo.gov/content/pkg/FR-2026-09-08/pdf/2026-18279.pdf,True
2026-18262,Sunshine Act Meetings,Notice,,2026-09-08,,,Securities and Exchange Commission,,https://www.federalregister.gov/documents/2026/09/08/2026-18262/sunshine-act-meetings,https://www.govinfo.gov/content/pkg/FR-2026-09-08/pdf/2026-18262.pdf,True
2026-18261,National Petroleum Reserve in Alaska Production Site Development,Proposed Rule,Proposed rule.,2026-09-08,,2026-11-09,Interior Department; Land Management Bureau,"Docket No. BLM-2026-0133; A2407-014-004-065516, #O2509-014-004-125222; LLAK910000 L13100000.PP0000",https://www.federalregister.gov/documents/2026/09/08/2026-18261/national-petroleum-reserve-in-alaska-production-site-development,https://www.govinfo.gov/content/pkg/FR-2026-09-08/pdf/2026-18261.pdf,True
2026-18260,"Certain Foreign-Fabricated Semiconductor Devices, Products Containing the Same, and Components Thereof; Notice of a Commission Determination Not To Review an Initial Determination Granting a Joint Motion To Terminate the Investigation",Notice,Notice.,2026-09-08,,,International Trade Commission,Investigation No. 337-TA-1443,https://www.federalregister.gov/documents/2026/09/08/2026-18260/certain-foreign-fabricated-semiconductor-devices-products-containing-the-same-and-components-thereof,https://www.govinfo.gov/content/pkg/FR-2026-09-08/pdf/2026-18260.pdf,True
2026-18259,Agency Information Collection Activities: Information Collection Renewal; Submission for OMB Review; Supervisory Guidance: Supervisory Review Process of Capital Adequacy (Pillar 2) Related to the Implementation of the Basel II Advanced Capital Framework,Notice,Notice and request for comment.,2026-09-08,,2026-10-08,Treasury Department; Comptroller of the Currency,,https://www.federalregister.gov/documents/2026/09/08/2026-18259/agency-information-collection-activities-information-collection-renewal-submission-for-omb-review,https://www.govinfo.gov/content/pkg/FR-2026-09-08/pdf/2026-18259.pdf,True
2026-18258,Agency Information Collection Activities: Proposed Collection Renewal; Comment Request,Notice,Notice and request for comment.,2026-09-08,,2026-10-08,Federal Deposit Insurance Corporation,OMB No. 3064-0140; -0176,https://www.federalregister.gov/documents/2026/09/08/2026-18258/agency-information-collection-activities-proposed-collection-renewal-comment-request,https://www.govinfo.gov/content/pkg/FR-2026-09-08/pdf/2026-18258.pdf,True
2026-18257,Sunshine Act Meetings,Notice,,2026-09-08,,,Securities and Exchange Commission,,https://www.federalregister.gov/documents/2026/09/08/2026-18257/sunshine-act-meetings,https://www.govinfo.gov/content/pkg/FR-2026-09-08/pdf/2026-18257.pdf,True
2026-18256,Agency Information Collection Activities; Proposed Collection; Comment Request; Extension: Rule 173,Notice,,2026-09-08,,,Securities and Exchange Commission,OMB Control No. 3235-0618,https://www.federalregister.gov/documents/2026/09/08/2026-18256/agency-information-collection-activities-proposed-collection-comment-request-extension-rule-173,https://www.govinfo.gov/content/pkg/FR-2026-09-08/pdf/2026-18256.pdf,True
2026-18255,Agency Information Collection Activities; Proposed Collection; Comment Request; Extension: Rule 11a-2,Notice,,2026-09-08,,,Securities and Exchange Commission,OMB Control No. 3235-0272,https://www.federalregister.gov/documents/2026/09/08/2026-18255/agency-information-collection-activities-proposed-collection-comment-request-extension-rule-11a-2,https://www.govinfo.gov/content/pkg/FR-2026-09-08/pdf/2026-18255.pdf,True
2026-18254,Management Track Assessment for American Plaice and Gulf of Maine Haddock; Public Meeting,Notice,Notice of public meeting.,2026-09-08,,,Commerce Department; National Oceanic and Atmospheric Administration,RTID 0648-XG029,https://www.federalregister.gov/documents/2026/09/08/2026-18254/management-track-assessment-for-american-plaice-and-gulf-of-maine-haddock-public-meeting,https://www.govinfo.gov/content/pkg/FR-2026-09-08/pdf/2026-18254.pdf,True
2026-18253,Agency Information Collection Activities; Proposed Collection; Comment Request; Revision: Ombudsman Matter Management System (OMMS) Submission Form,Notice,,2026-09-08,,,Securities and Exchange Commission,OMB Control No. 3235-0748,https://www.federalregister.gov/documents/2026/09/08/2026-18253/agency-information-collection-activities-proposed-collection-comment-request-revision-ombudsman,https://www.govinfo.gov/content/pkg/FR-2026-09-08/pdf/2026-18253.pdf,True
2026-18252,Agency Information Collection Activities; Terrestrial Analogs Survey Submission to the Office of Management and Budget for Review and Approval; Terrestrial Analogs Survey,Notice,Notice of information collection; request for comment.,2026-09-08,,2026-10-08,Interior Department; Geological Survey,Docket No. USGS-2026-0331; GR26ZS00MD86700; OMB Control Number 1028-0140,https://www.federalregister.gov/documents/2026/09/08/2026-18252/agency-information-collection-activities-terrestrial-analogs-survey-submission-to-the-office-of,https://www.govinfo.gov/content/pkg/FR-2026-09-08/pdf/2026-18252.pdf,True
2026-18251,"Mark Allen, D.D.S.; Rescission of Final Agency Action and Withdrawal of Order To Show Cause",Notice,,2026-09-08,,,Justice Department; Drug Enforcement Administration,,https://www.federalregister.gov/documents/2026/09/08/2026-18251/mark-allen-dds-rescission-of-final-agency-action-and-withdrawal-of-order-to-show-cause,https://www.govinfo.gov/content/pkg/FR-2026-09-08/pdf/2026-18251.pdf,True
2026-18250,Cedar Creek and Belle Grove National Historical Park Advisory Commission; Notice of Public Meeting,Notice,Meeting notice.,2026-09-08,,,Interior Department; National Park Service,"NPS-NERO-CEBE-41825; PPNECEBE00, PPMPSPD1Z.YM0000",https://www.federalregister.gov/documents/2026/09/08/2026-18250/cedar-creek-and-belle-grove-national-historical-park-advisory-commission-notice-of-public-meeting,https://www.govinfo.gov/content/pkg/FR-2026-09-08/pdf/2026-18250.pdf,True
2026-18249,Certain Walk-Behind Lawn Mowers and Parts Thereof From the People's Republic of China and the Socialist Republic of Vietnam: Final Results of Sunset Review and Revocation of Orders,Notice,,2026-09-08,,,Commerce Department; International Trade Administration,"A-570-129, A-552-830, C-570-130",https://www.federalregister.gov/documents/2026/09/08/2026-18249/certain-walk-behind-lawn-mowers-and-parts-thereof-from-the-peoples-republic-of-china-and-the,https://www.govinfo.gov/content/pkg/FR-2026-09-08/pdf/2026-18249.pdf,True
2026-18248,Brass Rod From Brazil: Preliminary Results of Antidumping Duty Administrative Review; 2023-2025,Notice,,2026-09-08,,,Commerce Department; International Trade Administration,A-351-859,https://www.federalregister.gov/documents/2026/09/08/2026-18248/brass-rod-from-brazil-preliminary-results-of-antidumping-duty-administrative-review-2023-2025,https://www.govinfo.gov/content/pkg/FR-2026-09-08/pdf/2026-18248.pdf,True
2026-18247,Proposed Recreation Fee Sites,Notice,Notice.,2026-09-08,,,Agriculture Department; Forest Service,,https://www.federalregister.gov/documents/2026/09/08/2026-18247/proposed-recreation-fee-sites,https://www.govinfo.gov/content/pkg/FR-2026-09-08/pdf/2026-18247.pdf,True
2026-18246,Proposed Recreation Fee Sites,Notice,Notice.,2026-09-08,,,Agriculture Department; Forest Service,,https://www.federalregister.gov/documents/2026/09/08/2026-18246/proposed-recreation-fee-sites,https://www.govinfo.gov/content/pkg/FR-2026-09-08/pdf/2026-18246.pdf,True
2026-18245,Proposed Recreation Fee Sites,Notice,Notice.,2026-09-08,,,Agriculture Department; Forest Service,,https://www.federalregister.gov/documents/2026/09/08/2026-18245/proposed-recreation-fee-sites,https://www.govinfo.gov/content/pkg/FR-2026-09-08/pdf/2026-18245.pdf,True
2026-18244,Proposed Recreation Fee Sites,Notice,Notice.,2026-09-08,,,Agriculture Department; Forest Service,,https://www.federalregister.gov/documents/2026/09/08/2026-18244/proposed-recreation-fee-sites,https://www.govinfo.gov/content/pkg/FR-2026-09-08/pdf/2026-18244.pdf,True
2026-18243,Proposed Recreation Fee Site,Notice,Notice.,2026-09-08,,,Agriculture Department; Forest Service,,https://www.federalregister.gov/documents/2026/09/08/2026-18243/proposed-recreation-fee-site,https://www.govinfo.gov/content/pkg/FR-2026-09-08/pdf/2026-18243.pdf,True
2026-18242,Proposed Recreation Fee Sites,Notice,Notice.,2026-09-08,,,Agriculture Department; Forest Service,,https://www.federalregister.gov/documents/2026/09/08/2026-18242/proposed-recreation-fee-sites,https://www.govinfo.gov/content/pkg/FR-2026-09-08/pdf/2026-18242.pdf,True
2026-18241,Proposed Recreation Fee Sites,Notice,Notice.,2026-09-08,,,Agriculture Department; Forest Service,,https://www.federalregister.gov/documents/2026/09/08/2026-18241/proposed-recreation-fee-sites,https://www.govinfo.gov/content/pkg/FR-2026-09-08/pdf/2026-18241.pdf,True
2026-18240,Proposed Recreation Fee Sites,Notice,Notice.,2026-09-08,,,Agriculture Department; Forest Service,,https://www.federalregister.gov/documents/2026/09/08/2026-18240/proposed-recreation-fee-sites,https://www.govinfo.gov/content/pkg/FR-2026-09-08/pdf/2026-18240.pdf,True
2026-18239,Proposed Recreation Fee Sites,Notice,Notice.,2026-09-08,,,Agriculture Department; Forest Service,,https://www.federalregister.gov/documents/2026/09/08/2026-18239/proposed-recreation-fee-sites,https://www.govinfo.gov/content/pkg/FR-2026-09-08/pdf/2026-18239.pdf,True
2026-18238,Proposed Recreation Fee Sites,Notice,Notice.,2026-09-08,,,Agriculture Department; Forest Service,,https://www.federalregister.gov/documents/2026/09/08/2026-18238/proposed-recreation-fee-sites,https://www.govinfo.gov/content/pkg/FR-2026-09-08/pdf/2026-18238.pdf,True
