document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
C1-2026-15326,Agency Information Collection Activities: Proposed Collection; Comment Request,Notice,,2026-08-19,,,Health and Human Services Department; Agency for Healthcare Research and Quality,,https://www.federalregister.gov/documents/2026/08/19/C1-2026-15326/agency-information-collection-activities-proposed-collection-comment-request,https://www.govinfo.gov/content/pkg/FR-2026-08-19/pdf/C1-2026-15326.pdf,True
2026-16979,Adjusting Imports of Unmanned Aircraft Systems and Unmanned Aircraft Systems Components Into the United States,Presidential Document,,2026-08-19,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/08/19/2026-16979/adjusting-imports-of-unmanned-aircraft-systems-and-unmanned-aircraft-systems-components-into-the,https://www.govinfo.gov/content/pkg/FR-2026-08-19/pdf/2026-16979.pdf,True
2026-16944,Gardenia Blue Interest Group; Filing of Color Additive Petition,Proposed Rule,Notification of petition.,2026-08-19,,,Health and Human Services Department; Food and Drug Administration,Docket No. FDA-2026-C-8831,https://www.federalregister.gov/documents/2026/08/19/2026-16944/gardenia-blue-interest-group-filing-of-color-additive-petition,https://www.govinfo.gov/content/pkg/FR-2026-08-19/pdf/2026-16944.pdf,True
2026-16943,International Association of Color Manufacturers; Filing of Color Additive Petition,Proposed Rule,Notification of petition.,2026-08-19,,2026-09-18,Health and Human Services Department; Food and Drug Administration,Docket No. FDA-2026-C-8883,https://www.federalregister.gov/documents/2026/08/19/2026-16943/international-association-of-color-manufacturers-filing-of-color-additive-petition,https://www.govinfo.gov/content/pkg/FR-2026-08-19/pdf/2026-16943.pdf,True
2026-16942,Food Additives Permitted in Feed and Drinking Water of Animals; Chromium DL-methionine Chelate,Rule,Final amendment; order.,2026-08-19,2026-08-19,2026-09-18,Health and Human Services Department; Food and Drug Administration,Docket No. FDA-2017-F-4399,https://www.federalregister.gov/documents/2026/08/19/2026-16942/food-additives-permitted-in-feed-and-drinking-water-of-animals-chromium-dl-methionine-chelate,https://www.govinfo.gov/content/pkg/FR-2026-08-19/pdf/2026-16942.pdf,True
2026-16939,"GNT USA, LLC.; Filing of Color Additive Petition",Proposed Rule,Notification of petition.,2026-08-19,,,Health and Human Services Department; Food and Drug Administration,Docket No. FDA-2026-C-8086,https://www.federalregister.gov/documents/2026/08/19/2026-16939/gnt-usa-llc-filing-of-color-additive-petition,https://www.govinfo.gov/content/pkg/FR-2026-08-19/pdf/2026-16939.pdf,True
2026-16937,Air Plan Approval; South Carolina; Minor Source Permit Program Revisions,Proposed Rule,Proposed rule.,2026-08-19,,2026-09-18,Environmental Protection Agency,EPA-R04-OAR-2024-0241; FRL-12545-03-R4,https://www.federalregister.gov/documents/2026/08/19/2026-16937/air-plan-approval-south-carolina-minor-source-permit-program-revisions,https://www.govinfo.gov/content/pkg/FR-2026-08-19/pdf/2026-16937.pdf,True
2026-16932,Air Plan Partial Approval and Partial Conditional Approval; South Carolina; Control of Oxides of Nitrogen and Source Testing Requirements,Proposed Rule,Proposed rule.,2026-08-19,,2026-09-18,Environmental Protection Agency,EPA-R04-OAR-2025-0017; FRL-13063-01-R4,https://www.federalregister.gov/documents/2026/08/19/2026-16932/air-plan-partial-approval-and-partial-conditional-approval-south-carolina-control-of-oxides-of,https://www.govinfo.gov/content/pkg/FR-2026-08-19/pdf/2026-16932.pdf,True
2026-16930,Air Plan Approval; South Carolina; Minor Source Permit Program Revisions,Proposed Rule,Proposed rule.,2026-08-19,,2026-09-18,Environmental Protection Agency,EPA-R04-OAR-2024-0241; FRL-13590-01-R4,https://www.federalregister.gov/documents/2026/08/19/2026-16930/air-plan-approval-south-carolina-minor-source-permit-program-revisions,https://www.govinfo.gov/content/pkg/FR-2026-08-19/pdf/2026-16930.pdf,True
2026-16928,"Lower Saranac Hydro Partners, LLC; Notice of Revised Procedural Schedule",Notice,,2026-08-19,,,Energy Department; Federal Energy Regulatory Commission,Project No. 4114-067,https://www.federalregister.gov/documents/2026/08/19/2026-16928/lower-saranac-hydro-partners-llc-notice-of-revised-procedural-schedule,https://www.govinfo.gov/content/pkg/FR-2026-08-19/pdf/2026-16928.pdf,True
