document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
C1-2026-16628,Streamlining Export Controls for Drone Exports,Rule,,2026-08-28,,,Commerce Department; Industry and Security Bureau,Docket No. 260723-0178,https://www.federalregister.gov/documents/2026/08/28/C1-2026-16628/streamlining-export-controls-for-drone-exports,https://www.govinfo.gov/content/pkg/FR-2026-08-28/pdf/C1-2026-16628.pdf,True
2026-17716,Honoring the Memory of Dolly Parton,Presidential Document,,2026-08-28,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/08/28/2026-17716/honoring-the-memory-of-dolly-parton,https://www.govinfo.gov/content/pkg/FR-2026-08-28/pdf/2026-17716.pdf,True
2026-17661,"Special Conditions: Skyryse, Robinson Helicopter Company Model R66 Helicopter; Control Margin Awareness",Proposed Rule,Notice of proposed special conditions.,2026-08-28,,2026-10-13,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-1585; Notice No. XX-XX-XX-SC,https://www.federalregister.gov/documents/2026/08/28/2026-17661/special-conditions-skyryse-robinson-helicopter-company-model-r66-helicopter-control-margin-awareness,https://www.govinfo.gov/content/pkg/FR-2026-08-28/pdf/2026-17661.pdf,True
2026-17660,International Traffic in Arms Regulations: Modification of Civil Aircraft To Incorporate Aircraft Survivability Equipment,Rule,Interim final rule; request for comments.,2026-08-28,2026-10-13,,State Department,Public Notice: 13088,https://www.federalregister.gov/documents/2026/08/28/2026-17660/international-traffic-in-arms-regulations-modification-of-civil-aircraft-to-incorporate-aircraft,https://www.govinfo.gov/content/pkg/FR-2026-08-28/pdf/2026-17660.pdf,True
2026-17655,Passports: Expanding Online Passport Renewal Overseas,Proposed Rule,Proposed rule.,2026-08-28,,2026-10-27,State Department,Public Notice: 13104,https://www.federalregister.gov/documents/2026/08/28/2026-17655/passports-expanding-online-passport-renewal-overseas,https://www.govinfo.gov/content/pkg/FR-2026-08-28/pdf/2026-17655.pdf,True
2026-17652,Requests for Arbitration Panels,Rule,Interim final rule; request for comments.,2026-08-28,2026-08-28,,Federal Mediation and Conciliation Service,,https://www.federalregister.gov/documents/2026/08/28/2026-17652/requests-for-arbitration-panels,https://www.govinfo.gov/content/pkg/FR-2026-08-28/pdf/2026-17652.pdf,True
2026-17650,Fisheries of the Exclusive Economic Zone off Alaska; Pacific Ocean Perch in the Central Aleutian District of the Bering Sea and Aleutian Islands Management Area,Rule,Temporary rule; closure.,2026-08-28,2026-08-27,,Commerce Department; National Oceanic and Atmospheric Administration,"Docket No. 260305-0066, RTID 0648-XG019",https://www.federalregister.gov/documents/2026/08/28/2026-17650/fisheries-of-the-exclusive-economic-zone-off-alaska-pacific-ocean-perch-in-the-central-aleutian,https://www.govinfo.gov/content/pkg/FR-2026-08-28/pdf/2026-17650.pdf,True
2026-17649,Disclosure of Information; Extension of Comment Period,Proposed Rule,Notice of proposed rulemaking; extension of comment period.,2026-08-28,2026-06-30,2026-10-05,Federal Deposit Insurance Corporation,,https://www.federalregister.gov/documents/2026/08/28/2026-17649/disclosure-of-information-extension-of-comment-period,https://www.govinfo.gov/content/pkg/FR-2026-08-28/pdf/2026-17649.pdf,True
2026-17648,"Michelin North America, Inc., Grant of Petition for Decision of Inconsequential Noncompliance",Notice,Grant of petition.,2026-08-28,,,Transportation Department; National Highway Traffic Safety Administration,Docket No. NHTSA-2024-0049; Notice 2,https://www.federalregister.gov/documents/2026/08/28/2026-17648/michelin-north-america-inc-grant-of-petition-for-decision-of-inconsequential-noncompliance,https://www.govinfo.gov/content/pkg/FR-2026-08-28/pdf/2026-17648.pdf,True
2026-17647,EnergySolutions Services Inc.; Export License Amendment Application,Notice,"Opportunity to provide comments, request a hearing, and petition for leave to intervene.",2026-08-28,,2026-09-28,Nuclear Regulatory Commission,Docket No. 11005897; NRC-2026-3565,https://www.federalregister.gov/documents/2026/08/28/2026-17647/energysolutions-services-inc-export-license-amendment-application,https://www.govinfo.gov/content/pkg/FR-2026-08-28/pdf/2026-17647.pdf,True
