document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
2026-14334,"Adjusting Imports of Commercial Aircraft, Jet Engines, and Aircraft and Engine Parts Into the United States",Presidential Document,,2026-07-15,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/07/15/2026-14334/adjusting-imports-of-commercial-aircraft-jet-engines-and-aircraft-and-engine-parts-into-the-united,https://www.govinfo.gov/content/pkg/FR-2026-07-15/pdf/2026-14334.pdf,True
2026-14282,Air Plan Approval; Wisconsin; Source-Specific Air Quality Implementation Plan; Oak Creek Power Plant,Proposed Rule,Proposed rule.,2026-07-15,,2026-08-14,Environmental Protection Agency,EPA-R05-OAR-2025-1377; FRL-13186-01-R5,https://www.federalregister.gov/documents/2026/07/15/2026-14282/air-plan-approval-wisconsin-source-specific-air-quality-implementation-plan-oak-creek-power-plant,https://www.govinfo.gov/content/pkg/FR-2026-07-15/pdf/2026-14282.pdf,True
2026-14281,Airworthiness Directives; Rolls-Royce Deutschland Ltd & Co KG Engines,Proposed Rule,Notice of proposed rulemaking (NPRM).,2026-07-15,,2026-08-31,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-7219; Project Identifier MCAI-2024-00404-E,https://www.federalregister.gov/documents/2026/07/15/2026-14281/airworthiness-directives-rolls-royce-deutschland-ltd-and-co-kg-engines,https://www.govinfo.gov/content/pkg/FR-2026-07-15/pdf/2026-14281.pdf,True
2026-14261,"Approval of Source-Specific Air Quality Implementation Plan; New York; Castleton Power, LLC",Proposed Rule,Proposed rule.,2026-07-15,,2026-08-14,Environmental Protection Agency,EPA-R02-OAR-2025-0242; FRL-12787-01-R2,https://www.federalregister.gov/documents/2026/07/15/2026-14261/approval-of-source-specific-air-quality-implementation-plan-new-york-castleton-power-llc,https://www.govinfo.gov/content/pkg/FR-2026-07-15/pdf/2026-14261.pdf,True
2026-14260,Air Plan Approval; Missouri; Control of NOX Emissions From Large Stationary Internal Combustion Engines,Proposed Rule,Proposed rule.,2026-07-15,,2026-08-14,Environmental Protection Agency,EPA-R07-OAR-2026-4819; FRL-13460-01-R7,https://www.federalregister.gov/documents/2026/07/15/2026-14260/air-plan-approval-missouri-control-of-nox-emissions-from-large-stationary-internal-combustion,https://www.govinfo.gov/content/pkg/FR-2026-07-15/pdf/2026-14260.pdf,True
2026-14250,"[Agency Information Collection Activities; Proposed eCollection, eComments Requested; Extension of a Previously Approved Collection; TitleLaw Enforcement Public Contact Data Collection",Notice,30-Day notice.,2026-07-15,,2026-08-14,Justice Department,OMB Number 1110-0087,https://www.federalregister.gov/documents/2026/07/15/2026-14250/agency-information-collection-activities-proposed-ecollection-ecomments-requested-extension-of-a,https://www.govinfo.gov/content/pkg/FR-2026-07-15/pdf/2026-14250.pdf,True
2026-14249,Churchill Asset Management LLC,Notice,Notice.,2026-07-15,,,Securities and Exchange Commission,Investment Company Act Release No. 36248; File No. 813-00424,https://www.federalregister.gov/documents/2026/07/15/2026-14249/churchill-asset-management-llc,https://www.govinfo.gov/content/pkg/FR-2026-07-15/pdf/2026-14249.pdf,True
2026-14248,"Establishment of Class E Airspace; Crown Point, IN",Rule,Final rule.,2026-07-15,2026-10-29,,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-3764; Airspace Docket No. 26-AGL-5,https://www.federalregister.gov/documents/2026/07/15/2026-14248/establishment-of-class-e-airspace-crown-point-in,https://www.govinfo.gov/content/pkg/FR-2026-07-15/pdf/2026-14248.pdf,True
2026-14247,Notice of OFAC Sanctions Action,Notice,Notice.,2026-07-15,,,Treasury Department; Foreign Assets Control Office,,https://www.federalregister.gov/documents/2026/07/15/2026-14247/notice-of-ofac-sanctions-action,https://www.govinfo.gov/content/pkg/FR-2026-07-15/pdf/2026-14247.pdf,True
2026-14246,Notice of Formal Determination on Records Release,Notice,Notice.,2026-07-15,,,Civil Rights Cold Case Records Review Board,Agency Docket Number: CRCCRRB-2026-0015-N,https://www.federalregister.gov/documents/2026/07/15/2026-14246/notice-of-formal-determination-on-records-release,https://www.govinfo.gov/content/pkg/FR-2026-07-15/pdf/2026-14246.pdf,True
2026-14245,Montana Regulatory Program,Rule,Final rule; approving.,2026-07-15,2026-08-14,,Interior Department; Surface Mining Reclamation and Enforcement Office,SATS No. MT-047-FOR; Docket No. OSM-2025-0007; S1D1S SS08011000 SX064A000 256S180110; S2D2S SS08011000 SX064A000 25XS501520,https://www.federalregister.gov/documents/2026/07/15/2026-14245/montana-regulatory-program,https://www.govinfo.gov/content/pkg/FR-2026-07-15/pdf/2026-14245.pdf,True
2026-14244,Montana Regulatory Program,Rule,Final rule; approval of amendment.,2026-07-15,2026-08-14,,Interior Department; Surface Mining Reclamation and Enforcement Office,SATS No. MT-045-FOR; Docket No. OSM-2025-0005; S1D1S SS08011000 SX064A000 256S180110; S2D2S SS08011000 SX064A000 25XS501520,https://www.federalregister.gov/documents/2026/07/15/2026-14244/montana-regulatory-program,https://www.govinfo.gov/content/pkg/FR-2026-07-15/pdf/2026-14244.pdf,True
