document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
2026-15062,"Amendment of Class D Airspace and Class E Airspace Over Westfield, MA",Rule,Final rule.,2026-07-24,2026-10-29,,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-5248; Airspace Docket No. 26-ANE-3,https://www.federalregister.gov/documents/2026/07/24/2026-15062/amendment-of-class-d-airspace-and-class-e-airspace-over-westfield-ma,https://www.govinfo.gov/content/pkg/FR-2026-07-24/pdf/2026-15062.pdf,True
2026-15050,"Fiscal Year 2027 Tariff-Rate Quota Allocations for Raw Cane Sugar, Refined Sugar, and Sugar-Containing Products",Notice,Notice.,2026-07-24,,,"Trade Representative, Office of United States",,https://www.federalregister.gov/documents/2026/07/24/2026-15050/fiscal-year-2027-tariff-rate-quota-allocations-for-raw-cane-sugar-refined-sugar-and-sugar-containing,https://www.govinfo.gov/content/pkg/FR-2026-07-24/pdf/2026-15050.pdf,True
2026-15049,Market Dominant Price Adjustment,Notice,Notice.,2026-07-24,,,Postal Regulatory Commission,Docket No. R2027-1; Order No. 9650,https://www.federalregister.gov/documents/2026/07/24/2026-15049/market-dominant-price-adjustment,https://www.govinfo.gov/content/pkg/FR-2026-07-24/pdf/2026-15049.pdf,True
2026-15048,Agency Information Collection Activities: Proposed Collection; Comment Request,Notice,Notice.,2026-07-24,,2026-09-22,Health and Human Services Department; Centers for Medicare & Medicaid Services,Document Identifier: CMS-10912 and CMS-10174,https://www.federalregister.gov/documents/2026/07/24/2026-15048/agency-information-collection-activities-proposed-collection-comment-request,https://www.govinfo.gov/content/pkg/FR-2026-07-24/pdf/2026-15048.pdf,True
2026-15047,"Establishment of Class E Airspace; Ottawa, IL",Proposed Rule,Notice of proposed rulemaking (NPRM).,2026-07-24,,2026-09-08,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-8548; Airspace Docket No. 26-AGL-16,https://www.federalregister.gov/documents/2026/07/24/2026-15047/establishment-of-class-e-airspace-ottawa-il,https://www.govinfo.gov/content/pkg/FR-2026-07-24/pdf/2026-15047.pdf,True
2026-15046,Agency Information Collection Activities: Submission for OMB Review; Comment Request,Notice,Notice.,2026-07-24,,2026-08-24,Health and Human Services Department; Centers for Medicare & Medicaid Services,Document Identifier: CMS-P-0015A and CMS-10393,https://www.federalregister.gov/documents/2026/07/24/2026-15046/agency-information-collection-activities-submission-for-omb-review-comment-request,https://www.govinfo.gov/content/pkg/FR-2026-07-24/pdf/2026-15046.pdf,True
2026-15045,HHS Request for Comment on the Update to the National Plan To Address Alzheimer's Disease,Notice,Notice of Request for Information (RFI) to inform a,2026-07-24,,2026-08-15,Health and Human Services Department,,https://www.federalregister.gov/documents/2026/07/24/2026-15045/hhs-request-for-comment-on-the-update-to-the-national-plan-to-address-alzheimers-disease,https://www.govinfo.gov/content/pkg/FR-2026-07-24/pdf/2026-15045.pdf,True
2026-15044,Proposed Information Collection Activity; Voluntary Acknowledgment of Paternity and Required Data Elements for Paternity Establishment Affidavits,Notice,Request for public comments.,2026-07-24,,2026-09-22,Health and Human Services Department; Children and Families Administration,Office of Management and Budget #: 0970-0171,https://www.federalregister.gov/documents/2026/07/24/2026-15044/proposed-information-collection-activity-voluntary-acknowledgment-of-paternity-and-required-data,https://www.govinfo.gov/content/pkg/FR-2026-07-24/pdf/2026-15044.pdf,True
2026-15042,Bureau of Political-Military Affairs; Statutory Debarment Under the Arms Export Control Act and the International Traffic in Arms Regulations,Notice,Notice.,2026-07-24,,,State Department,Public Notice: 13070,https://www.federalregister.gov/documents/2026/07/24/2026-15042/bureau-of-political-military-affairs-statutory-debarment-under-the-arms-export-control-act-and-the,https://www.govinfo.gov/content/pkg/FR-2026-07-24/pdf/2026-15042.pdf,True
2026-15041,Agency Information Collection Activities; Resource Management Planning,Notice,Notice of information collection; request for comment.,2026-07-24,,2026-09-22,Interior Department; Land Management Bureau,"A2407-014-004-065516, #O2509-014-004-125222; LLHQ210000",https://www.federalregister.gov/documents/2026/07/24/2026-15041/agency-information-collection-activities-resource-management-planning,https://www.govinfo.gov/content/pkg/FR-2026-07-24/pdf/2026-15041.pdf,True
