document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
C1-2026-13420,Revised Medical Criteria for Evaluating Cardiovascular Disorders,Rule,,2026-09-16,,,Social Security Administration,Docket No. SSA-2019-0013,https://www.federalregister.gov/documents/2026/09/16/C1-2026-13420/revised-medical-criteria-for-evaluating-cardiovascular-disorders,https://www.govinfo.gov/content/pkg/FR-2026-09-16/pdf/C1-2026-13420.pdf,True
2026-19053,"Continuation of the National Emergency With Respect to Persons Who Commit, Threaten To Commit, or Support Terrorism",Presidential Document,,2026-09-16,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/09/16/2026-19053/continuation-of-the-national-emergency-with-respect-to-persons-who-commit-threaten-to-commit-or,https://www.govinfo.gov/content/pkg/FR-2026-09-16/pdf/2026-19053.pdf,True
2026-19027,Indiana: Approval of State Coal Combustion Residuals Permit Program,Proposed Rule,Notice of availability; request for comments.,2026-09-16,,2026-11-16,Environmental Protection Agency,EPA-HQ-OLEM-2026-4326; FRL-13459-01-OLEM,https://www.federalregister.gov/documents/2026/09/16/2026-19027/indiana-approval-of-state-coal-combustion-residuals-permit-program,https://www.govinfo.gov/content/pkg/FR-2026-09-16/pdf/2026-19027.pdf,True
2026-19017,Native American Graves Protection and Repatriation Review Committee; Notice of Public Meeting,Notice,Meeting notice.,2026-09-16,,,Interior Department; National Park Service,NPS-WASO-NAGPRA-43292,https://www.federalregister.gov/documents/2026/09/16/2026-19017/native-american-graves-protection-and-repatriation-review-committee-notice-of-public-meeting,https://www.govinfo.gov/content/pkg/FR-2026-09-16/pdf/2026-19017.pdf,True
2026-19016,Medicare Program; Medicare Appeals; Adjustment to the Amount in Controversy Threshold Amounts for Calendar Year 2027,Notice,Notice.,2026-09-16,2027-01-01,,Health and Human Services Department; Centers for Medicare & Medicaid Services,CMS-4213-N,https://www.federalregister.gov/documents/2026/09/16/2026-19016/medicare-program-medicare-appeals-adjustment-to-the-amount-in-controversy-threshold-amounts-for,https://www.govinfo.gov/content/pkg/FR-2026-09-16/pdf/2026-19016.pdf,True
2026-19015,Medicare Program; Public Meeting for New Revisions to the Healthcare Common Procedure Coding System (HCPCS) Level II Coding,Notice,Notice.,2026-09-16,,,Health and Human Services Department; Centers for Medicare & Medicaid Services,CMS-1864-N,https://www.federalregister.gov/documents/2026/09/16/2026-19015/medicare-program-public-meeting-for-new-revisions-to-the-healthcare-common-procedure-coding-system,https://www.govinfo.gov/content/pkg/FR-2026-09-16/pdf/2026-19015.pdf,True
2026-19014,"Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Comment Request; EIB 00-02, Annual Competitiveness Report Survey of Exporters and Lenders",Notice,Notice of information collection; request for comment.,2026-09-16,,2026-11-16,Export-Import Bank,Public Notice: EIB-2026-0298,https://www.federalregister.gov/documents/2026/09/16/2026-19014/agency-information-collection-activities-submission-to-the-office-of-management-and-budget-for,https://www.govinfo.gov/content/pkg/FR-2026-09-16/pdf/2026-19014.pdf,True
2026-19013,Racial Nondiscrimination in Private Schools; Hearing,Proposed Rule,Notice of proposed rulemaking; notice of hearing.,2026-09-16,,,Treasury Department; Internal Revenue Service,REG-119986-25,https://www.federalregister.gov/documents/2026/09/16/2026-19013/racial-nondiscrimination-in-private-schools-hearing,https://www.govinfo.gov/content/pkg/FR-2026-09-16/pdf/2026-19013.pdf,True
2026-19012,"Notice Pursuant to the National Cooperative Research and Production Act of 1993-1EdTech Consortium, Inc. (F/K/A IMS Global Learning Consortium, Inc.)",Notice,,2026-09-16,,,Justice Department; Antitrust Division,,https://www.federalregister.gov/documents/2026/09/16/2026-19012/notice-pursuant-to-the-national-cooperative-research-and-production-act-of-1993-1edtech-consortium,https://www.govinfo.gov/content/pkg/FR-2026-09-16/pdf/2026-19012.pdf,True
2026-19011,Commission Information Collection Activities (Ferc-555); Comment Request; Extension,Notice,Notice of information collection and request for comments.,2026-09-16,,2026-10-16,Energy Department; Federal Energy Regulatory Commission,Docket No. IC26-32-000,https://www.federalregister.gov/documents/2026/09/16/2026-19011/commission-information-collection-activities-ferc-555-comment-request-extension,https://www.govinfo.gov/content/pkg/FR-2026-09-16/pdf/2026-19011.pdf,True
2026-19010,Notice Pursuant to the National Cooperative Research and Production Act of 1993-Mobile Satellite Services Association,Notice,,2026-09-16,,,Justice Department; Antitrust Division,,https://www.federalregister.gov/documents/2026/09/16/2026-19010/notice-pursuant-to-the-national-cooperative-research-and-production-act-of-1993-mobile-satellite,https://www.govinfo.gov/content/pkg/FR-2026-09-16/pdf/2026-19010.pdf,True
2026-19009,"Agency Information Collection Activities: Submission for OMB Review, Comment Request; National Fire Department Registry",Notice,30-Day notice of extension and request for comments.,2026-09-16,,2026-10-16,Homeland Security Department; Federal Emergency Management Agency,Docket ID: FEMA-2025-0311; OMB No. 1660-0070,https://www.federalregister.gov/documents/2026/09/16/2026-19009/agency-information-collection-activities-submission-for-omb-review-comment-request-national-fire,https://www.govinfo.gov/content/pkg/FR-2026-09-16/pdf/2026-19009.pdf,True
2026-19008,Advisory Committee for Integrative Activities; Committee Reestablishment,Notice,Committee management reestablishment.,2026-09-16,2026-09-30,,National Science Foundation,,https://www.federalregister.gov/documents/2026/09/16/2026-19008/advisory-committee-for-integrative-activities-committee-reestablishment,https://www.govinfo.gov/content/pkg/FR-2026-09-16/pdf/2026-19008.pdf,True
2026-19007,"Notice Pursuant to the National Cooperative Research and Production Act of 1993-Z-Wave Alliance, Inc.",Notice,,2026-09-16,,,Justice Department; Antitrust Division,,https://www.federalregister.gov/documents/2026/09/16/2026-19007/notice-pursuant-to-the-national-cooperative-research-and-production-act-of-1993-z-wave-alliance-inc,https://www.govinfo.gov/content/pkg/FR-2026-09-16/pdf/2026-19007.pdf,True
2026-19006,Whistleblower Award Determination,Rule,Final rule.,2026-09-16,2026-10-16,,Commodity Futures Trading Commission,,https://www.federalregister.gov/documents/2026/09/16/2026-19006/whistleblower-award-determination,https://www.govinfo.gov/content/pkg/FR-2026-09-16/pdf/2026-19006.pdf,True
2026-19005,Notice Pursuant to the National Cooperative Research and Production Act of 1993-Medical CBRN Defense Consortium,Notice,,2026-09-16,,,Justice Department; Antitrust Division,,https://www.federalregister.gov/documents/2026/09/16/2026-19005/notice-pursuant-to-the-national-cooperative-research-and-production-act-of-1993-medical-cbrn-defense,https://www.govinfo.gov/content/pkg/FR-2026-09-16/pdf/2026-19005.pdf,True
2026-19004,"Notice Pursuant to the National Cooperative Research and Production Act of 1993-Subcutaneous Drug Development & Delivery Consortium, Inc.",Notice,,2026-09-16,,,Justice Department; Antitrust Division,,https://www.federalregister.gov/documents/2026/09/16/2026-19004/notice-pursuant-to-the-national-cooperative-research-and-production-act-of-1993-subcutaneous-drug,https://www.govinfo.gov/content/pkg/FR-2026-09-16/pdf/2026-19004.pdf,True
2026-19003,"Notice Pursuant to the National Cooperative Research and Production Act of 1993-The Institute of Electrical and Electronics Engineers, Inc.",Notice,,2026-09-16,,,Justice Department; Antitrust Division,,https://www.federalregister.gov/documents/2026/09/16/2026-19003/notice-pursuant-to-the-national-cooperative-research-and-production-act-of-1993-the-institute-of,https://www.govinfo.gov/content/pkg/FR-2026-09-16/pdf/2026-19003.pdf,True
2026-19002,National Park Service Alaska Region Subsistence Resource Commission Program; Notice of Public Meetings,Notice,Meeting notice.,2026-09-16,,,Interior Department; National Park Service,NPS-AKRO-ANIA-CAKR-DENA-GAAR-KOVA-LACL-WRST-42890; PPAKAKROR4; PPMPRLE1Y.LS0000,https://www.federalregister.gov/documents/2026/09/16/2026-19002/national-park-service-alaska-region-subsistence-resource-commission-program-notice-of-public,https://www.govinfo.gov/content/pkg/FR-2026-09-16/pdf/2026-19002.pdf,True
2026-19001,Center for Scientific Review; Notice of Closed Meetings,Notice,,2026-09-16,,,Health and Human Services Department; National Institutes of Health,,https://www.federalregister.gov/documents/2026/09/16/2026-19001/center-for-scientific-review-notice-of-closed-meetings,https://www.govinfo.gov/content/pkg/FR-2026-09-16/pdf/2026-19001.pdf,True
2026-19000,Notice Pursuant to the National Cooperative Research and Production Act of 1993-The Customer Experience Hub,Notice,,2026-09-16,,,Justice Department; Antitrust Division,,https://www.federalregister.gov/documents/2026/09/16/2026-19000/notice-pursuant-to-the-national-cooperative-research-and-production-act-of-1993-the-customer,https://www.govinfo.gov/content/pkg/FR-2026-09-16/pdf/2026-19000.pdf,True
2026-18999,Notice Pursuant to the National Cooperative Research and Production Act of 1993-MLCommons Association,Notice,,2026-09-16,,,Justice Department; Antitrust Division,,https://www.federalregister.gov/documents/2026/09/16/2026-18999/notice-pursuant-to-the-national-cooperative-research-and-production-act-of-1993-mlcommons,https://www.govinfo.gov/content/pkg/FR-2026-09-16/pdf/2026-18999.pdf,True
2026-18998,Notice Pursuant to the National Cooperative Research and Production Act of 1993-Information Warfare Research Project Consortium,Notice,,2026-09-16,,,Justice Department; Antitrust Division,,https://www.federalregister.gov/documents/2026/09/16/2026-18998/notice-pursuant-to-the-national-cooperative-research-and-production-act-of-1993-information-warfare,https://www.govinfo.gov/content/pkg/FR-2026-09-16/pdf/2026-18998.pdf,True
