document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
2026-11801,"TÜV SÜD America, Inc.: Grant of Expansion of Recognition",Notice,Notice.,2026-06-11,2026-06-11,,Labor Department; Occupational Safety and Health Administration,Docket No. OSHA-2007-0043,https://www.federalregister.gov/documents/2026/06/11/2026-11801/tv-sd-america-inc-grant-of-expansion-of-recognition,https://www.govinfo.gov/content/pkg/FR-2026-06-11/pdf/2026-11801.pdf,True
2026-11800,Removing Regulations Related to Trade Adjustment Assistance for Firms,Rule,Final rule.,2026-06-11,2028-09-30,,Commerce Department; Economic Development Administration,Docket No. 260608-0136,https://www.federalregister.gov/documents/2026/06/11/2026-11800/removing-regulations-related-to-trade-adjustment-assistance-for-firms,https://www.govinfo.gov/content/pkg/FR-2026-06-11/pdf/2026-11800.pdf,True
2026-11799,Labor Organization Annual Financial Reports,Rule,Final rule; correction.,2026-06-11,2026-07-01,,Labor Department; Labor-Management Standards Office,,https://www.federalregister.gov/documents/2026/06/11/2026-11799/labor-organization-annual-financial-reports,https://www.govinfo.gov/content/pkg/FR-2026-06-11/pdf/2026-11799.pdf,True
2026-11792,"Modification of Class E Airspace, Omak Airport, Omak, WA",Rule,Final rule.,2026-06-11,2026-09-03,,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-3372; Airspace Docket No. 25-ANM-146,https://www.federalregister.gov/documents/2026/06/11/2026-11792/modification-of-class-e-airspace-omak-airport-omak-wa,https://www.govinfo.gov/content/pkg/FR-2026-06-11/pdf/2026-11792.pdf,True
2026-11790,Rescinding Portions of Department of Transportation's Title VI Regulations To Conform More Closely With the Statutory Text and To Implement Executive Order 14281,Rule,Final rule.,2026-06-11,2026-06-11,,Transportation Department,,https://www.federalregister.gov/documents/2026/06/11/2026-11790/rescinding-portions-of-department-of-transportations-title-vi-regulations-to-conform-more-closely,https://www.govinfo.gov/content/pkg/FR-2026-06-11/pdf/2026-11790.pdf,True
2026-11789,"Special Local Regulation; Ohio River, Henderson, KY",Rule,Temporary final rule.,2026-06-11,2026-07-03,,Homeland Security Department; Coast Guard,Docket Number USCG-2026-0676,https://www.federalregister.gov/documents/2026/06/11/2026-11789/special-local-regulation-ohio-river-henderson-ky,https://www.govinfo.gov/content/pkg/FR-2026-06-11/pdf/2026-11789.pdf,True
2026-11788,Agency Information Collection Activities; Submission to the Office of Management and Budget (OMB) for Review and Approval; Comment Request; Tilefish Individual Fishing Quota Program,Notice,"Notice of information collection, request for comment.",2026-06-11,,2026-08-10,Commerce Department; National Oceanic and Atmospheric Administration,,https://www.federalregister.gov/documents/2026/06/11/2026-11788/agency-information-collection-activities-submission-to-the-office-of-management-and-budget-omb-for,https://www.govinfo.gov/content/pkg/FR-2026-06-11/pdf/2026-11788.pdf,True
2026-11787,Agency Information Collection Activities; Submission to the Office of Management and Budget (OMB) for Review and Approval; Comment Request; American Lobster-Annual Trap Transfer Program,Notice,"Notice of information collection, request for comment.",2026-06-11,,2026-08-10,Commerce Department; National Oceanic and Atmospheric Administration,,https://www.federalregister.gov/documents/2026/06/11/2026-11787/agency-information-collection-activities-submission-to-the-office-of-management-and-budget-omb-for,https://www.govinfo.gov/content/pkg/FR-2026-06-11/pdf/2026-11787.pdf,True
2026-11786,Danger Zone; Waters of Carr Creek and Whitehall Bay in the Vicinity of the Naval Support Activity Annapolis,Rule,Final rule.,2026-06-11,,,Defense Department; Engineers Corps,COE-2022-0009,https://www.federalregister.gov/documents/2026/06/11/2026-11786/danger-zone-waters-of-carr-creek-and-whitehall-bay-in-the-vicinity-of-the-naval-support-activity,https://www.govinfo.gov/content/pkg/FR-2026-06-11/pdf/2026-11786.pdf,True
2026-11785,Orano Enrichment USA LLC; Uranium Enrichment Facility; Notice of Intent To Conduct Scoping Process and Prepare Environmental Impact Statement,Notice,Notice; request for comment.,2026-06-11,,2026-07-13,Nuclear Regulatory Commission,Docket No. 70-7038; EISX-429-00-000-1770360643; NRC-2026-2906,https://www.federalregister.gov/documents/2026/06/11/2026-11785/orano-enrichment-usa-llc-uranium-enrichment-facility-notice-of-intent-to-conduct-scoping-process-and,https://www.govinfo.gov/content/pkg/FR-2026-06-11/pdf/2026-11785.pdf,True
