document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
2026-16015,"Continuation of the National Emergency With Respect to the Advancement by Countries of Concern in Sensitive Technologies and Products Critical for the Military, Intelligence, Surveillance, or Cyber-Enabled Capabilities of Such Countries",Presidential Document,,2026-08-05,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/08/05/2026-16015/continuation-of-the-national-emergency-with-respect-to-the-advancement-by-countries-of-concern-in,https://www.govinfo.gov/content/pkg/FR-2026-08-05/pdf/2026-16015.pdf,True
2026-15975,To Facilitate Positive Adjustment to Competition From Imports of Quartz Surface Products,Presidential Document,,2026-08-05,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/08/05/2026-15975/to-facilitate-positive-adjustment-to-competition-from-imports-of-quartz-surface-products,https://www.govinfo.gov/content/pkg/FR-2026-08-05/pdf/2026-15975.pdf,True
2026-15929,Improving Emergency Medical Kit Efficacy and Flexibility in Commercial Airline Operations,Proposed Rule,Notice of proposed rulemaking.,2026-08-05,,2026-10-05,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-9178; Notice No. 26-12,https://www.federalregister.gov/documents/2026/08/05/2026-15929/improving-emergency-medical-kit-efficacy-and-flexibility-in-commercial-airline-operations,https://www.govinfo.gov/content/pkg/FR-2026-08-05/pdf/2026-15929.pdf,True
2026-15920,"Micro-Tracers, Inc.; Response to Objections and Requests for a Public Hearing",Rule,Notification; response to objections and denial of public hearing requests; removal of administrative stay.,2026-08-05,2027-01-15,,Health and Human Services Department; Food and Drug Administration,Docket No. FDA-2023-N-0437,https://www.federalregister.gov/documents/2026/08/05/2026-15920/micro-tracers-inc-response-to-objections-and-requests-for-a-public-hearing,https://www.govinfo.gov/content/pkg/FR-2026-08-05/pdf/2026-15920.pdf,True
2026-15915,Magnuson-Stevens Act Provisions; General Provisions for Domestic Fisheries; Application for Exempted Fishing Permits,Notice,Notice; request for comments.,2026-08-05,,2026-08-20,Commerce Department; National Oceanic and Atmospheric Administration,RTID 0648-XF925,https://www.federalregister.gov/documents/2026/08/05/2026-15915/magnuson-stevens-act-provisions-general-provisions-for-domestic-fisheries-application-for-exempted,https://www.govinfo.gov/content/pkg/FR-2026-08-05/pdf/2026-15915.pdf,True
2026-15914,Agency Information Collection Activities; Proposed eCollection eComments Requested; Revision of a Previously Approved Collection; Title-Identity History Summary Request Form (1-783),Notice,60-Day notice.,2026-08-05,,2026-10-05,Justice Department,OMB Number 1110-0052,https://www.federalregister.gov/documents/2026/08/05/2026-15914/agency-information-collection-activities-proposed-ecollection-ecomments-requested-revision-of-a,https://www.govinfo.gov/content/pkg/FR-2026-08-05/pdf/2026-15914.pdf,True
2026-15913,Caremark and Zinc Health Services; Analysis of Proposed Agreement Containing Consent Order To Aid Public Comment,Notice,Proposed consent agreement; request for comment.,2026-08-05,,2026-09-04,Federal Trade Commission,Docket No. 9437,https://www.federalregister.gov/documents/2026/08/05/2026-15913/caremark-and-zinc-health-services-analysis-of-proposed-agreement-containing-consent-order-to-aid,https://www.govinfo.gov/content/pkg/FR-2026-08-05/pdf/2026-15913.pdf,True
2026-15912,Amendment of United States Area Navigation Route Q-10 and Revocation of Alaska Area Navigation Routes J-804R and J-889R in Alaska,Rule,Final rule.,2026-08-05,2026-10-29,,Transportation Department; Federal Aviation Administration,Docket No. FAA-2025-3585; Airspace Docket No. 25-AAL-143,https://www.federalregister.gov/documents/2026/08/05/2026-15912/amendment-of-united-states-area-navigation-route-q-10-and-revocation-of-alaska-area-navigation,https://www.govinfo.gov/content/pkg/FR-2026-08-05/pdf/2026-15912.pdf,True
2026-15911,Fisheries of the Exclusive Economic Zone Off Alaska; Bering Sea and Aleutian Islands Management Area; Cost Recovery Fee Notice for the Pacific Cod Trawl Cooperative Program,Notice,Notice of standard prices fee percentage.,2026-08-05,,,Commerce Department; National Oceanic and Atmospheric Administration,RTID 0648-XF893,https://www.federalregister.gov/documents/2026/08/05/2026-15911/fisheries-of-the-exclusive-economic-zone-off-alaska-bering-sea-and-aleutian-islands-management-area,https://www.govinfo.gov/content/pkg/FR-2026-08-05/pdf/2026-15911.pdf,True
2026-15910,Center for Scientific Review; Notice of Closed Meetings,Notice,,2026-08-05,,,Health and Human Services Department; National Institutes of Health,,https://www.federalregister.gov/documents/2026/08/05/2026-15910/center-for-scientific-review-notice-of-closed-meetings,https://www.govinfo.gov/content/pkg/FR-2026-08-05/pdf/2026-15910.pdf,True
