document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
2026-17477,Presidential Determination on Provision of Atomic Information to Finland and Sweden,Presidential Document,,2026-08-26,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/08/26/2026-17477/presidential-determination-on-provision-of-atomic-information-to-finland-and-sweden,https://www.govinfo.gov/content/pkg/FR-2026-08-26/pdf/2026-17477.pdf,True
2026-17446,"List of Approved Spent Fuel Storage Casks: TN Americas, LLC Standardized NUHOMS® Horizontal Modular Storage System for Irradiated Nuclear Fuel, Certificate of Compliance No. 1004, Renewed Amendment No. 19",Proposed Rule,Proposed rule.,2026-08-26,,2026-09-25,Nuclear Regulatory Commission,NRC-2026-2806,https://www.federalregister.gov/documents/2026/08/26/2026-17446/list-of-approved-spent-fuel-storage-casks-tn-americas-llc-standardized-nuhoms-horizontal-modular,https://www.govinfo.gov/content/pkg/FR-2026-08-26/pdf/2026-17446.pdf,True
2026-17445,"List of Approved Spent Fuel Storage Casks: TN Americas, LLC Standardized NUHOMS® Horizontal Modular Storage System for Irradiated Nuclear Fuel, Certificate of Compliance No. 1004, Renewed Amendment No. 19",Rule,Direct final rule.,2026-08-26,2026-11-09,2026-09-25,Nuclear Regulatory Commission,NRC-2026-2806,https://www.federalregister.gov/documents/2026/08/26/2026-17445/list-of-approved-spent-fuel-storage-casks-tn-americas-llc-standardized-nuhoms-horizontal-modular,https://www.govinfo.gov/content/pkg/FR-2026-08-26/pdf/2026-17445.pdf,True
2026-17442,Critical Position Pay Authority,Rule,Final rule.,2026-08-26,2026-08-26,,Personnel Management Office,Docket ID: OPM-2026-0232,https://www.federalregister.gov/documents/2026/08/26/2026-17442/critical-position-pay-authority,https://www.govinfo.gov/content/pkg/FR-2026-08-26/pdf/2026-17442.pdf,True
2026-17440,Loan Performance Categories and Financial Reporting,Rule,Final rule; confirmation of effective date.,2026-08-26,,,Farm Credit Administration,,https://www.federalregister.gov/documents/2026/08/26/2026-17440/loan-performance-categories-and-financial-reporting,https://www.govinfo.gov/content/pkg/FR-2026-08-26/pdf/2026-17440.pdf,True
2026-17437,International Trademark Classification Changes,Rule,Final rule.,2026-08-26,2027-01-01,,Commerce Department; Patent and Trademark Office,Docket No. PTO-T-2026-0463,https://www.federalregister.gov/documents/2026/08/26/2026-17437/international-trademark-classification-changes,https://www.govinfo.gov/content/pkg/FR-2026-08-26/pdf/2026-17437.pdf,True
2026-17432,Superfund Tax on Chemical Substances; Request To Modify List of Taxable Substances; Notice of Filing for Methylene Diphenyl Diisocyanate; n=2.0-3.0,Notice,Notice of filing and request for comments.,2026-08-26,,,Treasury Department; Internal Revenue Service,,https://www.federalregister.gov/documents/2026/08/26/2026-17432/superfund-tax-on-chemical-substances-request-to-modify-list-of-taxable-substances-notice-of-filing,https://www.govinfo.gov/content/pkg/FR-2026-08-26/pdf/2026-17432.pdf,True
2026-17431,"Superfund Tax on Chemical Substances; Request To Modify List of Taxable Substances; Notice of Filing for Acrylate Monomer Synthetic Rubber; x=587.30, y=583.29, z=258.18, a=1.58",Notice,Notice of filing and request for comments.,2026-08-26,,,Treasury Department; Internal Revenue Service,,https://www.federalregister.gov/documents/2026/08/26/2026-17431/superfund-tax-on-chemical-substances-request-to-modify-list-of-taxable-substances-notice-of-filing,https://www.govinfo.gov/content/pkg/FR-2026-08-26/pdf/2026-17431.pdf,True
2026-17430,"Superfund Tax on Chemical Substances; Request To Modify List of Taxable Substances; Notice of Filing for Poly(divinylbenzene-ethylvinylbenzene); x=1.33x1017, y=3.27x1016",Notice,Notice of filing and request for comments.,2026-08-26,,,Treasury Department; Internal Revenue Service,,https://www.federalregister.gov/documents/2026/08/26/2026-17430/superfund-tax-on-chemical-substances-request-to-modify-list-of-taxable-substances-notice-of-filing,https://www.govinfo.gov/content/pkg/FR-2026-08-26/pdf/2026-17430.pdf,True
2026-17429,"Schedules of Controlled Substances: Temporary Placement of Mitragynine Pseudoindoxyl, MGM-15, and MGM-16 in Schedule I",Rule,Temporary amendment; temporary scheduling order.,2026-08-26,2026-08-26,,Justice Department; Drug Enforcement Administration,Docket No. DEA-1644,https://www.federalregister.gov/documents/2026/08/26/2026-17429/schedules-of-controlled-substances-temporary-placement-of-mitragynine-pseudoindoxyl-mgm-15-and,https://www.govinfo.gov/content/pkg/FR-2026-08-26/pdf/2026-17429.pdf,True
