document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
2026-12647,Notice of Intent To Extend and Revise a Previously Approved Information Collection,Notice,Notice and request for comments.,2026-06-23,,2026-08-24,Agriculture Department; National Institute of Food and Agriculture,,https://www.federalregister.gov/documents/2026/06/23/2026-12647/notice-of-intent-to-extend-and-revise-a-previously-approved-information-collection,https://www.govinfo.gov/content/pkg/FR-2026-06-23/pdf/2026-12647.pdf,True
2026-12645,Rescission of Affirmative Outreach Requirements for Recipients of WIOA Title I Financial Assistance,Rule,Final rule.,2026-06-23,2026-07-24,,Labor Department; ,,https://www.federalregister.gov/documents/2026/06/23/2026-12645/rescission-of-affirmative-outreach-requirements-for-recipients-of-wioa-title-i-financial-assistance,https://www.govinfo.gov/content/pkg/FR-2026-06-23/pdf/2026-12645.pdf,True
2026-12644,Longshore and Harbor Workers' Compensation Act: Quality Standards for Hearing Loss Testing,Proposed Rule,Request for information.,2026-06-23,,2026-10-22,Labor Department; Workers' Compensation Programs Office,,https://www.federalregister.gov/documents/2026/06/23/2026-12644/longshore-and-harbor-workers-compensation-act-quality-standards-for-hearing-loss-testing,https://www.govinfo.gov/content/pkg/FR-2026-06-23/pdf/2026-12644.pdf,True
2026-12614,Center for Scientific Review; Notice of Closed Meetings,Notice,,2026-06-23,,,Health and Human Services Department; National Institutes of Health,,https://www.federalregister.gov/documents/2026/06/23/2026-12614/center-for-scientific-review-notice-of-closed-meetings,https://www.govinfo.gov/content/pkg/FR-2026-06-23/pdf/2026-12614.pdf,True
2026-12613,"Order Granting Conditional Exemptive Relief, Pursuant to Sections 17A and 36(a) of the Securities Exchange Act of 1934, From the Definition of an “Eligible Secondary Market Transaction” in Rule 17ad-22(a)",Notice,,2026-06-23,,,Securities and Exchange Commission,Release No. 34-105736,https://www.federalregister.gov/documents/2026/06/23/2026-12613/order-granting-conditional-exemptive-relief-pursuant-to-sections-17a-and-36a-of-the-securities,https://www.govinfo.gov/content/pkg/FR-2026-06-23/pdf/2026-12613.pdf,True
2026-12612,Aurobindo and Lannett; Analysis of Proposed Agreement Containing Consent Orders To Aid Public Comment,Notice,Proposed consent agreement; request for comment.,2026-06-23,,2026-07-23,Federal Trade Commission,File No. 251 0096,https://www.federalregister.gov/documents/2026/06/23/2026-12612/aurobindo-and-lannett-analysis-of-proposed-agreement-containing-consent-orders-to-aid-public-comment,https://www.govinfo.gov/content/pkg/FR-2026-06-23/pdf/2026-12612.pdf,True
2026-12611,Notice of Receipt of Complaint; Solicitation of Comments Relating to the Public Interest,Notice,Notice.,2026-06-23,,,International Trade Commission,,https://www.federalregister.gov/documents/2026/06/23/2026-12611/notice-of-receipt-of-complaint-solicitation-of-comments-relating-to-the-public-interest,https://www.govinfo.gov/content/pkg/FR-2026-06-23/pdf/2026-12611.pdf,True
2026-12610,"Alpha Summit Strategic Alternatives Fund and SteelPeak Wealth, LLC",Notice,Notice.,2026-06-23,,,Securities and Exchange Commission,Investment Company Act Release No. 36215; 812-16023,https://www.federalregister.gov/documents/2026/06/23/2026-12610/alpha-summit-strategic-alternatives-fund-and-steelpeak-wealth-llc,https://www.govinfo.gov/content/pkg/FR-2026-06-23/pdf/2026-12610.pdf,True
2026-12609,Steel Propane Cylinders From Thailand: Final Results of Antidumping Duty Administrative Review; 2023-2024,Notice,,2026-06-23,,,Commerce Department; International Trade Administration,A-549-839,https://www.federalregister.gov/documents/2026/06/23/2026-12609/steel-propane-cylinders-from-thailand-final-results-of-antidumping-duty-administrative-review,https://www.govinfo.gov/content/pkg/FR-2026-06-23/pdf/2026-12609.pdf,True
2026-12608,Silicon Metal From Malaysia: Final Results of Antidumping Duty Administrative Review; 2023-2024,Notice,,2026-06-23,,,Commerce Department; International Trade Administration,A-557-820,https://www.federalregister.gov/documents/2026/06/23/2026-12608/silicon-metal-from-malaysia-final-results-of-antidumping-duty-administrative-review-2023-2024,https://www.govinfo.gov/content/pkg/FR-2026-06-23/pdf/2026-12608.pdf,True
2026-12607,The RBB Fund Trust and Seven Post Investment Office LP,Notice,Notice.,2026-06-23,,,Securities and Exchange Commission,Investment Company Act Release No. 36214; 812-16025,https://www.federalregister.gov/documents/2026/06/23/2026-12607/the-rbb-fund-trust-and-seven-post-investment-office-lp,https://www.govinfo.gov/content/pkg/FR-2026-06-23/pdf/2026-12607.pdf,True
2026-12606,Agency Information Collection Activities: Requests for Comments; Clearance of a New Approval of Information Collection: Global Aircraft Maintenance Safety Improvements,Notice,Notice and request for comments.,2026-06-23,,2026-08-24,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-1392,https://www.federalregister.gov/documents/2026/06/23/2026-12606/agency-information-collection-activities-requests-for-comments-clearance-of-a-new-approval-of,https://www.govinfo.gov/content/pkg/FR-2026-06-23/pdf/2026-12606.pdf,True
2026-12605,Request for Information: Shaping the Future of the Bureau of Transportation Statistics; Extension of Comment Period,Notice,Notice; extension of comment period.,2026-06-23,,2026-07-31,Transportation Department; Transportation Statistics Bureau,DOT-OST-2026-1387,https://www.federalregister.gov/documents/2026/06/23/2026-12605/request-for-information-shaping-the-future-of-the-bureau-of-transportation-statistics-extension-of,https://www.govinfo.gov/content/pkg/FR-2026-06-23/pdf/2026-12605.pdf,True
2026-12603,"Notice of Submission Deadline for Schedule Information for Chicago O'Hare International Airport, John F. Kennedy International Airport, Los Angeles International Airport, Newark Liberty International Airport, and San Francisco International Airport for the Winter 2026/2027 Scheduling Season",Notice,Notice of submission deadline.,2026-06-23,,2026-06-30,Transportation Department; Federal Aviation Administration,,https://www.federalregister.gov/documents/2026/06/23/2026-12603/notice-of-submission-deadline-for-schedule-information-for-chicago-ohare-international-airport-john,https://www.govinfo.gov/content/pkg/FR-2026-06-23/pdf/2026-12603.pdf,True
2026-12602,"Agency Information Collection Activities; Comment Request; William D. Ford Federal Direct Loan Program, Federal Direct PLUS Loan Request for Supplemental Information",Notice,Notice.,2026-06-23,,2026-08-24,Education Department,Docket No.: ED-2026-SCC-2245,https://www.federalregister.gov/documents/2026/06/23/2026-12602/agency-information-collection-activities-comment-request-william-d-ford-federal-direct-loan-program,https://www.govinfo.gov/content/pkg/FR-2026-06-23/pdf/2026-12602.pdf,True
2026-12601,Draft FY 2026-2030 Strategic Plan for the U.S. AbilityOne Commission,Notice,Notice of availability; request for public comments.,2026-06-23,,2026-07-22,Committee for Purchase From People Who Are Blind or Severely Disabled,,https://www.federalregister.gov/documents/2026/06/23/2026-12601/draft-fy-2026-2030-strategic-plan-for-the-us-abilityone-commission,https://www.govinfo.gov/content/pkg/FR-2026-06-23/pdf/2026-12601.pdf,True
2026-12600,Commercial Leasing for Outer Continental Shelf Minerals Offshore the Commonwealth of Virginia-Request for Information and Interest,Notice,Request for information and interest.,2026-06-23,,2026-07-23,Interior Department; Ocean Energy Management Bureau,Docket No. BOEM-2026-0100,https://www.federalregister.gov/documents/2026/06/23/2026-12600/commercial-leasing-for-outer-continental-shelf-minerals-offshore-the-commonwealth-of,https://www.govinfo.gov/content/pkg/FR-2026-06-23/pdf/2026-12600.pdf,True
