document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
2026-12286,"Presidential Determination and Delegation of Authority Under Section 708 of the Defense Production Act of 1950, as Amended",Presidential Document,,2026-06-17,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/06/17/2026-12286/presidential-determination-and-delegation-of-authority-under-section-708-of-the-defense-production,https://www.govinfo.gov/content/pkg/FR-2026-06-17/pdf/2026-12286.pdf,True
2026-12283,Restoring American Commercial Fishing in the Pacific,Presidential Document,,2026-06-17,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/06/17/2026-12283/restoring-american-commercial-fishing-in-the-pacific,https://www.govinfo.gov/content/pkg/FR-2026-06-17/pdf/2026-12283.pdf,True
2026-12282,"75th Anniversary of the White House Navy Mess, 2026",Presidential Document,,2026-06-17,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/06/17/2026-12282/75th-anniversary-of-the-white-house-navy-mess-2026,https://www.govinfo.gov/content/pkg/FR-2026-06-17/pdf/2026-12282.pdf,True
2026-12234,Wireline Competition Bureau and Office of Economics and Analytics Seek Comment on Proposed 2026 Mandatory Data Collection for Incarcerated People's Communications Services,Proposed Rule,Proposed rule.,2026-06-17,2026-07-17,2026-08-03,Federal Communications Commission,"WC Docket Nos. 23-62, 12-375; DA 26-567; FR ID 351146",https://www.federalregister.gov/documents/2026/06/17/2026-12234/wireline-competition-bureau-and-office-of-economics-and-analytics-seek-comment-on-proposed-2026,https://www.govinfo.gov/content/pkg/FR-2026-06-17/pdf/2026-12234.pdf,True
2026-12218,"Agency Information Collection Activities; Proposed Collection; Comment Request; Fraud.gov Federal Program Waste, Fraud, and Abuse Tip Intake and Referral System",Notice,Notice of information collection; request for comment.,2026-06-17,,2026-08-17,Treasury Department,,https://www.federalregister.gov/documents/2026/06/17/2026-12218/agency-information-collection-activities-proposed-collection-comment-request-fraudgov-federal,https://www.govinfo.gov/content/pkg/FR-2026-06-17/pdf/2026-12218.pdf,True
2026-12217,"Foreign-Trade Zone (FTZ) 78, Notification of Proposed Production Activity; Petainer Manufacturing USA, Inc.; (Polyethylene Terephthalate Preforms); Columbia, Tennessee",Notice,,2026-06-17,,,Commerce Department; Foreign-Trade Zones Board,B-73-2026,https://www.federalregister.gov/documents/2026/06/17/2026-12217/foreign-trade-zone-ftz-78-notification-of-proposed-production-activity-petainer-manufacturing-usa,https://www.govinfo.gov/content/pkg/FR-2026-06-17/pdf/2026-12217.pdf,True
2026-12216,"Denial of Production Authority; Foreign-Trade Zone 3; Phillips 66 Company; (Renewable Fuels and By-Products); Rodeo, California",Notice,,2026-06-17,,,Commerce Department; Foreign-Trade Zones Board,Order No. 2182,https://www.federalregister.gov/documents/2026/06/17/2026-12216/denial-of-production-authority-foreign-trade-zone-3-phillips-66-company-renewable-fuels-and,https://www.govinfo.gov/content/pkg/FR-2026-06-17/pdf/2026-12216.pdf,True
2026-12215,"Powertech USA, Inc.; Dewey-Burdock In Situ Uranium Recovery Project; Environmental Assessment, Finding of No Significant Impact, and Final Programmatic Agreement",Notice,Notice; issuance.,2026-06-17,,,Nuclear Regulatory Commission,Docket No. 40-9075; NRC-2024-0129,https://www.federalregister.gov/documents/2026/06/17/2026-12215/powertech-usa-inc-dewey-burdock-in-situ-uranium-recovery-project-environmental-assessment-finding-of,https://www.govinfo.gov/content/pkg/FR-2026-06-17/pdf/2026-12215.pdf,True
2026-12214,Agency Information Collection Activities: Comment Request; Survey of Graduate Students and Postdoctorates in Science and Engineering,Notice,submission for OMB review; comment request.,2026-06-17,,,National Science Foundation,,https://www.federalregister.gov/documents/2026/06/17/2026-12214/agency-information-collection-activities-comment-request-survey-of-graduate-students-and,https://www.govinfo.gov/content/pkg/FR-2026-06-17/pdf/2026-12214.pdf,True
2026-12213,Agency Information Collection Activities; Proposed eCollection eComments Requested; Reinstatement With Change to a Previously Approved Collection Title-International Terrorism Victim Expense Reimbursement Program Application,Notice,30-Day notice.,2026-06-17,,2026-07-17,Justice Department,OMB Number 1121-0309,https://www.federalregister.gov/documents/2026/06/17/2026-12213/agency-information-collection-activities-proposed-ecollection-ecomments-requested-reinstatement-with,https://www.govinfo.gov/content/pkg/FR-2026-06-17/pdf/2026-12213.pdf,True
2026-12212,Agency Information Collection Activity: Application for Reinstatement (Insurance Lapsed More Than 6 Months) Government Life Insurance and/or Total Disability Income Provision and Application for Reinstatement of Veterans Affairs Life Insurance (VALife) (Insurance Lapsed More than 6 Months),Notice,Notice.,2026-06-17,,2026-08-17,Veterans Affairs Department,OMB Control No. 2900-0011,https://www.federalregister.gov/documents/2026/06/17/2026-12212/agency-information-collection-activity-application-for-reinstatement-insurance-lapsed-more-than-6,https://www.govinfo.gov/content/pkg/FR-2026-06-17/pdf/2026-12212.pdf,True
2026-12211,Title: Notice of Public Meeting To Prepare for the International Maritime Organization's 137th Session of the Council,Notice,,2026-06-17,,,State Department,Public Notice: 13048,https://www.federalregister.gov/documents/2026/06/17/2026-12211/title-notice-of-public-meeting-to-prepare-for-the-international-maritime-organizations-137th-session,https://www.govinfo.gov/content/pkg/FR-2026-06-17/pdf/2026-12211.pdf,True
2026-12210,"Proposed Settlement Agreement, Stipulation, Order and Judgement, etc.; Daikin Comfort Technologies Manufacturing, Inc.",Notice,Notice.,2026-06-17,,2026-07-02,Consumer Product Safety Commission,CPSC Docket No. 26-C0003,https://www.federalregister.gov/documents/2026/06/17/2026-12210/proposed-settlement-agreement-stipulation-order-and-judgement-etc-daikin-comfort-technologies,https://www.govinfo.gov/content/pkg/FR-2026-06-17/pdf/2026-12210.pdf,True
2026-12209,"Formations of, Acquisitions by, and Mergers of Bank Holding Companies",Notice,,2026-06-17,,,Federal Reserve System,,https://www.federalregister.gov/documents/2026/06/17/2026-12209/formations-of-acquisitions-by-and-mergers-of-bank-holding-companies,https://www.govinfo.gov/content/pkg/FR-2026-06-17/pdf/2026-12209.pdf,True
2026-12208,"Agency Information Collection Activities: Proposed Collection, Comment Request; Homeland Security Exercise and Evaluation Program (HSEEP) Documentation",Notice,60-Day notice of extension and request for comments.,2026-06-17,,2026-08-17,Homeland Security Department; Federal Emergency Management Agency,Docket ID: FEMA-2026-0298; OMB No. 1660-0118,https://www.federalregister.gov/documents/2026/06/17/2026-12208/agency-information-collection-activities-proposed-collection-comment-request-homeland-security,https://www.govinfo.gov/content/pkg/FR-2026-06-17/pdf/2026-12208.pdf,True
2026-12207,Phosphate Fertilizers From Morocco and Russia; Notice of Commission Determination To Conduct Full Five-Year Reviews,Notice,Notice.,2026-06-17,,,International Trade Commission,Investigation Nos. 701-TA-650-651 (Review),https://www.federalregister.gov/documents/2026/06/17/2026-12207/phosphate-fertilizers-from-morocco-and-russia-notice-of-commission-determination-to-conduct-full,https://www.govinfo.gov/content/pkg/FR-2026-06-17/pdf/2026-12207.pdf,True
2026-12206,Van-Type Trailers and Subassemblies From Canada; Termination of investigation,Notice,Notice.,2026-06-17,,,International Trade Commission,Investigation No. 701-TA-780 (Final),https://www.federalregister.gov/documents/2026/06/17/2026-12206/van-type-trailers-and-subassemblies-from-canada-termination-of-investigation,https://www.govinfo.gov/content/pkg/FR-2026-06-17/pdf/2026-12206.pdf,True
2026-12205,General Services Acquisition Regulation; Acquisition of Information and Communication Technology; Notice of Listening Sessions and Request for Comments,Proposed Rule,Proposal; request for comments.,2026-06-17,,,General Services Administration,Notice-MVAC-2026-01; Docket No. 2026-0331; Sequence No. 1,https://www.federalregister.gov/documents/2026/06/17/2026-12205/general-services-acquisition-regulation-acquisition-of-information-and-communication-technology,https://www.govinfo.gov/content/pkg/FR-2026-06-17/pdf/2026-12205.pdf,True
2026-12203,"Safety Zone; Ohio River Mile Marker 0-0.5, Allegheny River Mile Marker 0-0.5, Monongahela River Mile Marker 0-0.5, Pittsburgh, PA",Rule,Temporary final rule.,2026-06-17,2026-06-27,,Homeland Security Department; Coast Guard,Docket Number USCG-2026-0635,https://www.federalregister.gov/documents/2026/06/17/2026-12203/safety-zone-ohio-river-mile-marker-0-05-allegheny-river-mile-marker-0-05-monongahela-river-mile,https://www.govinfo.gov/content/pkg/FR-2026-06-17/pdf/2026-12203.pdf,True
2026-12202,"Agency Information Collection Activities; Oil and Gas Production Measurement Surface Commingling, and Security",Notice,Notice of information collection; request for comment.,2026-06-17,,2026-08-17,Interior Department; Safety and Environmental Enforcement Bureau,Docket ID BSEE-2025-0332; EEEE500000-256E1700D2-ET1SF0000.EAQ000; OMB Control Number 1014-0002,https://www.federalregister.gov/documents/2026/06/17/2026-12202/agency-information-collection-activities-oil-and-gas-production-measurement-surface-commingling-and,https://www.govinfo.gov/content/pkg/FR-2026-06-17/pdf/2026-12202.pdf,True
2026-12201,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Open and Nondiscriminatory Access To Oil and Gas Pipelines Under the OCS Lands Act,Notice,Notice of information collection; request for comment.,2026-06-17,,2026-07-17,Interior Department; Safety and Environmental Enforcement Bureau,Docket ID BSEE-2025-0102; EEEE500000-256E1700D2-ET1SF0000.EAQ000; OMB Control Number 1014-0012,https://www.federalregister.gov/documents/2026/06/17/2026-12201/agency-information-collection-activities-submission-to-the-office-of-management-and-budget-for,https://www.govinfo.gov/content/pkg/FR-2026-06-17/pdf/2026-12201.pdf,True
2026-12200,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Oil and Gas Well-Workover Operations,Notice,Notice of information collection; request for comment.,2026-06-17,,2026-07-17,Interior Department; Safety and Environmental Enforcement Bureau,Docket ID BSEE-2025-0200; EEEE500000 256E1700D2 ET1SF0000.EAQ000; OMB Control Number 1014-0001,https://www.federalregister.gov/documents/2026/06/17/2026-12200/agency-information-collection-activities-submission-to-the-office-of-management-and-budget-for,https://www.govinfo.gov/content/pkg/FR-2026-06-17/pdf/2026-12200.pdf,True
2026-12199,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Oil and Gas Well-Completion Operations,Notice,Notice of information collection; request for comment.,2026-06-17,,2026-07-17,Interior Department; Safety and Environmental Enforcement Bureau,Docket ID BSEE-2025-0101; EEEE500000-256E1700D2-ET1SF0000.EAQ000; OMB Control Number 1014-0004,https://www.federalregister.gov/documents/2026/06/17/2026-12199/agency-information-collection-activities-submission-to-the-office-of-management-and-budget-for,https://www.govinfo.gov/content/pkg/FR-2026-06-17/pdf/2026-12199.pdf,True
2026-12198,Sunshine Act Meetings,Notice,,2026-06-17,,,Nuclear Regulatory Commission,NRC-2026-0001,https://www.federalregister.gov/documents/2026/06/17/2026-12198/sunshine-act-meetings,https://www.govinfo.gov/content/pkg/FR-2026-06-17/pdf/2026-12198.pdf,True
2026-12197,Information Collections Being Submitted for Review and Approval to Office of Management and Budget,Notice,Notice; request for comments.,2026-06-17,,2026-07-17,Federal Communications Commission,"OMB 3060-0017, OMB 3060-0928, OMB 3060-1089; FR ID 351216",https://www.federalregister.gov/documents/2026/06/17/2026-12197/information-collections-being-submitted-for-review-and-approval-to-office-of-management-and-budget,https://www.govinfo.gov/content/pkg/FR-2026-06-17/pdf/2026-12197.pdf,True
2026-12196,Agency Information Collection Activities; Submission for OMB Review; Comment Request; Extension: Regulation 14C (Commission Rules 14c-1 through 14c-7 and Schedule 14C),Notice,,2026-06-17,,,Securities and Exchange Commission,OMB Control No. 3235-0057,https://www.federalregister.gov/documents/2026/06/17/2026-12196/agency-information-collection-activities-submission-for-omb-review-comment-request-extension,https://www.govinfo.gov/content/pkg/FR-2026-06-17/pdf/2026-12196.pdf,True
2026-12195,Agency Information Collection Activities; Submission for OMB Review; Comment Request; Extension: Regulation 14A (Commission Rules 14a-1 Through 14a-21 and Schedule 14A),Notice,,2026-06-17,,,Securities and Exchange Commission,OMB Control No. 3235-0059,https://www.federalregister.gov/documents/2026/06/17/2026-12195/agency-information-collection-activities-submission-for-omb-review-comment-request-extension,https://www.govinfo.gov/content/pkg/FR-2026-06-17/pdf/2026-12195.pdf,True
2026-12194,Agency Information Collection Activities; Submission to the Office of Management and Budget (OMB) for Review and Approval; Comment Request; Coastal Zone Management Program Administration,Notice,"Notice of information collection, request for comment.",2026-06-17,,2026-08-17,Commerce Department; National Oceanic and Atmospheric Administration,,https://www.federalregister.gov/documents/2026/06/17/2026-12194/agency-information-collection-activities-submission-to-the-office-of-management-and-budget-omb-for,https://www.govinfo.gov/content/pkg/FR-2026-06-17/pdf/2026-12194.pdf,True
2026-12193,Notice of Public Meeting of the Wisconsin Advisory Committee to the U.S. Commission on Civil Rights,Notice,Notice of public meeting.,2026-06-17,,,Civil Rights Commission,,https://www.federalregister.gov/documents/2026/06/17/2026-12193/notice-of-public-meeting-of-the-wisconsin-advisory-committee-to-the-us-commission-on-civil-rights,https://www.govinfo.gov/content/pkg/FR-2026-06-17/pdf/2026-12193.pdf,True
2026-12191,Notice of Public Meeting of the Alaska Advisory Committee to the U.S. Commission on Civil Rights,Notice,Announcement of business meetings.,2026-06-17,,,Civil Rights Commission,,https://www.federalregister.gov/documents/2026/06/17/2026-12191/notice-of-public-meeting-of-the-alaska-advisory-committee-to-the-us-commission-on-civil-rights,https://www.govinfo.gov/content/pkg/FR-2026-06-17/pdf/2026-12191.pdf,True
2026-12190,Priority Mail Express and Priority Mail Open and Distribute Parcel Mailings Discontinued,Rule,Final rule.,2026-06-17,2027-01-17,,Postal Service,,https://www.federalregister.gov/documents/2026/06/17/2026-12190/priority-mail-express-and-priority-mail-open-and-distribute-parcel-mailings-discontinued,https://www.govinfo.gov/content/pkg/FR-2026-06-17/pdf/2026-12190.pdf,True
2026-12189,Reducing Bureaucracy and Burden for Human Services and Emergency Response Programs-Repatriation Program,Rule,Final rule.,2026-06-17,2026-08-17,,Health and Human Services Department; Children and Families Administration,,https://www.federalregister.gov/documents/2026/06/17/2026-12189/reducing-bureaucracy-and-burden-for-human-services-and-emergency-response-programs-repatriation,https://www.govinfo.gov/content/pkg/FR-2026-06-17/pdf/2026-12189.pdf,True
2026-12188,Agency Information Collection Activities; Proposed eCollection eComments Requested; Revision of a Previously Approved Collection; Title-U.S. Department of Justice Self Reportable Activities,Notice,30-Day notice.,2026-06-17,,2026-07-17,Justice Department,OMB Number 1103-0119,https://www.federalregister.gov/documents/2026/06/17/2026-12188/agency-information-collection-activities-proposed-ecollection-ecomments-requested-revision-of-a,https://www.govinfo.gov/content/pkg/FR-2026-06-17/pdf/2026-12188.pdf,True
2026-12187,Notice of Information Collection and Request for Public Comment,Notice,Notice and request for public comment.,2026-06-17,,2026-08-17,Treasury Department; Community Development Financial Institutions Fund,,https://www.federalregister.gov/documents/2026/06/17/2026-12187/notice-of-information-collection-and-request-for-public-comment,https://www.govinfo.gov/content/pkg/FR-2026-06-17/pdf/2026-12187.pdf,True
2026-12186,Combined Notice of Filings,Notice,,2026-06-17,,,Energy Department; Federal Energy Regulatory Commission,,https://www.federalregister.gov/documents/2026/06/17/2026-12186/combined-notice-of-filings,https://www.govinfo.gov/content/pkg/FR-2026-06-17/pdf/2026-12186.pdf,True
2026-12185,Combined Notice of Filings #2,Notice,,2026-06-17,,,Energy Department; Federal Energy Regulatory Commission,,https://www.federalregister.gov/documents/2026/06/17/2026-12185/combined-notice-of-filings-2,https://www.govinfo.gov/content/pkg/FR-2026-06-17/pdf/2026-12185.pdf,True
2026-12184,Combined Notice of Filings #1,Notice,,2026-06-17,,,Energy Department; Federal Energy Regulatory Commission,,https://www.federalregister.gov/documents/2026/06/17/2026-12184/combined-notice-of-filings-1,https://www.govinfo.gov/content/pkg/FR-2026-06-17/pdf/2026-12184.pdf,True
2026-12183,"2025 Quarterly Listings; Fourth Quarter; Safety Zones, Security Zones, and Special Local Regulations",Rule,Notification of expired temporary rules issued.,2026-06-17,,,Homeland Security Department; Coast Guard,Docket Number USCG-2025-0245,https://www.federalregister.gov/documents/2026/06/17/2026-12183/2025-quarterly-listings-fourth-quarter-safety-zones-security-zones-and-special-local-regulations,https://www.govinfo.gov/content/pkg/FR-2026-06-17/pdf/2026-12183.pdf,True
2026-12182,"2025 Quarterly Listings; Third Quarter; Safety Zones, Security Zones, and Special Local Regulations",Rule,Notification of expired temporary rules issued.,2026-06-17,,,Homeland Security Department; Coast Guard,Docket Number USCG-2025-0245,https://www.federalregister.gov/documents/2026/06/17/2026-12182/2025-quarterly-listings-third-quarter-safety-zones-security-zones-and-special-local-regulations,https://www.govinfo.gov/content/pkg/FR-2026-06-17/pdf/2026-12182.pdf,True
2026-12180,"LNC Partners III-SBIC, L.P.; Notice Seeking Exemption Under Section 312 of the Small Business Investment Act, Conflicts of Interest",Notice,,2026-06-17,,,Small Business Administration,License No. 30002224,https://www.federalregister.gov/documents/2026/06/17/2026-12180/lnc-partners-iii-sbic-lp-notice-seeking-exemption-under-section-312-of-the-small-business-investment,https://www.govinfo.gov/content/pkg/FR-2026-06-17/pdf/2026-12180.pdf,True
