document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
2026-16125,Establishing the President's Military Spouse Commission,Presidential Document,,2026-08-06,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/08/06/2026-16125/establishing-the-presidents-military-spouse-commission,https://www.govinfo.gov/content/pkg/FR-2026-08-06/pdf/2026-16125.pdf,True
2026-16084,"Amendment of Class D and Class E Airspace; Morgantown, WV",Proposed Rule,Notice of proposed rulemaking (NPRM).,2026-08-06,,2026-09-21,Transportation Department; Federal Aviation Administration,Docket No. FAA-2024-2559; Airspace Docket No. 24-AEA-11,https://www.federalregister.gov/documents/2026/08/06/2026-16084/amendment-of-class-d-and-class-e-airspace-morgantown-wv,https://www.govinfo.gov/content/pkg/FR-2026-08-06/pdf/2026-16084.pdf,True
2026-16083,Partial Approval and Partial Disapproval of Air Quality State Implementation Plans; Arizona; Prevention of Significant Deterioration Infrastructure Requirements for the 2012 Fine Particulate Matter National Ambient Air Quality Standard,Proposed Rule,Proposed rule; withdrawal.,2026-08-06,2026-09-08,2024-06-13,Environmental Protection Agency,EPA-R09-OAR-2026-3797; FRL-13389-01-R9,https://www.federalregister.gov/documents/2026/08/06/2026-16083/partial-approval-and-partial-disapproval-of-air-quality-state-implementation-plans-arizona,https://www.govinfo.gov/content/pkg/FR-2026-08-06/pdf/2026-16083.pdf,True
2026-16082,Submission for OMB Review; Comment Request,Notice,,2026-08-06,,,Agriculture Department,,https://www.federalregister.gov/documents/2026/08/06/2026-16082/submission-for-omb-review-comment-request,https://www.govinfo.gov/content/pkg/FR-2026-08-06/pdf/2026-16082.pdf,True
2026-16081,"Announcement of the Intent To Award a Single-Source Cooperative Agreement to Burke Law Group, PLLC in Houston, Texas",Notice,Notice of intent to award a single-source cooperative agreement,2026-08-06,,,Health and Human Services Department; Children and Families Administration,,https://www.federalregister.gov/documents/2026/08/06/2026-16081/announcement-of-the-intent-to-award-a-single-source-cooperative-agreement-to-burke-law-group-pllc-in,https://www.govinfo.gov/content/pkg/FR-2026-08-06/pdf/2026-16081.pdf,True
2026-16080,Agency Information Collection Activities; Unitization,Notice,Notice of information collection; request for comment.,2026-08-06,,2026-10-05,Interior Department; Safety and Environmental Enforcement Bureau,Docket ID BSEE-2026-0166; EEEE500000-256E1700D2-ET1SF0000.EAQ000OMB Control Number 1014-0015,https://www.federalregister.gov/documents/2026/08/06/2026-16080/agency-information-collection-activities-unitization,https://www.govinfo.gov/content/pkg/FR-2026-08-06/pdf/2026-16080.pdf,True
2026-16078,DPAS Directive Allocation Order and Additional Requirements for Recoverable Critical Minerals and Materials,Rule,Temporary final rule; Request for comments.,2026-08-06,2026-08-27,,Commerce Department; Industry and Security Bureau,Docket No. 260804-0143,https://www.federalregister.gov/documents/2026/08/06/2026-16078/dpas-directive-allocation-order-and-additional-requirements-for-recoverable-critical-minerals-and,https://www.govinfo.gov/content/pkg/FR-2026-08-06/pdf/2026-16078.pdf,True
2026-16077,Pacific Halibut Fisheries of the West Coast; Inseason Action for the 2026 Area 2A Pacific Halibut Directed Commercial Fishery,Rule,Temporary rule; inseason adjustment.,2026-08-06,2026-08-18,,Commerce Department; National Oceanic and Atmospheric Administration,RTID 0648-XF926; Docket No. 260611-0141,https://www.federalregister.gov/documents/2026/08/06/2026-16077/pacific-halibut-fisheries-of-the-west-coast-inseason-action-for-the-2026-area-2a-pacific-halibut,https://www.govinfo.gov/content/pkg/FR-2026-08-06/pdf/2026-16077.pdf,True
2026-16076,"Cancellation Order for Certain Pesticide Registrations and/or Amendments To Terminate Uses (From February 19, 2026, Notice)",Notice,Notice.,2026-08-06,2026-08-06,,Environmental Protection Agency,EPA-HQ-OPP-2025-0029; FRL-13544-02-OCSPP,https://www.federalregister.gov/documents/2026/08/06/2026-16076/cancellation-order-for-certain-pesticide-registrations-andor-amendments-to-terminate-uses-from,https://www.govinfo.gov/content/pkg/FR-2026-08-06/pdf/2026-16076.pdf,True
2026-16074,Agency Information Collection Activities: Notice of Intent to Extend Collection 3038-0091: Disclosure and Retention of Certain Information Relating to Cleared Swaps Customer Collateral,Notice,Notice.,2026-08-06,,2026-10-05,Commodity Futures Trading Commission,,https://www.federalregister.gov/documents/2026/08/06/2026-16074/agency-information-collection-activities-notice-of-intent-to-extend-collection-3038-0091-disclosure,https://www.govinfo.gov/content/pkg/FR-2026-08-06/pdf/2026-16074.pdf,True
2026-16072,"Proposed Reinstatement of Terminated Oil and Gas Lease WYW179793, Wyoming",Notice,Notice.,2026-08-06,,,Interior Department; Land Management Bureau,"A2407-014-004-065516, #O2509-014-004-125222; LLWY920000. L57000000.FI0000. 17XL5017AR",https://www.federalregister.gov/documents/2026/08/06/2026-16072/proposed-reinstatement-of-terminated-oil-and-gas-lease-wyw179793-wyoming,https://www.govinfo.gov/content/pkg/FR-2026-08-06/pdf/2026-16072.pdf,True
2026-16071,Proposed Collection; 60-Day Comment Request: The Impact of Clinical Research Training and Medical Education at the Clinical Center on Physician Careers in Academia and Clinical Research (Clinical Center),Notice,Notice.,2026-08-06,2026-10-05,,Health and Human Services Department; National Institutes of Health,,https://www.federalregister.gov/documents/2026/08/06/2026-16071/proposed-collection-60-day-comment-request-the-impact-of-clinical-research-training-and-medical,https://www.govinfo.gov/content/pkg/FR-2026-08-06/pdf/2026-16071.pdf,True
2026-16070,Notice of Proposed Reinstatement of BLM New Mexico Terminated Oil and Gas Lease: NMNM142036,Notice,Notice of oil and gas lease reinstatement.,2026-08-06,,,Interior Department; Land Management Bureau,A2407-014-004-065516; #O2412-014-004-125222; LLNM922000,https://www.federalregister.gov/documents/2026/08/06/2026-16070/notice-of-proposed-reinstatement-of-blm-new-mexico-terminated-oil-and-gas-lease-nmnm142036,https://www.govinfo.gov/content/pkg/FR-2026-08-06/pdf/2026-16070.pdf,True
2026-16069,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Comment Request; Magnet Schools Assistance Program Annual Performance Report,Notice,Notice.,2026-08-06,,2026-09-08,Education Department,Docket No.: ED-2026-SCC-1849,https://www.federalregister.gov/documents/2026/08/06/2026-16069/agency-information-collection-activities-submission-to-the-office-of-management-and-budget-for,https://www.govinfo.gov/content/pkg/FR-2026-08-06/pdf/2026-16069.pdf,True
2026-16068,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Comment Request; Case Service Report (RSA-911),Notice,Notice.,2026-08-06,,2026-09-08,Education Department,Docket No.: ED-2026-SCC-1717,https://www.federalregister.gov/documents/2026/08/06/2026-16068/agency-information-collection-activities-submission-to-the-office-of-management-and-budget-for,https://www.govinfo.gov/content/pkg/FR-2026-08-06/pdf/2026-16068.pdf,True
2026-16067,"Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Comment Request; RSA-509, Annual Protection and Advocacy of Individual Rights Program Performance Report",Notice,Notice.,2026-08-06,,2026-09-08,Education Department,Docket No.: ED-2026-SCC-1882,https://www.federalregister.gov/documents/2026/08/06/2026-16067/agency-information-collection-activities-submission-to-the-office-of-management-and-budget-for,https://www.govinfo.gov/content/pkg/FR-2026-08-06/pdf/2026-16067.pdf,True
2026-16066,Investment Company Governance Technical Amendments,Rule,Final rule; technical amendments.,2026-08-06,2026-08-06,,Securities and Exchange Commission,Release No. IC-36282,https://www.federalregister.gov/documents/2026/08/06/2026-16066/investment-company-governance-technical-amendments,https://www.govinfo.gov/content/pkg/FR-2026-08-06/pdf/2026-16066.pdf,True
2026-16065,"Gulf South Pipeline Company, LLC; Notice of Request Under Blanket Authorization and Establishing Intervention and Protest Deadline",Notice,,2026-08-06,,,Energy Department; Federal Energy Regulatory Commission,Docket No. CP26-557-000,https://www.federalregister.gov/documents/2026/08/06/2026-16065/gulf-south-pipeline-company-llc-notice-of-request-under-blanket-authorization-and-establishing,https://www.govinfo.gov/content/pkg/FR-2026-08-06/pdf/2026-16065.pdf,True
2026-16064,Oglethorpe Power Corporation; Notice of Reasonable Period of Time for Water Quality Certification Application,Notice,,2026-08-06,,,Energy Department; Federal Energy Regulatory Commission,Project No. 2725-076,https://www.federalregister.gov/documents/2026/08/06/2026-16064/oglethorpe-power-corporation-notice-of-reasonable-period-of-time-for-water-quality-certification,https://www.govinfo.gov/content/pkg/FR-2026-08-06/pdf/2026-16064.pdf,True
2026-16063,"Kodiak Electric Association, Inc.; Notice of Intent To File License Application, Filing of Pre-Application Document (Pad), Commencement of Pre-Filing Process, and Scoping; Request for Comments on the Pad and Scoping Document, and Identification of Issues and Associated Study Requests",Notice,,2026-08-06,,,Energy Department; Federal Energy Regulatory Commission,Project No. 2743-112,https://www.federalregister.gov/documents/2026/08/06/2026-16063/kodiak-electric-association-inc-notice-of-intent-to-file-license-application-filing-of,https://www.govinfo.gov/content/pkg/FR-2026-08-06/pdf/2026-16063.pdf,True
2026-16062,Agency Information Collection Activities: Requests for Comments; Clearance of a Renewed Approval of Information Collection: Airport Grants Program,Notice,Notice and request for comments.,2026-08-06,,2026-10-05,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-1255,https://www.federalregister.gov/documents/2026/08/06/2026-16062/agency-information-collection-activities-requests-for-comments-clearance-of-a-renewed-approval-of,https://www.govinfo.gov/content/pkg/FR-2026-08-06/pdf/2026-16062.pdf,True
