document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
2026-15024,Continuation of the National Emergency With Respect to Mali,Presidential Document,,2026-07-23,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/07/23/2026-15024/continuation-of-the-national-emergency-with-respect-to-mali,https://www.govinfo.gov/content/pkg/FR-2026-07-23/pdf/2026-15024.pdf,True
2026-15003,Securing America's Defense Supply Chains and Ensuring Domestic Acquisition of Critical Materials,Presidential Document,,2026-07-23,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/07/23/2026-15003/securing-americas-defense-supply-chains-and-ensuring-domestic-acquisition-of-critical-materials,https://www.govinfo.gov/content/pkg/FR-2026-07-23/pdf/2026-15003.pdf,True
2026-14999,"Made in America Week, 2026",Presidential Document,,2026-07-23,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/07/23/2026-14999/made-in-america-week-2026,https://www.govinfo.gov/content/pkg/FR-2026-07-23/pdf/2026-14999.pdf,True
2026-14998,"Captive Nations Week, 2026",Presidential Document,,2026-07-23,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/07/23/2026-14998/captive-nations-week-2026,https://www.govinfo.gov/content/pkg/FR-2026-07-23/pdf/2026-14998.pdf,True
2026-14997,Imposing Additional Duties To Offset Canadian Discrimination Against the Commerce of the United States With Respect to Motor Vehicles,Presidential Document,,2026-07-23,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/07/23/2026-14997/imposing-additional-duties-to-offset-canadian-discrimination-against-the-commerce-of-the-united,https://www.govinfo.gov/content/pkg/FR-2026-07-23/pdf/2026-14997.pdf,True
2026-14992,Imposing Additional Duties To Offset Canadian Discrimination Against the Commerce of the United States With Respect to Dairy,Presidential Document,,2026-07-23,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/07/23/2026-14992/imposing-additional-duties-to-offset-canadian-discrimination-against-the-commerce-of-the-united,https://www.govinfo.gov/content/pkg/FR-2026-07-23/pdf/2026-14992.pdf,True
2026-14991,Imposing Additional Duties To Offset Canadian Discrimination Against the Commerce of the United States With Respect to Alcoholic Beverages,Presidential Document,,2026-07-23,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/07/23/2026-14991/imposing-additional-duties-to-offset-canadian-discrimination-against-the-commerce-of-the-united,https://www.govinfo.gov/content/pkg/FR-2026-07-23/pdf/2026-14991.pdf,True
2026-14990,Further Strengthening Actions Taken To Adjust Imports of Aluminum Into the United States,Presidential Document,,2026-07-23,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/07/23/2026-14990/further-strengthening-actions-taken-to-adjust-imports-of-aluminum-into-the-united-states,https://www.govinfo.gov/content/pkg/FR-2026-07-23/pdf/2026-14990.pdf,True
2026-14959,Implementation of the Administrative False Claims Act,Proposed Rule,Proposed rule.,2026-07-23,,2026-09-21,Export-Import Bank,Public Notice 2026-6060; Agency Docket Number EIB-2026-0133,https://www.federalregister.gov/documents/2026/07/23/2026-14959/implementation-of-the-administrative-false-claims-act,https://www.govinfo.gov/content/pkg/FR-2026-07-23/pdf/2026-14959.pdf,True
2026-14957,"Foreign-Trade Zone (FTZ) 72; Authorization of Production Activity; General Electric Company; (Commercial Aerospace Propulsion Parts and Engine Cores); Lafayette, Indiana",Notice,,2026-07-23,,,Commerce Department; Foreign-Trade Zones Board,B-14-2026,https://www.federalregister.gov/documents/2026/07/23/2026-14957/foreign-trade-zone-ftz-72-authorization-of-production-activity-general-electric-company-commercial,https://www.govinfo.gov/content/pkg/FR-2026-07-23/pdf/2026-14957.pdf,True
