document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
C1-2026-17324,Fee for Certain H-1B Petitions,Proposed Rule,,2026-09-10,,,Homeland Security Department,CIS No. 2861-26; DHS Docket No. USCIS-2026-0298,https://www.federalregister.gov/documents/2026/09/10/C1-2026-17324/fee-for-certain-h-1b-petitions,https://www.govinfo.gov/content/pkg/FR-2026-09-10/pdf/C1-2026-17324.pdf,True
2026-18589,Continuation of the National Emergency With Respect to Certain Terrorist Attacks,Presidential Document,,2026-09-10,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/09/10/2026-18589/continuation-of-the-national-emergency-with-respect-to-certain-terrorist-attacks,https://www.govinfo.gov/content/pkg/FR-2026-09-10/pdf/2026-18589.pdf,True
2026-18573,"Labor Day, 2026",Presidential Document,,2026-09-10,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/09/10/2026-18573/labor-day-2026,https://www.govinfo.gov/content/pkg/FR-2026-09-10/pdf/2026-18573.pdf,True
2026-18571,Supporting America's Ranchers,Presidential Document,,2026-09-10,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/09/10/2026-18571/supporting-americas-ranchers,https://www.govinfo.gov/content/pkg/FR-2026-09-10/pdf/2026-18571.pdf,True
2026-18567,Promoting Fair Competition in Livestock Markets and Expanding Market Access for American Meat Producers,Presidential Document,,2026-09-10,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/09/10/2026-18567/promoting-fair-competition-in-livestock-markets-and-expanding-market-access-for-american-meat,https://www.govinfo.gov/content/pkg/FR-2026-09-10/pdf/2026-18567.pdf,True
2026-18522,Airworthiness Directives; Bell Textron Canada Limited Helicopters,Proposed Rule,Notice of proposed rulemaking (NPRM).,2026-09-10,,2026-10-26,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-8796; Project Identifier AD-2026-00018-R,https://www.federalregister.gov/documents/2026/09/10/2026-18522/airworthiness-directives-bell-textron-canada-limited-helicopters,https://www.govinfo.gov/content/pkg/FR-2026-09-10/pdf/2026-18522.pdf,True
2026-18520,Airworthiness Directives; Dassault Aviation Airplanes,Proposed Rule,Notice of proposed rulemaking (NPRM).,2026-09-10,,2026-10-26,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-8801; Project Identifier MCAI-2025-01495-T,https://www.federalregister.gov/documents/2026/09/10/2026-18520/airworthiness-directives-dassault-aviation-airplanes,https://www.govinfo.gov/content/pkg/FR-2026-09-10/pdf/2026-18520.pdf,True
2026-18511,Notice of Funding Opportunity for the Agriculture Innovation Center Demonstration (AIC) Program 2026,Notice,Notice of funding opportunity.,2026-09-10,,,Agriculture Department; Rural Business-Cooperative Service,Docket No. RBS-26-BUSINESS-0463,https://www.federalregister.gov/documents/2026/09/10/2026-18511/notice-of-funding-opportunity-for-the-agriculture-innovation-center-demonstration-aic-program-2026,https://www.govinfo.gov/content/pkg/FR-2026-09-10/pdf/2026-18511.pdf,True
2026-18510,Renewal of Charter of Advisory Committee on Actuarial Examinations,Notice,Notice of renewal of Advisory Committee.,2026-09-10,,,Joint Board for Enrollment of Actuaries,,https://www.federalregister.gov/documents/2026/09/10/2026-18510/renewal-of-charter-of-advisory-committee-on-actuarial-examinations,https://www.govinfo.gov/content/pkg/FR-2026-09-10/pdf/2026-18510.pdf,True
2026-18509,Agency Information Collection Activities; Proposed Collection; Comment Request; Extension: Form CB-Tender Offer/Rights Offering Notification Form,Notice,,2026-09-10,,,Securities and Exchange Commission,OMB Control No. 3235-0518,https://www.federalregister.gov/documents/2026/09/10/2026-18509/agency-information-collection-activities-proposed-collection-comment-request-extension-form,https://www.govinfo.gov/content/pkg/FR-2026-09-10/pdf/2026-18509.pdf,True
2026-18508,Agency Information Collection Activities; Proposed Collection; Comment Request; Extension: Rule 425,Notice,,2026-09-10,,,Securities and Exchange Commission,OMB Control No. 3235-0521,https://www.federalregister.gov/documents/2026/09/10/2026-18508/agency-information-collection-activities-proposed-collection-comment-request-extension-rule-425,https://www.govinfo.gov/content/pkg/FR-2026-09-10/pdf/2026-18508.pdf,True
2026-18507,Prestressed Concrete Steel Wire Strand From Ukraine: Preliminary Results of Antidumping Duty Administrative Review; 2024-2025,Notice,,2026-09-10,,,Commerce Department; International Trade Administration,A-823-817,https://www.federalregister.gov/documents/2026/09/10/2026-18507/prestressed-concrete-steel-wire-strand-from-ukraine-preliminary-results-of-antidumping-duty,https://www.govinfo.gov/content/pkg/FR-2026-09-10/pdf/2026-18507.pdf,True
