document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
2026-15860,"Authorizing Cameron County, Texas, To Own, Operate, and Maintain the Brownsville and Matamoros Bridge in Brownsville, Texas",Presidential Document,,2026-08-04,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/08/04/2026-15860/authorizing-cameron-county-texas-to-own-operate-and-maintain-the-brownsville-and-matamoros-bridge-in,https://www.govinfo.gov/content/pkg/FR-2026-08-04/pdf/2026-15860.pdf,True
2026-15859,"Presidential Determination Pursuant to Section 101 of the Defense Production Act of 1950, as Amended, on Recoverable Critical Minerals and Materials",Presidential Document,,2026-08-04,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/08/04/2026-15859/presidential-determination-pursuant-to-section-101-of-the-defense-production-act-of-1950-as-amended,https://www.govinfo.gov/content/pkg/FR-2026-08-04/pdf/2026-15859.pdf,True
2026-15835,Accessible Lavatories on Single-Aisle Aircraft and Ensuring Safe Accommodations for Air Travelers With Disabilities Using Wheelchairs,Rule,Notification of enforcement discretion.,2026-08-04,,,Transportation Department; ,Docket No. DOT-OST-2021-0137 and DOT-OST-2022-0144,https://www.federalregister.gov/documents/2026/08/04/2026-15835/accessible-lavatories-on-single-aisle-aircraft-and-ensuring-safe-accommodations-for-air-travelers,https://www.govinfo.gov/content/pkg/FR-2026-08-04/pdf/2026-15835.pdf,True
2026-15833,Medicare Program; Hospital Inpatient Prospective Payment Systems for Acute Care Hospitals (IPPS) and the Long-Term Care Hospital Prospective Payment System and Policy Changes and Fiscal Year (FY) 2027 Rates; Requirements for Quality Programs; Other Policy Changes; and Adoption of Updated Versions of Certain Health Information Technology Standards,Rule,Final rule.,2026-08-04,2026-10-01,,Health and Human Services Department; Centers for Medicare & Medicaid Services; ,CMS-1849-F and CMS-0062-F,https://www.federalregister.gov/documents/2026/08/04/2026-15833/medicare-program-hospital-inpatient-prospective-payment-systems-for-acute-care-hospitals-ipps-and,https://www.govinfo.gov/content/pkg/FR-2026-08-04/pdf/2026-15833.pdf,True
2026-15825,Airworthiness Directives; Diamond Aircraft Industries Inc. Airplanes,Rule,Final rule.,2026-08-04,2026-09-08,,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-4636; Project Identifier MCAI-2026-00070-A; Amendment 39-23430; AD 2026-15-18,https://www.federalregister.gov/documents/2026/08/04/2026-15825/airworthiness-directives-diamond-aircraft-industries-inc-airplanes,https://www.govinfo.gov/content/pkg/FR-2026-08-04/pdf/2026-15825.pdf,True
2026-15824,Petition for Rulemaking of Matheus Garcia Pereira,Proposed Rule,Receipt of petition; request for comment.,2026-08-04,,2026-09-03,Federal Trade Commission,File No. R607005,https://www.federalregister.gov/documents/2026/08/04/2026-15824/petition-for-rulemaking-of-matheus-garcia-pereira,https://www.govinfo.gov/content/pkg/FR-2026-08-04/pdf/2026-15824.pdf,True
2026-15823,Hazardous Materials: Reducing Burdens on Domestic Companies Using Battery-Powered Equipment in Trades,Rule,Final rule.,2026-08-04,2026-09-03,,Transportation Department; Pipeline and Hazardous Materials Safety Administration,Docket No. PHMSA-2025-0091 (HM-268C),https://www.federalregister.gov/documents/2026/08/04/2026-15823/hazardous-materials-reducing-burdens-on-domestic-companies-using-battery-powered-equipment-in-trades,https://www.govinfo.gov/content/pkg/FR-2026-08-04/pdf/2026-15823.pdf,True
2026-15821,Sunshine Act Meetings,Notice,,2026-08-04,,,Nuclear Regulatory Commission,NRC-2026-0001,https://www.federalregister.gov/documents/2026/08/04/2026-15821/sunshine-act-meetings,https://www.govinfo.gov/content/pkg/FR-2026-08-04/pdf/2026-15821.pdf,True
2026-15820,Hazardous Materials: Adoption of Department of Transportation Special Permit 21478,Rule,Final rule.,2026-08-04,2026-09-03,,Transportation Department; Pipeline and Hazardous Materials Safety Administration,Docket No. PHMSA-2025-0104 (HM-268P),https://www.federalregister.gov/documents/2026/08/04/2026-15820/hazardous-materials-adoption-of-department-of-transportation-special-permit-21478,https://www.govinfo.gov/content/pkg/FR-2026-08-04/pdf/2026-15820.pdf,True
2026-15819,Hazardous Materials: Adoption of Department of Transportation Special Permit 14175,Rule,Final rule.,2026-08-04,2026-09-03,,Transportation Department; Pipeline and Hazardous Materials Safety Administration,Docket No. PHMSA-2025-0103 (HM-268O),https://www.federalregister.gov/documents/2026/08/04/2026-15819/hazardous-materials-adoption-of-department-of-transportation-special-permit-14175,https://www.govinfo.gov/content/pkg/FR-2026-08-04/pdf/2026-15819.pdf,True
2026-15818,Hazardous Materials: Adoption of Department of Transportation Special Permit 21379,Rule,Final rule.,2026-08-04,2026-09-03,,Transportation Department; Pipeline and Hazardous Materials Safety Administration,Docket No. PHMSA-2025-0102 (HM-268N),https://www.federalregister.gov/documents/2026/08/04/2026-15818/hazardous-materials-adoption-of-department-of-transportation-special-permit-21379,https://www.govinfo.gov/content/pkg/FR-2026-08-04/pdf/2026-15818.pdf,True
2026-15817,Hazardous Materials: Adoption of Department of Transportation Special Permit 21287,Rule,Final rule.,2026-08-04,2026-08-19,,Transportation Department; Pipeline and Hazardous Materials Safety Administration,Docket No. PHMSA-2025-0101 (HM-268M),https://www.federalregister.gov/documents/2026/08/04/2026-15817/hazardous-materials-adoption-of-department-of-transportation-special-permit-21287,https://www.govinfo.gov/content/pkg/FR-2026-08-04/pdf/2026-15817.pdf,True
2026-15816,Hazardous Materials: Adoption of Department of Transportation Special Permits 12412 and 11646 Into the Hazardous Materials Regulations,Rule,Final rule.,2026-08-04,2026-09-03,,Transportation Department; Pipeline and Hazardous Materials Safety Administration,Docket No. PHMSA-2025-0100 (HM-268L),https://www.federalregister.gov/documents/2026/08/04/2026-15816/hazardous-materials-adoption-of-department-of-transportation-special-permits-12412-and-11646-into,https://www.govinfo.gov/content/pkg/FR-2026-08-04/pdf/2026-15816.pdf,True
2026-15815,Hazardous Materials: Removing Burdensome Rail Reporting Requirements,Rule,Final rule.,2026-08-04,2026-09-03,,Transportation Department; Pipeline and Hazardous Materials Safety Administration,Docket No. PHMSA-2025-0099 (HM-268K),https://www.federalregister.gov/documents/2026/08/04/2026-15815/hazardous-materials-removing-burdensome-rail-reporting-requirements,https://www.govinfo.gov/content/pkg/FR-2026-08-04/pdf/2026-15815.pdf,True
2026-15814,Hazardous Materials: Reduce Training Burdens for America's Farmers,Rule,Final rule.,2026-08-04,2026-09-03,,Transportation Department; Pipeline and Hazardous Materials Safety Administration,Docket No. PHMSA-2025-0098 (HM-268J),https://www.federalregister.gov/documents/2026/08/04/2026-15814/hazardous-materials-reduce-training-burdens-for-americas-farmers,https://www.govinfo.gov/content/pkg/FR-2026-08-04/pdf/2026-15814.pdf,True
2026-15813,Hazardous Materials: Reducing Recordkeeping Requirements for Domestic Carriers,Rule,Final rule.,2026-08-04,2026-09-03,,Transportation Department; Pipeline and Hazardous Materials Safety Administration,Docket No. PHMSA-2025-0097 (HM-268I),https://www.federalregister.gov/documents/2026/08/04/2026-15813/hazardous-materials-reducing-recordkeeping-requirements-for-domestic-carriers,https://www.govinfo.gov/content/pkg/FR-2026-08-04/pdf/2026-15813.pdf,True
2026-15812,Hazardous Materials: Modernizing Payments To and From America's Bank Account,Rule,Final rule.,2026-08-04,2026-09-03,,Transportation Department; Pipeline and Hazardous Materials Safety Administration,Docket No. PHMSA-2025-0096 (HM-268H),https://www.federalregister.gov/documents/2026/08/04/2026-15812/hazardous-materials-modernizing-payments-to-and-from-americas-bank-account,https://www.govinfo.gov/content/pkg/FR-2026-08-04/pdf/2026-15812.pdf,True
2026-15811,Hazardous Materials: Improving Efficiencies for Special Permits and Approvals Renewals,Rule,Final rule.,2026-08-04,2026-09-03,,Transportation Department; Pipeline and Hazardous Materials Safety Administration,Docket No. PHMSA-2025-0095 (HM-268G),https://www.federalregister.gov/documents/2026/08/04/2026-15811/hazardous-materials-improving-efficiencies-for-special-permits-and-approvals-renewals,https://www.govinfo.gov/content/pkg/FR-2026-08-04/pdf/2026-15811.pdf,True
