document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
C1-2026-09289,Signatures on Immigration Benefit Requests,Rule,,2026-06-30,,,Homeland Security Department,CIS No. 2855-26; Docket No. USCIS-2026-0166,https://www.federalregister.gov/documents/2026/06/30/C1-2026-09289/signatures-on-immigration-benefit-requests,https://www.govinfo.gov/content/pkg/FR-2026-06-30/pdf/C1-2026-09289.pdf,True
2026-13254,Advancing Regenerative Agriculture and Strengthening American Farm Resilience,Presidential Document,,2026-06-30,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/06/30/2026-13254/advancing-regenerative-agriculture-and-strengthening-american-farm-resilience,https://www.govinfo.gov/content/pkg/FR-2026-06-30/pdf/2026-13254.pdf,True
2026-13218,Airworthiness Directives; The Boeing Company Airplanes,Rule,Final rule; request for comments.,2026-06-30,2026-07-01,2026-08-14,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-7207; Project Identifier AD-2026-00556-T; Amendment 39-23399; AD 2026-13-16,https://www.federalregister.gov/documents/2026/06/30/2026-13218/airworthiness-directives-the-boeing-company-airplanes,https://www.govinfo.gov/content/pkg/FR-2026-06-30/pdf/2026-13218.pdf,True
2026-13217,Airworthiness Directives; The Boeing Company Airplanes,Rule,Final rule; request for comments.,2026-06-30,2026-07-01,2026-06-14,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-7203; Project Identifier AD-2026-00547-T; Amendment 39-23394; AD 2026-13-11,https://www.federalregister.gov/documents/2026/06/30/2026-13217/airworthiness-directives-the-boeing-company-airplanes,https://www.govinfo.gov/content/pkg/FR-2026-06-30/pdf/2026-13217.pdf,True
2026-13216,Airworthiness Directives; The Boeing Company Airplanes,Rule,Final rule; request for comments.,2026-06-30,2026-07-01,2026-06-14,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-7202; Project Identifier AD-2026-00546-T; Amendment 39-23393; AD 2026-13-10,https://www.federalregister.gov/documents/2026/06/30/2026-13216/airworthiness-directives-the-boeing-company-airplanes,https://www.govinfo.gov/content/pkg/FR-2026-06-30/pdf/2026-13216.pdf,True
2026-13211,Radar Data Pilot Program,Notice,Notice of Radar Data Pilot Program (RDPP) Solicitation of Participants.,2026-06-30,,,Transportation Department; Federal Aviation Administration,Docket No. FAA-2025-1544,https://www.federalregister.gov/documents/2026/06/30/2026-13211/radar-data-pilot-program,https://www.govinfo.gov/content/pkg/FR-2026-06-30/pdf/2026-13211.pdf,True
2026-13210,Notice of Petition for Extension of Waiver of Compliance,Notice,Notice.,2026-06-30,,2026-08-31,Transportation Department; Federal Railroad Administration,Docket Number FRA-2011-0071,https://www.federalregister.gov/documents/2026/06/30/2026-13210/notice-of-petition-for-extension-of-waiver-of-compliance,https://www.govinfo.gov/content/pkg/FR-2026-06-30/pdf/2026-13210.pdf,True
2026-13209,Notice of Petition for Extension of Waiver of Compliance,Notice,Notice.,2026-06-30,,2026-08-31,Transportation Department; Federal Railroad Administration,Docket Number FRA-2009-0120,https://www.federalregister.gov/documents/2026/06/30/2026-13209/notice-of-petition-for-extension-of-waiver-of-compliance,https://www.govinfo.gov/content/pkg/FR-2026-06-30/pdf/2026-13209.pdf,True
2026-13208,Airworthiness Directives; The Boeing Company Airplanes,Rule,Final rule; request for comments.,2026-06-30,2026-07-01,2026-08-14,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-7208; Project Identifier AD-2026-00557-T; Amendment 39-23400; AD 2026-13-17,https://www.federalregister.gov/documents/2026/06/30/2026-13208/airworthiness-directives-the-boeing-company-airplanes,https://www.govinfo.gov/content/pkg/FR-2026-06-30/pdf/2026-13208.pdf,True
2026-13207,Airworthiness Directives; The Boeing Company Airplanes,Rule,Final rule; request for comments.,2026-06-30,2026-07-01,2026-08-14,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-7205; Project Identifier AD-2026-00549-T; Amendment 39-23397; AD 2026-13-14,https://www.federalregister.gov/documents/2026/06/30/2026-13207/airworthiness-directives-the-boeing-company-airplanes,https://www.govinfo.gov/content/pkg/FR-2026-06-30/pdf/2026-13207.pdf,True
