document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
2026-16858,Sunshine Act Meetings,Notice,,2026-08-18,,,Tennessee Valley Authority,,https://www.federalregister.gov/documents/2026/08/18/2026-16858/sunshine-act-meetings,https://www.govinfo.gov/content/pkg/FR-2026-08-18/pdf/2026-16858.pdf,True
2026-16846,Establishing the National Fraud Enforcement Division,Rule,Final rule.,2026-08-18,2026-08-24,,Justice Department; ,Docket No. OAG207; AG Order No. 7108-2026,https://www.federalregister.gov/documents/2026/08/18/2026-16846/establishing-the-national-fraud-enforcement-division,https://www.govinfo.gov/content/pkg/FR-2026-08-18/pdf/2026-16846.pdf,True
2026-16845,"Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Comment Request; EIB 10-04, Notice of Claim and Proof of Loss, Working Capital Guarantee",Notice,Submission for OMB review and comments request.,2026-08-18,,2026-10-19,Export-Import Bank,Public Notice: EIB-2026-0232,https://www.federalregister.gov/documents/2026/08/18/2026-16845/agency-information-collection-activities-submission-to-the-office-of-management-and-budget-for,https://www.govinfo.gov/content/pkg/FR-2026-08-18/pdf/2026-16845.pdf,True
2026-16844,Notice of Request for Revision to and Extension of Approval of an Information Collection; Animal Care; Standards for Birds Not Bred for Use in Research Under the Animal Welfare Act,Notice,Revision to and extension of approval of an information collection; comment request.,2026-08-18,,2026-10-19,Agriculture Department; Animal and Plant Health Inspection Service,Docket No. APHIS-2026-1354,https://www.federalregister.gov/documents/2026/08/18/2026-16844/notice-of-request-for-revision-to-and-extension-of-approval-of-an-information-collection-animal-care,https://www.govinfo.gov/content/pkg/FR-2026-08-18/pdf/2026-16844.pdf,True
2026-16843,Notice of Agreements Filed,Notice,,2026-08-18,,,Federal Maritime Commission,,https://www.federalregister.gov/documents/2026/08/18/2026-16843/notice-of-agreements-filed,https://www.govinfo.gov/content/pkg/FR-2026-08-18/pdf/2026-16843.pdf,True
2026-16842,Title: Notice of Public Meeting in Preparation for the International Maritime Organization's CCC 12,Notice,,2026-08-18,,,State Department,Public Notice 13102,https://www.federalregister.gov/documents/2026/08/18/2026-16842/title-notice-of-public-meeting-in-preparation-for-the-international-maritime-organizations-ccc-12,https://www.govinfo.gov/content/pkg/FR-2026-08-18/pdf/2026-16842.pdf,True
2026-16841,Request for Comments and Notice of Public Hearing Concerning China's Compliance With WTO Commitments,Notice,Request for comments and notice of public hearing.,2026-08-18,,,"Trade Representative, Office of United States",Docket Number USTR-2026-0496,https://www.federalregister.gov/documents/2026/08/18/2026-16841/request-for-comments-and-notice-of-public-hearing-concerning-chinas-compliance-with-wto-commitments,https://www.govinfo.gov/content/pkg/FR-2026-08-18/pdf/2026-16841.pdf,True
2026-16840,Notice of Availability of Outer Continental Shelf Official Protraction Diagrams,Notice,Notice of availability.,2026-08-18,,,Interior Department; Ocean Energy Management Bureau,Docket No. BOEM-2026-0793,https://www.federalregister.gov/documents/2026/08/18/2026-16840/notice-of-availability-of-outer-continental-shelf-official-protraction-diagrams,https://www.govinfo.gov/content/pkg/FR-2026-08-18/pdf/2026-16840.pdf,True
2026-16839,Notice of Availability of the Proposed Leasing Notice for the Commonwealth of the Northern Mariana Islands Outer Continental Shelf Pacific Mineral Lease Sale 2 (PACM-2),Notice,Notice of availability.,2026-08-18,,,Interior Department; Ocean Energy Management Bureau,Docket No. BOEM-2026-0793,https://www.federalregister.gov/documents/2026/08/18/2026-16839/notice-of-availability-of-the-proposed-leasing-notice-for-the-commonwealth-of-the-northern-mariana,https://www.govinfo.gov/content/pkg/FR-2026-08-18/pdf/2026-16839.pdf,True
2026-16838,"Nominations to the Federal Insecticide, Fungicide, and Rodenticide Act Scientific Advisory Panel (FIFRA SAP); Request for Comments",Notice,Notice.,2026-08-18,,2026-09-08,Environmental Protection Agency,EPA-HQ-OPP-2026-5679; FRL-13538-01-OCSPP,https://www.federalregister.gov/documents/2026/08/18/2026-16838/nominations-to-the-federal-insecticide-fungicide-and-rodenticide-act-scientific-advisory-panel-fifra,https://www.govinfo.gov/content/pkg/FR-2026-08-18/pdf/2026-16838.pdf,True
