document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
2026-15151,Sunshine Act Meetings,Notice,,2026-07-27,,,Unified Carrier Registration Plan,,https://www.federalregister.gov/documents/2026/07/27/2026-15151/sunshine-act-meetings,https://www.govinfo.gov/content/pkg/FR-2026-07-27/pdf/2026-15151.pdf,True
2026-15146,Privacy Act of 1974; Matching Program,Notice,Notice of a new matching program.,2026-07-27,,2026-08-21,Health and Human Services Department; Children and Families Administration,,https://www.federalregister.gov/documents/2026/07/27/2026-15146/privacy-act-of-1974-matching-program,https://www.govinfo.gov/content/pkg/FR-2026-07-27/pdf/2026-15146.pdf,True
2026-15145,"Modernizing Reactor Licensing, Safety Oversight, and Siting Practices; Correction",Proposed Rule,Proposed rule and guidance; request for comment; correction.,2026-07-27,2026-07-27,,Nuclear Regulatory Commission,NRC-2025-0975,https://www.federalregister.gov/documents/2026/07/27/2026-15145/modernizing-reactor-licensing-safety-oversight-and-siting-practices-correction,https://www.govinfo.gov/content/pkg/FR-2026-07-27/pdf/2026-15145.pdf,True
2026-15144,Agency Information Collection Activities; Proposed Collection; Comment Request; Extension: Rule 15c1-6,Notice,,2026-07-27,,,Securities and Exchange Commission,OMB Control No. 3235-0472,https://www.federalregister.gov/documents/2026/07/27/2026-15144/agency-information-collection-activities-proposed-collection-comment-request-extension-rule-15c1-6,https://www.govinfo.gov/content/pkg/FR-2026-07-27/pdf/2026-15144.pdf,True
2026-15143,Agency Information Collection Activities; Proposed Collection; Comment Request; Extension: Rule 13f-2-Short Position and Short Activity Reporting by Institutional Investment Managers,Notice,,2026-07-27,,,Securities and Exchange Commission,OMB Control No. 3235-0804,https://www.federalregister.gov/documents/2026/07/27/2026-15143/agency-information-collection-activities-proposed-collection-comment-request-extension-rule,https://www.govinfo.gov/content/pkg/FR-2026-07-27/pdf/2026-15143.pdf,True
2026-15142,Agency Information Collection Activities; Comment Request; Information Collections: Employee Polygraph Protection Act,Notice,Notice.,2026-07-27,,2026-09-25,Labor Department; Wage and Hour Division,,https://www.federalregister.gov/documents/2026/07/27/2026-15142/agency-information-collection-activities-comment-request-information-collections-employee-polygraph,https://www.govinfo.gov/content/pkg/FR-2026-07-27/pdf/2026-15142.pdf,True
2026-15141,Proposed Extension of Information Collection: Safety Program for Surface Mobile Equipment,Notice,Request for public comments.,2026-07-27,,2026-09-25,Labor Department; Mine Safety and Health Administration,OMB Control No. 1219-0155,https://www.federalregister.gov/documents/2026/07/27/2026-15141/proposed-extension-of-information-collection-safety-program-for-surface-mobile-equipment,https://www.govinfo.gov/content/pkg/FR-2026-07-27/pdf/2026-15141.pdf,True
2026-15140,Proposed Extension of Information Collection: Sealing of Abandoned Areas,Notice,Request for public comments.,2026-07-27,,2026-09-25,Labor Department; Mine Safety and Health Administration,OMB Control No. 1219-0142,https://www.federalregister.gov/documents/2026/07/27/2026-15140/proposed-extension-of-information-collection-sealing-of-abandoned-areas,https://www.govinfo.gov/content/pkg/FR-2026-07-27/pdf/2026-15140.pdf,True
2026-15139,Proposed Extension of Information Collection: Safety Standards for Underground Coal Mine Ventilation-Belt Entry Used as an Intake Air Course To Ventilate Working Sections and Areas Where Mechanized Mining Equipment Is Being Installed or Removed,Notice,Request for public comments.,2026-07-27,,2026-09-25,Labor Department; Mine Safety and Health Administration,OMB Control No. 1219-0138,https://www.federalregister.gov/documents/2026/07/27/2026-15139/proposed-extension-of-information-collection-safety-standards-for-underground-coal-mine,https://www.govinfo.gov/content/pkg/FR-2026-07-27/pdf/2026-15139.pdf,True
2026-15138,Proposed Extension of Information Collection: Hazard Communication (HazCom)-30 CFR Part 47,Notice,Request for public comments.,2026-07-27,,2026-09-25,Labor Department; Mine Safety and Health Administration,OMB Control No. 1219-0133,https://www.federalregister.gov/documents/2026/07/27/2026-15138/proposed-extension-of-information-collection-hazard-communication-hazcom-30-cfr-part-47,https://www.govinfo.gov/content/pkg/FR-2026-07-27/pdf/2026-15138.pdf,True
2026-15137,Proposed Extension of Information Collection: Examinations and Testing of Electric Equipment,Notice,Request for public comments.,2026-07-27,,2026-09-25,Labor Department; Mine Safety and Health Administration,OMB Control No. 1219-0116,https://www.federalregister.gov/documents/2026/07/27/2026-15137/proposed-extension-of-information-collection-examinations-and-testing-of-electric-equipment,https://www.govinfo.gov/content/pkg/FR-2026-07-27/pdf/2026-15137.pdf,True
2026-15136,Proposed Extension of Information Collection: Rock Burst Control Plan (Pertains to Underground Metal/Nonmetal Mines),Notice,Request for public comments.,2026-07-27,,2026-09-25,Labor Department; Mine Safety and Health Administration,OMB Control No. 1219-0097,https://www.federalregister.gov/documents/2026/07/27/2026-15136/proposed-extension-of-information-collection-rock-burst-control-plan-pertains-to-underground,https://www.govinfo.gov/content/pkg/FR-2026-07-27/pdf/2026-15136.pdf,True
2026-15135,"Proposed Extension of Information Collection: Safety Defects; Examination, Correction, and Records",Notice,Request for public comments.,2026-07-27,,2026-09-25,Labor Department; Mine Safety and Health Administration,OMB Control No. 1219-0089,https://www.federalregister.gov/documents/2026/07/27/2026-15135/proposed-extension-of-information-collection-safety-defects-examination-correction-and-records,https://www.govinfo.gov/content/pkg/FR-2026-07-27/pdf/2026-15135.pdf,True
2026-15134,Proposed Extension of Information Collection: Hoist Operators' Physical Fitness,Notice,Request for public comments.,2026-07-27,,2026-09-25,Labor Department; Mine Safety and Health Administration,OMB Control No. 1219-0049,https://www.federalregister.gov/documents/2026/07/27/2026-15134/proposed-extension-of-information-collection-hoist-operators-physical-fitness,https://www.govinfo.gov/content/pkg/FR-2026-07-27/pdf/2026-15134.pdf,True
2026-15133,Proposed Extension of Information Collection: Escape and Evacuation Plans,Notice,Request for public comments.,2026-07-27,,2026-09-25,Labor Department; Mine Safety and Health Administration,OMB Control No. 1219-0046,https://www.federalregister.gov/documents/2026/07/27/2026-15133/proposed-extension-of-information-collection-escape-and-evacuation-plans,https://www.govinfo.gov/content/pkg/FR-2026-07-27/pdf/2026-15133.pdf,True
2026-15132,"Proposed Extension of Information Collection: Mine Accident, Injury and Illness Report and Quarterly Mine Employment and Coal Production Report",Notice,Request for public comments.,2026-07-27,,2026-09-25,Labor Department; Mine Safety and Health Administration,OMB Control No. 1219-0007,https://www.federalregister.gov/documents/2026/07/27/2026-15132/proposed-extension-of-information-collection-mine-accident-injury-and-illness-report-and-quarterly,https://www.govinfo.gov/content/pkg/FR-2026-07-27/pdf/2026-15132.pdf,True
