document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
2026-16748,Continuation of the National Emergency With Respect to Export Control Regulations,Presidential Document,,2026-08-14,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/08/14/2026-16748/continuation-of-the-national-emergency-with-respect-to-export-control-regulations,https://www.govinfo.gov/content/pkg/FR-2026-08-14/pdf/2026-16748.pdf,True
2026-16730,Delivering Gold Standard Childhood Vaccine Recommendations for Americans,Presidential Document,,2026-08-14,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/08/14/2026-16730/delivering-gold-standard-childhood-vaccine-recommendations-for-americans,https://www.govinfo.gov/content/pkg/FR-2026-08-14/pdf/2026-16730.pdf,True
2026-16687,Differential Pay for Prescribed Wildland Fire Activities,Rule,Final rule.,2026-08-14,2026-09-14,,Personnel Management Office,Docket ID: OPM-2026-0199,https://www.federalregister.gov/documents/2026/08/14/2026-16687/differential-pay-for-prescribed-wildland-fire-activities,https://www.govinfo.gov/content/pkg/FR-2026-08-14/pdf/2026-16687.pdf,True
2026-16686,Sunshine Act Meetings,Notice,,2026-08-14,,,Nuclear Regulatory Commission,NRC-2026-0001,https://www.federalregister.gov/documents/2026/08/14/2026-16686/sunshine-act-meetings,https://www.govinfo.gov/content/pkg/FR-2026-08-14/pdf/2026-16686.pdf,True
2026-16681,Submission for OMB Review; Prohibition on Contracting With Entities Using Certain Telecommunications and Video Surveillance Services or Equipment,Notice,Notice.,2026-08-14,,2026-09-14,Management and Budget Office; Federal Procurement Policy Office; Defense Department; General Services Administration; National Aeronautics and Space Administration,OMB Control No. 9000-0199; Docket No. 2026-0103; Sequence No. 1,https://www.federalregister.gov/documents/2026/08/14/2026-16681/submission-for-omb-review-prohibition-on-contracting-with-entities-using-certain-telecommunications,https://www.govinfo.gov/content/pkg/FR-2026-08-14/pdf/2026-16681.pdf,True
2026-16680,Submission for OMB Review; Privacy Training,Notice,Notice.,2026-08-14,,2026-09-14,Management and Budget Office; Federal Procurement Policy Office; Defense Department; General Services Administration; National Aeronautics and Space Administration,OMB Control No. 9000-0182; Docket No. 2026-0167; Sequence No. 1,https://www.federalregister.gov/documents/2026/08/14/2026-16680/submission-for-omb-review-privacy-training,https://www.govinfo.gov/content/pkg/FR-2026-08-14/pdf/2026-16680.pdf,True
2026-16679,Submission for OMB Review; Architect-Engineer Qualifications (SF-330),Notice,Notice.,2026-08-14,,2026-09-14,Management and Budget Office; Federal Procurement Policy Office; Defense Department; General Services Administration; National Aeronautics and Space Administration,OMB Control No. 9000-0157; Docket No. 2026-0168; Sequence No. 1,https://www.federalregister.gov/documents/2026/08/14/2026-16679/submission-for-omb-review-architect-engineer-qualifications-sf-330,https://www.govinfo.gov/content/pkg/FR-2026-08-14/pdf/2026-16679.pdf,True
2026-16678,Submission for OMB Review; Contract Financing,Notice,Notice.,2026-08-14,,2026-09-14,Management and Budget Office; Federal Procurement Policy Office; Defense Department; General Services Administration; National Aeronautics and Space Administration,OMB Control No. 9000-0138; Docket No. 2026-0100; Sequence No. 1,https://www.federalregister.gov/documents/2026/08/14/2026-16678/submission-for-omb-review-contract-financing,https://www.govinfo.gov/content/pkg/FR-2026-08-14/pdf/2026-16678.pdf,True
2026-16677,Submission for OMB Review; Prospective Subcontractor Requests for Bonds,Notice,Notice.,2026-08-14,,2026-09-14,Management and Budget Office; Federal Procurement Policy Office; Defense Department; General Services Administration; National Aeronautics and Space Administration,OMB Control No. 9000-0135; Docket No. 2026-0102; Sequence No. 1,https://www.federalregister.gov/documents/2026/08/14/2026-16677/submission-for-omb-review-prospective-subcontractor-requests-for-bonds,https://www.govinfo.gov/content/pkg/FR-2026-08-14/pdf/2026-16677.pdf,True
2026-16676,Notice of Lodging of Proposed Consent Decree Under the Safe Drinking Water Act,Notice,,2026-08-14,,,Justice Department,,https://www.federalregister.gov/documents/2026/08/14/2026-16676/notice-of-lodging-of-proposed-consent-decree-under-the-safe-drinking-water-act,https://www.govinfo.gov/content/pkg/FR-2026-08-14/pdf/2026-16676.pdf,True
2026-16675,National Institute on Alcohol Abuse and Alcoholism; Notice of Partially Closed Meeting,Notice,,2026-08-14,,,Health and Human Services Department; National Institutes of Health,,https://www.federalregister.gov/documents/2026/08/14/2026-16675/national-institute-on-alcohol-abuse-and-alcoholism-notice-of-partially-closed-meeting,https://www.govinfo.gov/content/pkg/FR-2026-08-14/pdf/2026-16675.pdf,True
2026-16674,Notice of Public Meeting of the Alabama Advisory Committee to the U.S. Commission on Civil Rights,Notice,Notice of public meeting.,2026-08-14,,,Civil Rights Commission,,https://www.federalregister.gov/documents/2026/08/14/2026-16674/notice-of-public-meeting-of-the-alabama-advisory-committee-to-the-us-commission-on-civil-rights,https://www.govinfo.gov/content/pkg/FR-2026-08-14/pdf/2026-16674.pdf,True
2026-16673,Large Diameter Welded Pipe from Greece: Preliminary Results of Antidumping Duty Administrative Review; 2024-2025,Notice,,2026-08-14,,,Commerce Department; International Trade Administration,A-484-803,https://www.federalregister.gov/documents/2026/08/14/2026-16673/large-diameter-welded-pipe-from-greece-preliminary-results-of-antidumping-duty-administrative-review,https://www.govinfo.gov/content/pkg/FR-2026-08-14/pdf/2026-16673.pdf,True
2026-16672,"Airworthiness Directives; Air Tractor, Inc. Airplanes",Rule,Final rule; request for comments.,2026-08-14,2026-08-31,2026-09-28,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-7236; Project Identifier AD-2026-00543-A; Amendment 39-23442; AD 2026-16-12,https://www.federalregister.gov/documents/2026/08/14/2026-16672/airworthiness-directives-air-tractor-inc-airplanes,https://www.govinfo.gov/content/pkg/FR-2026-08-14/pdf/2026-16672.pdf,True
2026-16671,Proposed Establishment of the Rancho Santa Fe Viticultural Area,Proposed Rule,Notice of proposed rulemaking.,2026-08-14,,2026-10-13,Treasury Department; Alcohol and Tobacco Tax and Trade Bureau,Docket No. TTB-2026-0006; Notice No. 244,https://www.federalregister.gov/documents/2026/08/14/2026-16671/proposed-establishment-of-the-rancho-santa-fe-viticultural-area,https://www.govinfo.gov/content/pkg/FR-2026-08-14/pdf/2026-16671.pdf,True
2026-16670,Proposed Establishment of the Llano Uplift and Hickory Sands District Viticultural Areas,Proposed Rule,Notice of proposed rulemaking.,2026-08-14,,2026-10-13,Treasury Department; Alcohol and Tobacco Tax and Trade Bureau,Docket No. TTB-2026-0005; Notice No. 243,https://www.federalregister.gov/documents/2026/08/14/2026-16670/proposed-establishment-of-the-llano-uplift-and-hickory-sands-district-viticultural-areas,https://www.govinfo.gov/content/pkg/FR-2026-08-14/pdf/2026-16670.pdf,True
2026-16669,Proposed Establishment of the Mill Creek-Walla Walla Valley Viticultural Area,Proposed Rule,Notice of proposed rulemaking.,2026-08-14,,2026-10-13,Treasury Department; Alcohol and Tobacco Tax and Trade Bureau,Docket No. TTB-2026-0004; Notice No. 242,https://www.federalregister.gov/documents/2026/08/14/2026-16669/proposed-establishment-of-the-mill-creek-walla-walla-valley-viticultural-area,https://www.govinfo.gov/content/pkg/FR-2026-08-14/pdf/2026-16669.pdf,True
2026-16668,Proposed Establishment of the Kaw Valley Viticultural Area,Proposed Rule,Notice of proposed rulemaking.,2026-08-14,,2026-10-13,Treasury Department; Alcohol and Tobacco Tax and Trade Bureau,Docket No. TTB-2026-0003; Notice No. 241,https://www.federalregister.gov/documents/2026/08/14/2026-16668/proposed-establishment-of-the-kaw-valley-viticultural-area,https://www.govinfo.gov/content/pkg/FR-2026-08-14/pdf/2026-16668.pdf,True
