document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
2026-17986,Privacy Act of 1974; System of Records,Notice,Notice of new system of records; response to comments.,2026-09-01,,,Postal Service,,https://www.federalregister.gov/documents/2026/09/01/2026-17986/privacy-act-of-1974-system-of-records,https://www.govinfo.gov/content/pkg/FR-2026-09-01/pdf/2026-17986.pdf,True
2026-17904,National Environmental Policy Act Regulations,Rule,Final rule.,2026-09-01,2026-09-01,,Transportation Department; Federal Highway Administration; Federal Railroad Administration; Federal Transit Administration,Docket No. FHWA-2025-0007,https://www.federalregister.gov/documents/2026/09/01/2026-17904/national-environmental-policy-act-regulations,https://www.govinfo.gov/content/pkg/FR-2026-09-01/pdf/2026-17904.pdf,True
2026-17903,Conformance of Cost Accounting Standards to Generally Accepted Accounting Principles for CAS 407 Use of Standard Costs for Direct Material and Direct Labor,Rule,Final rule.,2026-09-01,2026-10-01,,Management and Budget Office; Federal Procurement Policy Office,,https://www.federalregister.gov/documents/2026/09/01/2026-17903/conformance-of-cost-accounting-standards-to-generally-accepted-accounting-principles-for-cas-407-use,https://www.govinfo.gov/content/pkg/FR-2026-09-01/pdf/2026-17903.pdf,True
2026-17902,Bicycle Use in Park Areas,Proposed Rule,Proposed rule.,2026-09-01,,2026-11-02,Interior Department; National Park Service,NPS-WASO-DTS#NPS0042897; PPMPRLE1Y.Y00000. 255P103601,https://www.federalregister.gov/documents/2026/09/01/2026-17902/bicycle-use-in-park-areas,https://www.govinfo.gov/content/pkg/FR-2026-09-01/pdf/2026-17902.pdf,True
2026-17901,Increase of Monetary Thresholds and Other Matters Related to Cost Accounting Standards Program Requirements,Rule,Final rule.,2026-09-01,2026-10-01,,Management and Budget Office; Federal Procurement Policy Office,,https://www.federalregister.gov/documents/2026/09/01/2026-17901/increase-of-monetary-thresholds-and-other-matters-related-to-cost-accounting-standards-program,https://www.govinfo.gov/content/pkg/FR-2026-09-01/pdf/2026-17901.pdf,True
2026-17897,National Institute on Alcohol Abuse and Alcoholism; Notice of Closed Meeting,Notice,,2026-09-01,,,Health and Human Services Department; National Institutes of Health,,https://www.federalregister.gov/documents/2026/09/01/2026-17897/national-institute-on-alcohol-abuse-and-alcoholism-notice-of-closed-meeting,https://www.govinfo.gov/content/pkg/FR-2026-09-01/pdf/2026-17897.pdf,True
2026-17896,Center for Scientific Review; Notice of Closed Meetings,Notice,,2026-09-01,,,Health and Human Services Department; National Institutes of Health,,https://www.federalregister.gov/documents/2026/09/01/2026-17896/center-for-scientific-review-notice-of-closed-meetings,https://www.govinfo.gov/content/pkg/FR-2026-09-01/pdf/2026-17896.pdf,True
2026-17895,National Wildlife Refuge System; 2026-2027 Station-Specific Hunting and Sport Fishing Regulations,Rule,Final rule.,2026-09-01,2026-08-31,2026-10-01,Interior Department; Fish and Wildlife Service,Docket No. FWS-HQ-NWRS-2026-1223; FXRS12610900000-267-FF09R20000,https://www.federalregister.gov/documents/2026/09/01/2026-17895/national-wildlife-refuge-system-2026-2027-station-specific-hunting-and-sport-fishing-regulations,https://www.govinfo.gov/content/pkg/FR-2026-09-01/pdf/2026-17895.pdf,True
2026-17894,Revision of Agency Information Collection Activity Under OMB Review: Cybersecurity Measures for Surface Modes,Notice,30-Day notice.,2026-09-01,,2026-10-01,Homeland Security Department; Transportation Security Administration,,https://www.federalregister.gov/documents/2026/09/01/2026-17894/revision-of-agency-information-collection-activity-under-omb-review-cybersecurity-measures-for,https://www.govinfo.gov/content/pkg/FR-2026-09-01/pdf/2026-17894.pdf,True
2026-17893,Fees for the Unified Carrier Registration Plan and Agreement,Rule,Final rule.,2026-09-01,2026-10-01,,Transportation Department; Federal Motor Carrier Safety Administration,Docket No. FMCSA-2025-0655,https://www.federalregister.gov/documents/2026/09/01/2026-17893/fees-for-the-unified-carrier-registration-plan-and-agreement,https://www.govinfo.gov/content/pkg/FR-2026-09-01/pdf/2026-17893.pdf,True
2026-17892,Deregistration Under Section 8(f) of the Investment Company Act of 1940,Notice,Notice of Applications for Deregistration under Section 8(f) of the Investment Company Act of 1940.,2026-09-01,,,Securities and Exchange Commission,Investment Company Act Release No. 36316,https://www.federalregister.gov/documents/2026/09/01/2026-17892/deregistration-under-section-8f-of-the-investment-company-act-of-1940,https://www.govinfo.gov/content/pkg/FR-2026-09-01/pdf/2026-17892.pdf,True
2026-17891,"Fair Market Rents for the Housing Choice Voucher Program, Moderate Rehabilitation Single Room Occupancy Program, and Other Programs, Fiscal Year 2027",Notice,Notice of fiscal year (FY) 2027 fair market rents (FMRs).,2026-09-01,,2026-10-01,Housing and Urban Development Department,Docket No. FR-6553-N-03,https://www.federalregister.gov/documents/2026/09/01/2026-17891/fair-market-rents-for-the-housing-choice-voucher-program-moderate-rehabilitation-single-room,https://www.govinfo.gov/content/pkg/FR-2026-09-01/pdf/2026-17891.pdf,True
2026-17890,Pipeline Safety: Joint Meeting of the Gas and Liquid Pipeline Advisory Committees,Notice,Notice of advisory committee meeting; reopening of comment period.,2026-09-01,,2026-09-04,Transportation Department; Pipeline and Hazardous Materials Safety Administration,Docket No. PHMSA-2026-1156,https://www.federalregister.gov/documents/2026/09/01/2026-17890/pipeline-safety-joint-meeting-of-the-gas-and-liquid-pipeline-advisory-committees,https://www.govinfo.gov/content/pkg/FR-2026-09-01/pdf/2026-17890.pdf,True
2026-17889,30-Day Notice of Proposed Information Collection: The Resident Opportunities and Self-Sufficiency (ROSS) Program,Notice,Notice.,2026-09-01,,2026-10-01,Housing and Urban Development Department,Docket No. FR-7107-N-23 OMB Control No.: 2577-0229,https://www.federalregister.gov/documents/2026/09/01/2026-17889/30-day-notice-of-proposed-information-collection-the-resident-opportunities-and-self-sufficiency,https://www.govinfo.gov/content/pkg/FR-2026-09-01/pdf/2026-17889.pdf,True
2026-17888,Welded Line Pipe From the Republic of Türkiye: Final Results of the Expedited Second Sunset Review of the Countervailing Duty Order,Notice,,2026-09-01,,,Commerce Department; International Trade Administration,C-489-823,https://www.federalregister.gov/documents/2026/09/01/2026-17888/welded-line-pipe-from-the-republic-of-trkiye-final-results-of-the-expedited-second-sunset-review-of,https://www.govinfo.gov/content/pkg/FR-2026-09-01/pdf/2026-17888.pdf,True
2026-17885,Certain Steel Grating From the People's Republic of China: Final Results of the Expedited Third Sunset Review of the Antidumping Duty Order,Notice,,2026-09-01,,,Commerce Department; International Trade Administration,A-570-947,https://www.federalregister.gov/documents/2026/09/01/2026-17885/certain-steel-grating-from-the-peoples-republic-of-china-final-results-of-the-expedited-third-sunset,https://www.govinfo.gov/content/pkg/FR-2026-09-01/pdf/2026-17885.pdf,True
2026-17884,Free Matter for the Blind and Other Physically Handicapped Persons,Rule,Final rule.,2026-09-01,2026-10-04,,Postal Service,,https://www.federalregister.gov/documents/2026/09/01/2026-17884/free-matter-for-the-blind-and-other-physically-handicapped-persons,https://www.govinfo.gov/content/pkg/FR-2026-09-01/pdf/2026-17884.pdf,True
