document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
C1-2026-13078,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Comment Request; Foreign Gifts and Contracts Disclosures,Notice,,2026-07-13,,,Education Department,Docket No.: ED-2026-SCC-1354,https://www.federalregister.gov/documents/2026/07/13/C1-2026-13078/agency-information-collection-activities-submission-to-the-office-of-management-and-budget-for,https://www.govinfo.gov/content/pkg/FR-2026-07-13/pdf/C1-2026-13078.pdf,True
2026-14090,Airworthiness Directives; The Boeing Company Airplanes,Rule,Final rule; request for comments.,2026-07-13,2026-07-13,2026-08-27,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-7218; Project Identifier AD-2026-00702-T; Amendment 39-23412; AD 2026-14-11,https://www.federalregister.gov/documents/2026/07/13/2026-14090/airworthiness-directives-the-boeing-company-airplanes,https://www.govinfo.gov/content/pkg/FR-2026-07-13/pdf/2026-14090.pdf,True
2026-14086,Statistical Policy Directive No. 8: North American Industry Classification System (NAICS)-Request for Comments on Proposed Updates for 2027,Notice,Notice of solicitation of comments on the Economic Classification Policy Committee's recommendations for the 2027 revision of the North American Industry Classification System.,2026-07-13,2027-01-01,,Management and Budget Office,,https://www.federalregister.gov/documents/2026/07/13/2026-14086/statistical-policy-directive-no-8-north-american-industry-classification-system-naics-request-for,https://www.govinfo.gov/content/pkg/FR-2026-07-13/pdf/2026-14086.pdf,True
2026-14084,Loan Guaranty: Federal Civil Penalties Inflation Adjustment Act Amendments,Notice,"Notice of determination; unchanged, no 2026 inflation adjustment.",2026-07-13,,,Veterans Affairs Department,,https://www.federalregister.gov/documents/2026/07/13/2026-14084/loan-guaranty-federal-civil-penalties-inflation-adjustment-act-amendments,https://www.govinfo.gov/content/pkg/FR-2026-07-13/pdf/2026-14084.pdf,True
2026-14083,"Duke Energy Carolinas, LLC; Notice of Application for Temporary Variance Accepted for Filing, Soliciting Comments, Motions To Intervene, and Protests",Notice,,2026-07-13,,,Energy Department; Federal Energy Regulatory Commission,Project No. 2232-949,https://www.federalregister.gov/documents/2026/07/13/2026-14083/duke-energy-carolinas-llc-notice-of-application-for-temporary-variance-accepted-for-filing,https://www.govinfo.gov/content/pkg/FR-2026-07-13/pdf/2026-14083.pdf,True
2026-14082,Northern Natural Gas Company; Notice of Scoping Period Requesting Comments on Environmental Issues for the Proposed Permian Basin Expansion Project,Notice,,2026-07-13,,,Energy Department; Federal Energy Regulatory Commission,Docket No. CP26-534-000,https://www.federalregister.gov/documents/2026/07/13/2026-14082/northern-natural-gas-company-notice-of-scoping-period-requesting-comments-on-environmental-issues,https://www.govinfo.gov/content/pkg/FR-2026-07-13/pdf/2026-14082.pdf,True
2026-14081,Steel Reef Pipelines US LLC; Notice of Application and Establishing Intervention Deadline,Notice,,2026-07-13,,,Energy Department; Federal Energy Regulatory Commission,Docket No. CP26-545-000,https://www.federalregister.gov/documents/2026/07/13/2026-14081/steel-reef-pipelines-us-llc-notice-of-application-and-establishing-intervention-deadline,https://www.govinfo.gov/content/pkg/FR-2026-07-13/pdf/2026-14081.pdf,True
2026-14080,"Molitor, LLC; Notice of Intent To File License Application, Filing of Pre-Application Document, and Approving Use of the Traditional Licensing Process",Notice,,2026-07-13,,,Energy Department; Federal Energy Regulatory Commission,Project No. 15401-001,https://www.federalregister.gov/documents/2026/07/13/2026-14080/molitor-llc-notice-of-intent-to-file-license-application-filing-of-pre-application-document-and,https://www.govinfo.gov/content/pkg/FR-2026-07-13/pdf/2026-14080.pdf,True
2026-14079,"Rockies Express Pipeline LLC; Cheyenne Connector, LLC; East Cheyenne Gas Storage, LLC: Notice of Onsite Environmental Review",Notice,,2026-07-13,,,Energy Department; Federal Energy Regulatory Commission,Docket Nos. CP25-539-000; CP25-539-001,https://www.federalregister.gov/documents/2026/07/13/2026-14079/rockies-express-pipeline-llc-cheyenne-connector-llc-east-cheyenne-gas-storage-llc-notice-of-onsite,https://www.govinfo.gov/content/pkg/FR-2026-07-13/pdf/2026-14079.pdf,True
2026-14078,"Oswego Hydro Partners, LP; Notice of Waiver of Water Quality Certification",Notice,,2026-07-13,,,Energy Department; Federal Energy Regulatory Commission,Project No. 4113-067,https://www.federalregister.gov/documents/2026/07/13/2026-14078/oswego-hydro-partners-lp-notice-of-waiver-of-water-quality-certification,https://www.govinfo.gov/content/pkg/FR-2026-07-13/pdf/2026-14078.pdf,True
2026-14077,Western Area Power Administration; Notice of Filing,Notice,,2026-07-13,,,Energy Department; Federal Energy Regulatory Commission,Docket No. EF24-1-001,https://www.federalregister.gov/documents/2026/07/13/2026-14077/western-area-power-administration-notice-of-filing,https://www.govinfo.gov/content/pkg/FR-2026-07-13/pdf/2026-14077.pdf,True
2026-14076,"Transcontinental Gas Pipe Line Company, LLC; Notice; Notice of Request of Extension of Time",Notice,,2026-07-13,,,Energy Department; Federal Energy Regulatory Commission,Docket No. CP25-502-001,https://www.federalregister.gov/documents/2026/07/13/2026-14076/transcontinental-gas-pipe-line-company-llc-notice-notice-of-request-of-extension-of-time,https://www.govinfo.gov/content/pkg/FR-2026-07-13/pdf/2026-14076.pdf,True
2026-14075,Commission Information Collection Activities (Ferc-521); Comment Request; Extension,Notice,Notice of information collection renewal and request for comments.,2026-07-13,,2026-09-11,Energy Department; Federal Energy Regulatory Commission,Docket No. IC26-36-000,https://www.federalregister.gov/documents/2026/07/13/2026-14075/commission-information-collection-activities-ferc-521-comment-request-extension,https://www.govinfo.gov/content/pkg/FR-2026-07-13/pdf/2026-14075.pdf,True
2026-14074,New Agency Information Collection Activity Under OMB Review: Insider Threat Incident Reporting Tool,Notice,30-Day notice.,2026-07-13,,2026-08-12,Homeland Security Department; Transportation Security Administration,,https://www.federalregister.gov/documents/2026/07/13/2026-14074/new-agency-information-collection-activity-under-omb-review-insider-threat-incident-reporting-tool,https://www.govinfo.gov/content/pkg/FR-2026-07-13/pdf/2026-14074.pdf,True
2026-14073,Drug Establishment Registration and Drug Listing Requirements for Establishments Engaged in Distributed Manufacturing and Certain Foreign Establishments,Proposed Rule,Proposed rule.,2026-07-13,,2026-09-11,Health and Human Services Department; Food and Drug Administration,Docket No. FDA-2025-N-6075,https://www.federalregister.gov/documents/2026/07/13/2026-14073/drug-establishment-registration-and-drug-listing-requirements-for-establishments-engaged-in,https://www.govinfo.gov/content/pkg/FR-2026-07-13/pdf/2026-14073.pdf,True
2026-14072,"Safety Zone; Chicago Sanitary and Ship Canal, Chicago, IL",Rule,Notification of enforcement of regulation.,2026-07-13,,,Homeland Security Department; Coast Guard,Docket No. USCG-2025-0862,https://www.federalregister.gov/documents/2026/07/13/2026-14072/safety-zone-chicago-sanitary-and-ship-canal-chicago-il,https://www.govinfo.gov/content/pkg/FR-2026-07-13/pdf/2026-14072.pdf,True
2026-14071,Pipeline Safety: Guidance for Enhancing the Effectiveness of Distribution Integrity Management Programs,Notice,Notice; issuance of advisory bulletin.,2026-07-13,,,Transportation Department; Pipeline and Hazardous Materials Safety Administration,Docket No. PHMSA-2026-2443,https://www.federalregister.gov/documents/2026/07/13/2026-14071/pipeline-safety-guidance-for-enhancing-the-effectiveness-of-distribution-integrity-management,https://www.govinfo.gov/content/pkg/FR-2026-07-13/pdf/2026-14071.pdf,True
2026-14070,Pipeline Safety: Information Collection Activities,Notice,Notice and request for comments.,2026-07-13,,2026-08-12,Transportation Department; Pipeline and Hazardous Materials Safety Administration,Docket No. PHMSA-2017-0151,https://www.federalregister.gov/documents/2026/07/13/2026-14070/pipeline-safety-information-collection-activities,https://www.govinfo.gov/content/pkg/FR-2026-07-13/pdf/2026-14070.pdf,True
2026-14069,"Carbon and Alloy Steel Threaded Rod From India: Preliminary Results and Rescission, in Part, of Antidumping Duty Administrative Review; 2024-2025",Notice,,2026-07-13,,,Commerce Department; International Trade Administration,A-533-887,https://www.federalregister.gov/documents/2026/07/13/2026-14069/carbon-and-alloy-steel-threaded-rod-from-india-preliminary-results-and-rescission-in-part-of,https://www.govinfo.gov/content/pkg/FR-2026-07-13/pdf/2026-14069.pdf,True
2026-14068,Office of Government Information Services Annual Meeting,Notice,Notice of annual open meeting.,2026-07-13,,,National Archives and Records Administration,NARA-2026-030,https://www.federalregister.gov/documents/2026/07/13/2026-14068/office-of-government-information-services-annual-meeting,https://www.govinfo.gov/content/pkg/FR-2026-07-13/pdf/2026-14068.pdf,True
2026-14067,Large Diameter Graphite Electrodes From India: Postponement of Preliminary Determination in the Less-Than-Fair-Value Investigation,Notice,,2026-07-13,,,Commerce Department; International Trade Administration,A-533-948,https://www.federalregister.gov/documents/2026/07/13/2026-14067/large-diameter-graphite-electrodes-from-india-postponement-of-preliminary-determination-in-the,https://www.govinfo.gov/content/pkg/FR-2026-07-13/pdf/2026-14067.pdf,True
2026-14066,Certain Aluminum Foil From the People's Republic of China: Preliminary Results of Antidumping Duty Administrative Review; 2024-2025,Notice,,2026-07-13,,,Commerce Department; International Trade Administration,A-570-053,https://www.federalregister.gov/documents/2026/07/13/2026-14066/certain-aluminum-foil-from-the-peoples-republic-of-china-preliminary-results-of-antidumping-duty,https://www.govinfo.gov/content/pkg/FR-2026-07-13/pdf/2026-14066.pdf,True
2026-14065,Notice of Proposals To Engage in or To Acquire Companies Engaged in Permissible Nonbanking Activities,Notice,,2026-07-13,,,Federal Reserve System,,https://www.federalregister.gov/documents/2026/07/13/2026-14065/notice-of-proposals-to-engage-in-or-to-acquire-companies-engaged-in-permissible-nonbanking,https://www.govinfo.gov/content/pkg/FR-2026-07-13/pdf/2026-14065.pdf,True
2026-14064,"Formations of, Acquisitions by, and Mergers of Bank Holding Companies",Notice,,2026-07-13,,,Federal Reserve System,,https://www.federalregister.gov/documents/2026/07/13/2026-14064/formations-of-acquisitions-by-and-mergers-of-bank-holding-companies,https://www.govinfo.gov/content/pkg/FR-2026-07-13/pdf/2026-14064.pdf,True
2026-14063,Center for Scientific Review; Notice of Closed Meetings,Notice,,2026-07-13,,,Health and Human Services Department; National Institutes of Health,,https://www.federalregister.gov/documents/2026/07/13/2026-14063/center-for-scientific-review-notice-of-closed-meetings,https://www.govinfo.gov/content/pkg/FR-2026-07-13/pdf/2026-14063.pdf,True
2026-14062,New Postal Products,Notice,Notice.,2026-07-13,,,Postal Regulatory Commission,Docket Nos. MC2026-297 and K2026-294,https://www.federalregister.gov/documents/2026/07/13/2026-14062/new-postal-products,https://www.govinfo.gov/content/pkg/FR-2026-07-13/pdf/2026-14062.pdf,True
