document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
2026-17190,"Agency Information Collection Activities: Proposed Collection: Public Comment Request; Information Collection Request Title: Faculty Loan Repayment Program, OMB No. 0906-0082-Revision",Notice,Notice.,2026-08-21,,2026-10-20,Health and Human Services Department; Health Resources and Services Administration,,https://www.federalregister.gov/documents/2026/08/21/2026-17190/agency-information-collection-activities-proposed-collection-public-comment-request-information,https://www.govinfo.gov/content/pkg/FR-2026-08-21/pdf/2026-17190.pdf,True
2026-17187,Sunshine Act Meetings,Notice,,2026-08-21,,,Nuclear Regulatory Commission,NRC-2026-0001,https://www.federalregister.gov/documents/2026/08/21/2026-17187/sunshine-act-meetings,https://www.govinfo.gov/content/pkg/FR-2026-08-21/pdf/2026-17187.pdf,True
2026-17183,Regulation Crypto Assets,Proposed Rule,Proposed rule.,2026-08-21,2026-08-21,2026-10-20,Securities and Exchange Commission,Release Nos. 33-11434; 34-106150; File No. S7-2026-27,https://www.federalregister.gov/documents/2026/08/21/2026-17183/regulation-crypto-assets,https://www.govinfo.gov/content/pkg/FR-2026-08-21/pdf/2026-17183.pdf,True
2026-17167,"Notice of Inventory Completion: California State University, Chico, CA",Notice,Notice.,2026-08-21,,,Interior Department; National Park Service,N7442; NPS-WASO-NAGPRA-NPS0043545; PPWOCRADN0-PCU00RP14.R50000,https://www.federalregister.gov/documents/2026/08/21/2026-17167/notice-of-inventory-completion-california-state-university-chico-ca,https://www.govinfo.gov/content/pkg/FR-2026-08-21/pdf/2026-17167.pdf,True
2026-17164,Agency Information Collection Activities: Proposed Collection; Comment Request,Notice,Notice.,2026-08-21,,2026-09-21,Health and Human Services Department; Agency for Healthcare Research and Quality,,https://www.federalregister.gov/documents/2026/08/21/2026-17164/agency-information-collection-activities-proposed-collection-comment-request,https://www.govinfo.gov/content/pkg/FR-2026-08-21/pdf/2026-17164.pdf,True
2026-17163,Request for Comment on the Listing of Compute Derivatives Contracts,Proposed Rule,Request for comment.,2026-08-21,,2026-10-20,Commodity Futures Trading Commission,,https://www.federalregister.gov/documents/2026/08/21/2026-17163/request-for-comment-on-the-listing-of-compute-derivatives-contracts,https://www.govinfo.gov/content/pkg/FR-2026-08-21/pdf/2026-17163.pdf,True
2026-17161,Advisory Committee on the Medical Uses of Isotopes: Meeting Notice,Notice,Notice of meeting.,2026-08-21,,,Nuclear Regulatory Commission,,https://www.federalregister.gov/documents/2026/08/21/2026-17161/advisory-committee-on-the-medical-uses-of-isotopes-meeting-notice,https://www.govinfo.gov/content/pkg/FR-2026-08-21/pdf/2026-17161.pdf,True
2026-17160,Radio Broadcasting Services; AM or FM Proposals To Change the Community of License,Notice,Notice.,2026-08-21,,2026-10-20,Federal Communications Commission,FR ID 362997,https://www.federalregister.gov/documents/2026/08/21/2026-17160/radio-broadcasting-services-am-or-fm-proposals-to-change-the-community-of-license,https://www.govinfo.gov/content/pkg/FR-2026-08-21/pdf/2026-17160.pdf,True
2026-17158,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Comment Request; Presidential Cybersecurity Education Award,Notice,Notice.,2026-08-21,,2026-09-21,Education Department,Docket No.: ED-2026-SCC-2047,https://www.federalregister.gov/documents/2026/08/21/2026-17158/agency-information-collection-activities-submission-to-the-office-of-management-and-budget-for,https://www.govinfo.gov/content/pkg/FR-2026-08-21/pdf/2026-17158.pdf,True
2026-17157,Government Owned Invention Available for License: Matched Patient-Derived 3D Isocitrate Dehydrogenase (IDH)-Mutant Glioma Cell Lines for Modeling Malignant Transformation,Notice,Notice.,2026-08-21,,,Health and Human Services Department; National Institutes of Health,,https://www.federalregister.gov/documents/2026/08/21/2026-17157/government-owned-invention-available-for-license-matched-patient-derived-3d-isocitrate-dehydrogenase,https://www.govinfo.gov/content/pkg/FR-2026-08-21/pdf/2026-17157.pdf,True
2026-17156,Center for Scientific Review; Notice of Closed Meetings,Notice,,2026-08-21,,,Health and Human Services Department; National Institutes of Health,,https://www.federalregister.gov/documents/2026/08/21/2026-17156/center-for-scientific-review-notice-of-closed-meetings,https://www.govinfo.gov/content/pkg/FR-2026-08-21/pdf/2026-17156.pdf,True
2026-17155,Agency Information Collection Activities; Submission to the Office of Management and Budget (OMB) for Review and Approval; Comment Request; Procedures for Submissions by Certain Steel and Aluminum Producers Committing to New U.S. Steel or Aluminum Production To Obtain Tariff Adjustments Under Proclamation 10984,Notice,,2026-08-21,,,Commerce Department; International Trade Administration,,https://www.federalregister.gov/documents/2026/08/21/2026-17155/agency-information-collection-activities-submission-to-the-office-of-management-and-budget-omb-for,https://www.govinfo.gov/content/pkg/FR-2026-08-21/pdf/2026-17155.pdf,True
2026-17154,Income Taxes,Rule,,2026-08-21,,,Internal Revenue Service,,https://www.federalregister.gov/documents/2026/08/21/2026-17154/income-taxes,https://www.govinfo.gov/content/pkg/FR-2026-08-21/pdf/2026-17154.pdf,True
2026-17153,Marine Mammals; File No. 26329,Notice,Notice; receipt of application for permit amendment.,2026-08-21,,2026-09-21,Commerce Department; National Oceanic and Atmospheric Administration,RTID 0648-XF960,https://www.federalregister.gov/documents/2026/08/21/2026-17153/marine-mammals-file-no-26329,https://www.govinfo.gov/content/pkg/FR-2026-08-21/pdf/2026-17153.pdf,True
2026-17152,"General Conservation Plan for the Alabama beach mouse; Categorical Exclusion; Baldwin County, AL",Notice,Notice of availability; request for comment.,2026-08-21,,2026-09-21,Interior Department; Fish and Wildlife Service,Docket No. FWS-R4-ES-2026-2608; FXES11140400000-267-FF04AL4000,https://www.federalregister.gov/documents/2026/08/21/2026-17152/general-conservation-plan-for-the-alabama-beach-mouse-categorical-exclusion-baldwin-county-al,https://www.govinfo.gov/content/pkg/FR-2026-08-21/pdf/2026-17152.pdf,True
2026-17151,Cadmium in General Industry Standard; Extension of the Office of Management and Budget's (OMB) Approval of Information Collection (Paperwork) Requirements,Notice,Request for public comments.,2026-08-21,,2026-10-20,Labor Department; Occupational Safety and Health Administration,Docket No. OSHA-2012-0005,https://www.federalregister.gov/documents/2026/08/21/2026-17151/cadmium-in-general-industry-standard-extension-of-the-office-of-management-and-budgets-omb-approval,https://www.govinfo.gov/content/pkg/FR-2026-08-21/pdf/2026-17151.pdf,True
2026-17150,Marine Mammals and Endangered Species,Notice,Notice; issuance of permits.,2026-08-21,,,Commerce Department; National Oceanic and Atmospheric Administration,RTID 0648-XF902,https://www.federalregister.gov/documents/2026/08/21/2026-17150/marine-mammals-and-endangered-species,https://www.govinfo.gov/content/pkg/FR-2026-08-21/pdf/2026-17150.pdf,True
2026-17149,"Agency Information Collection Activities; Application To Be Recognized as Qualified To Bid On, Hold, or Operate a Lease or Grant on the OCS in Accordance With the Requirements of 30 CFR 556, Subpart D",Notice,Notice of information collection; request for comment.,2026-08-21,,2026-10-20,Interior Department; Ocean Energy Management Bureau,OMB Control Number 1010-NEW; Docket ID: BOEM-2026-0958,https://www.federalregister.gov/documents/2026/08/21/2026-17149/agency-information-collection-activities-application-to-be-recognized-as-qualified-to-bid-on-hold-or,https://www.govinfo.gov/content/pkg/FR-2026-08-21/pdf/2026-17149.pdf,True
2026-17148,"Fisheries of the Northeastern United States; Mackerel, Squid, and Butterfish; 2026 Illex Squid Quota Harvested",Rule,Temporary rule; possession limit adjustment.,2026-08-21,2026-08-23,,Commerce Department; National Oceanic and Atmospheric Administration,Docket No. 260702-0161; RTID 0648-XF978,https://www.federalregister.gov/documents/2026/08/21/2026-17148/fisheries-of-the-northeastern-united-states-mackerel-squid-and-butterfish-2026-illex-squid-quota,https://www.govinfo.gov/content/pkg/FR-2026-08-21/pdf/2026-17148.pdf,True
2026-17147,"Duke Energy Progress, LLC; Brunswick Steam Electric Plant, Units 1 and 2, Shearon Harris Nuclear Power Plant, Unit 1, H.B. Robinson Steam Electric Plant, Unit 2, H.B. Robinson Steam Electric Plant, Unit 2 Independent Spent Fuel Storage Installation; Consideration of Approval of Transfer of Licenses and Conforming Amendments",Notice,"Application for direct transfer of licenses; opportunity to comment, request a hearing, and petition for leave to intervene.",2026-08-21,,2026-09-21,Nuclear Regulatory Commission,"Docket Nos. 50-325, 50-324, 50-400, 50-261, and 72-3; NRC-2026-3928",https://www.federalregister.gov/documents/2026/08/21/2026-17147/duke-energy-progress-llc-brunswick-steam-electric-plant-units-1-and-2-shearon-harris-nuclear-power,https://www.govinfo.gov/content/pkg/FR-2026-08-21/pdf/2026-17147.pdf,True
2026-17146,Inflation Adjustment for EOIR OBBBA Fees; Fiscal Year 2027,Rule,Final rule.,2026-08-21,2026-10-01,,Justice Department; Executive Office for Immigration Review,Docket No. EOIR-26-AB42; Dir. Order No. 09-2026,https://www.federalregister.gov/documents/2026/08/21/2026-17146/inflation-adjustment-for-eoir-obbba-fees-fiscal-year-2027,https://www.govinfo.gov/content/pkg/FR-2026-08-21/pdf/2026-17146.pdf,True
2026-17145,Environmental Protection Regulations for Domestic Licensing and Related Regulatory Functions,Rule,,2026-08-21,,,Nuclear Regulatory Commission,,https://www.federalregister.gov/documents/2026/08/21/2026-17145/environmental-protection-regulations-for-domestic-licensing-and-related-regulatory-functions,https://www.govinfo.gov/content/pkg/FR-2026-08-21/pdf/2026-17145.pdf,True
