document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
2026-19251,Presidential Determination on Major Drug Transit or Major Illicit Drug Producing Countries for Fiscal Year 2027,Presidential Document,,2026-09-18,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/09/18/2026-19251/presidential-determination-on-major-drug-transit-or-major-illicit-drug-producing-countries-for,https://www.govinfo.gov/content/pkg/FR-2026-09-18/pdf/2026-19251.pdf,True
2026-19222,Employment in the Excepted Service,Proposed Rule,Proposed rule.,2026-09-18,,2026-11-17,Personnel Management Office,Docket ID: OPM-2026-0166,https://www.federalregister.gov/documents/2026/09/18/2026-19222/employment-in-the-excepted-service,https://www.govinfo.gov/content/pkg/FR-2026-09-18/pdf/2026-19222.pdf,True
2026-19211,International Traffic in Arms Regulations: Modification of U.S. Munitions List Category XX(a),Rule,Interim final rule.,2026-09-18,2026-10-19,,State Department,Public Notice: 13120,https://www.federalregister.gov/documents/2026/09/18/2026-19211/international-traffic-in-arms-regulations-modification-of-us-munitions-list-category-xxa,https://www.govinfo.gov/content/pkg/FR-2026-09-18/pdf/2026-19211.pdf,True
2026-19207,"Homeland Security Acquisition Regulation, Make Personal Protective Equipment in America Act Restrictions on Foreign Acquisition (HSAR Case 2024-003)",Rule,Final rule.,2026-09-18,2026-10-19,,Homeland Security Department,Docket No. DHS-2024-0020,https://www.federalregister.gov/documents/2026/09/18/2026-19207/homeland-security-acquisition-regulation-make-personal-protective-equipment-in-america-act,https://www.govinfo.gov/content/pkg/FR-2026-09-18/pdf/2026-19207.pdf,True
2026-19206,Adoption of Categorical Exclusion Pursuant to the National Environmental Policy Act,Notice,Notice.,2026-09-18,2026-09-18,,Advisory Council on Historic Preservation,,https://www.federalregister.gov/documents/2026/09/18/2026-19206/adoption-of-categorical-exclusion-pursuant-to-the-national-environmental-policy-act,https://www.govinfo.gov/content/pkg/FR-2026-09-18/pdf/2026-19206.pdf,True
2026-19205,National Vaccine Injury Compensation Program; List of Petitions Received,Notice,Notice.,2026-09-18,,,Health and Human Services Department; Health Resources and Services Administration,,https://www.federalregister.gov/documents/2026/09/18/2026-19205/national-vaccine-injury-compensation-program-list-of-petitions-received,https://www.govinfo.gov/content/pkg/FR-2026-09-18/pdf/2026-19205.pdf,True
2026-19204,Intent To Request Reinstatement With Revision From OMB of One Previous Public Collection of Information: Law Enforcement Officer (LEO) Reimbursement Request,Notice,60-Day notice.,2026-09-18,,2026-11-17,Homeland Security Department; Transportation Security Administration,,https://www.federalregister.gov/documents/2026/09/18/2026-19204/intent-to-request-reinstatement-with-revision-from-omb-of-one-previous-public-collection-of,https://www.govinfo.gov/content/pkg/FR-2026-09-18/pdf/2026-19204.pdf,True
2026-19203,Notice of Request for Additional Information,Notice,,2026-09-18,,,Federal Maritime Commission,,https://www.federalregister.gov/documents/2026/09/18/2026-19203/notice-of-request-for-additional-information,https://www.govinfo.gov/content/pkg/FR-2026-09-18/pdf/2026-19203.pdf,True
2026-19202,Dauphin Island Gathering Partners; Notice of Scoping Period Requesting Comments on Environmental Issues for the Proposed Dauphin Island Gathering Partners Abandonment Project,Notice,,2026-09-18,,,Energy Department; Federal Energy Regulatory Commission,Docket No. CP26-560-000,https://www.federalregister.gov/documents/2026/09/18/2026-19202/dauphin-island-gathering-partners-notice-of-scoping-period-requesting-comments-on-environmental,https://www.govinfo.gov/content/pkg/FR-2026-09-18/pdf/2026-19202.pdf,True
2026-19201,"Southern Star Central Gas Pipeline, Inc.; Notice of Application and Establishing Intervention Deadline",Notice,,2026-09-18,,,Energy Department; Federal Energy Regulatory Commission,Docket No. CP26-572-000,https://www.federalregister.gov/documents/2026/09/18/2026-19201/southern-star-central-gas-pipeline-inc-notice-of-application-and-establishing-intervention-deadline,https://www.govinfo.gov/content/pkg/FR-2026-09-18/pdf/2026-19201.pdf,True
2026-19200,Commission Information Collection Activities (Ferc-521); Comment Request; Extension,Notice,Notice of information collection and request for comments.,2026-09-18,,2026-10-19,Energy Department; Federal Energy Regulatory Commission,Docket No. IC26-36-000,https://www.federalregister.gov/documents/2026/09/18/2026-19200/commission-information-collection-activities-ferc-521-comment-request-extension,https://www.govinfo.gov/content/pkg/FR-2026-09-18/pdf/2026-19200.pdf,True
2026-19199,"Greenwood County, South Carolina; Notice of Application Accepted for Filing and Soliciting Comments, Motions To Intervene, and Protests",Notice,,2026-09-18,,,Energy Department; Federal Energy Regulatory Commission,Project No. 1267-136,https://www.federalregister.gov/documents/2026/09/18/2026-19199/greenwood-county-south-carolina-notice-of-application-accepted-for-filing-and-soliciting-comments,https://www.govinfo.gov/content/pkg/FR-2026-09-18/pdf/2026-19199.pdf,True
2026-19198,"Pontook Operating Limited Partnership & New Hampshire Department of Environmental Services; Notice of Intent To File License Application, Filing of Pre-Application Document (Pad), Commencement of Pre-Filing Process, and Scoping; Request for Comments on the Pad and Scoping Document, and Identification of Issues and Associated Study Requests",Notice,,2026-09-18,,,Energy Department; Federal Energy Regulatory Commission,Project No. 2861-056,https://www.federalregister.gov/documents/2026/09/18/2026-19198/pontook-operating-limited-partnership-and-new-hampshire-department-of-environmental-services-notice,https://www.govinfo.gov/content/pkg/FR-2026-09-18/pdf/2026-19198.pdf,True
2026-19197,"Southeast Alaska Power Agency; Notice of Application Accepted for Filing and Soliciting Comments, Motions To Intervene, and Protests",Notice,,2026-09-18,,,Energy Department; Federal Energy Regulatory Commission,Project No. 2911-046,https://www.federalregister.gov/documents/2026/09/18/2026-19197/southeast-alaska-power-agency-notice-of-application-accepted-for-filing-and-soliciting-comments,https://www.govinfo.gov/content/pkg/FR-2026-09-18/pdf/2026-19197.pdf,True
