document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
2026-18396,Agency Information Collection Activity Under OMB Review: Application for Disability Compensation Benefits,Notice,Notice.,2026-09-09,,2026-10-09,Veterans Affairs Department,OMB Control No. 2900-0747,https://www.federalregister.gov/documents/2026/09/09/2026-18396/agency-information-collection-activity-under-omb-review-application-for-disability-compensation,https://www.govinfo.gov/content/pkg/FR-2026-09-09/pdf/2026-18396.pdf,True
2026-18394,Administrative Declaration of a Disaster for the State of California,Notice,Notice.,2026-09-09,,,Small Business Administration,Disaster Declaration #21851 and #21852; CALIFORNIA Disaster Number CA-20046,https://www.federalregister.gov/documents/2026/09/09/2026-18394/administrative-declaration-of-a-disaster-for-the-state-of-california,https://www.govinfo.gov/content/pkg/FR-2026-09-09/pdf/2026-18394.pdf,True
2026-18393,Submission for OMB Review; Comment Request,Notice,,2026-09-09,,,Agriculture Department,,https://www.federalregister.gov/documents/2026/09/09/2026-18393/submission-for-omb-review-comment-request,https://www.govinfo.gov/content/pkg/FR-2026-09-09/pdf/2026-18393.pdf,True
2026-18392,"Agency Information Collection Activity Under OMB Review: Application for D.I.C., Survivors Pension, and/or Accrued Benefits",Notice,Notice.,2026-09-09,,2026-10-09,Veterans Affairs Department,OMB Control No. 2900-0004,https://www.federalregister.gov/documents/2026/09/09/2026-18392/agency-information-collection-activity-under-omb-review-application-for-dic-survivors-pension-andor,https://www.govinfo.gov/content/pkg/FR-2026-09-09/pdf/2026-18392.pdf,True
2026-18391,Fisheries of the Exclusive Economic Zone Off Alaska; Pacific Ocean Perch in the Western Aleutian District of the Bering Sea and Aleutian Islands Management Area,Rule,Temporary rule; closure.,2026-09-09,2026-09-04,,Commerce Department; National Oceanic and Atmospheric Administration,"Docket No. 260305-0066, RTID 0648-XG028",https://www.federalregister.gov/documents/2026/09/09/2026-18391/fisheries-of-the-exclusive-economic-zone-off-alaska-pacific-ocean-perch-in-the-western-aleutian,https://www.govinfo.gov/content/pkg/FR-2026-09-09/pdf/2026-18391.pdf,True
2026-18390,Invitation for Membership on Advisory Committee,Notice,Request for Applications.,2026-09-09,,,Joint Board for Enrollment of Actuaries,,https://www.federalregister.gov/documents/2026/09/09/2026-18390/invitation-for-membership-on-advisory-committee,https://www.govinfo.gov/content/pkg/FR-2026-09-09/pdf/2026-18390.pdf,True
2026-18389,Meeting of the Advisory Committee; Meeting,Notice,Notice of Federal Advisory Committee meeting.,2026-09-09,,,Joint Board for Enrollment of Actuaries,,https://www.federalregister.gov/documents/2026/09/09/2026-18389/meeting-of-the-advisory-committee-meeting,https://www.govinfo.gov/content/pkg/FR-2026-09-09/pdf/2026-18389.pdf,True
2026-18388,"Atlantic Highly Migratory Species; Schedules for Atlantic Shark Identification Workshops and Protected Species Safe Handling, Release, and Identification Workshops",Notice,Notice of public workshops.,2026-09-09,,,Commerce Department; National Oceanic and Atmospheric Administration,RTID 0648-XG023,https://www.federalregister.gov/documents/2026/09/09/2026-18388/atlantic-highly-migratory-species-schedules-for-atlantic-shark-identification-workshops-and,https://www.govinfo.gov/content/pkg/FR-2026-09-09/pdf/2026-18388.pdf,True
2026-18387,Daxor Corporation,Notice,Notice.,2026-09-09,,,Securities and Exchange Commission,Investment Company Act Release No. 36320; File No. 811-22684,https://www.federalregister.gov/documents/2026/09/09/2026-18387/daxor-corporation,https://www.govinfo.gov/content/pkg/FR-2026-09-09/pdf/2026-18387.pdf,True
2026-18386,Notice of Petition for Waiver of Compliance,Notice,Notice.,2026-09-09,,2026-11-09,Transportation Department; Federal Railroad Administration,Docket Number FRA-2026-1949,https://www.federalregister.gov/documents/2026/09/09/2026-18386/notice-of-petition-for-waiver-of-compliance,https://www.govinfo.gov/content/pkg/FR-2026-09-09/pdf/2026-18386.pdf,True
2026-18385,Request for Comments Regarding Implementation of 19 U.S.C. 1338(g),Notice,Request for comments regarding implementation of 19 U.S.C. 1338(g) in investigation No. MISC-053.,2026-09-09,,2026-11-09,International Trade Commission,,https://www.federalregister.gov/documents/2026/09/09/2026-18385/request-for-comments-regarding-implementation-of-19-usc-1338g,https://www.govinfo.gov/content/pkg/FR-2026-09-09/pdf/2026-18385.pdf,True
2026-18384,Notice of Application for Approval of Discontinuance or Modification of a Railroad Signal System,Notice,Notice.,2026-09-09,,2026-11-09,Transportation Department; Federal Railroad Administration,Docket Number FRA-2026-2377,https://www.federalregister.gov/documents/2026/09/09/2026-18384/notice-of-application-for-approval-of-discontinuance-or-modification-of-a-railroad-signal-system,https://www.govinfo.gov/content/pkg/FR-2026-09-09/pdf/2026-18384.pdf,True
2026-18383,Notice of Petition for Modification of Waiver of Compliance,Notice,Notice.,2026-09-09,,2026-11-09,Transportation Department; Federal Railroad Administration,Docket Number FRA-2024-0068,https://www.federalregister.gov/documents/2026/09/09/2026-18383/notice-of-petition-for-modification-of-waiver-of-compliance,https://www.govinfo.gov/content/pkg/FR-2026-09-09/pdf/2026-18383.pdf,True
2026-18382,Hazardous Materials: Notice of Administrative Determination of Preemption for Common Law Tort Claims Concerning the Transportation of Gasoline,Notice,Notice of administrative determination of preemption.,2026-09-09,,,Transportation Department; Pipeline and Hazardous Materials Safety Administration,Preemption Determination No. PD-42(R); Docket No. PHMSA-2025-0777,https://www.federalregister.gov/documents/2026/09/09/2026-18382/hazardous-materials-notice-of-administrative-determination-of-preemption-for-common-law-tort-claims,https://www.govinfo.gov/content/pkg/FR-2026-09-09/pdf/2026-18382.pdf,True
2026-18381,Threatened Species; Take of Anadromous Fish,Notice,Notice; issuance of incidental take permit.,2026-09-09,,,Commerce Department; National Oceanic and Atmospheric Administration,RTID 0648-XF988,https://www.federalregister.gov/documents/2026/09/09/2026-18381/threatened-species-take-of-anadromous-fish,https://www.govinfo.gov/content/pkg/FR-2026-09-09/pdf/2026-18381.pdf,True
2026-18380,"Federal Motor Vehicle Safety Standard No. 213a; Child Restraint Systems-Side Impact Protection; Federal Motor Vehicle Safety Standard No. 213; Child Restraint Systems, Federal Motor Vehicle Safety Standard No. 213b; Child Restraint Systems; Incorporation by Reference",Rule,Final rule; grant of petitions for rulemaking and other amendments.,2026-09-09,2026-10-09,,Transportation Department; National Highway Traffic Safety Administration,Docket No. NHTSA-2025-0046,https://www.federalregister.gov/documents/2026/09/09/2026-18380/federal-motor-vehicle-safety-standard-no-213a-child-restraint-systems-side-impact-protection-federal,https://www.govinfo.gov/content/pkg/FR-2026-09-09/pdf/2026-18380.pdf,True
2026-18379,Notice of Receipt of Complaint; Solicitation of Comments Relating to the Public Interest,Notice,Notice.,2026-09-09,,,International Trade Commission,,https://www.federalregister.gov/documents/2026/09/09/2026-18379/notice-of-receipt-of-complaint-solicitation-of-comments-relating-to-the-public-interest,https://www.govinfo.gov/content/pkg/FR-2026-09-09/pdf/2026-18379.pdf,True
2026-18378,Ottawa Resource Advisory Committee,Notice,Notice of meeting.,2026-09-09,,,Agriculture Department; Forest Service,,https://www.federalregister.gov/documents/2026/09/09/2026-18378/ottawa-resource-advisory-committee,https://www.govinfo.gov/content/pkg/FR-2026-09-09/pdf/2026-18378.pdf,True
2026-18376,"Airworthiness Directives; Bombardier, Inc. Airplanes",Proposed Rule,Notice of proposed rulemaking (NPRM).,2026-09-09,,2026-10-26,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-8797; Project Identifier MCAI-2025-01338-T,https://www.federalregister.gov/documents/2026/09/09/2026-18376/airworthiness-directives-bombardier-inc-airplanes,https://www.govinfo.gov/content/pkg/FR-2026-09-09/pdf/2026-18376.pdf,True
