document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
2026-16197,Protecting Against National Security Threats to the Communications Supply Chain Through the Equipment Authorization Program,Proposed Rule,Proposed rule.,2026-08-07,,2026-09-08,Federal Communications Commission,ET Docket No. 21-232; FCC 26-50; FR ID 360965,https://www.federalregister.gov/documents/2026/08/07/2026-16197/protecting-against-national-security-threats-to-the-communications-supply-chain-through-the,https://www.govinfo.gov/content/pkg/FR-2026-08-07/pdf/2026-16197.pdf,True
2026-16196,Build America: Eliminating Barriers to Wireline Deployments,Proposed Rule,Proposed rule.,2026-08-07,,2026-09-21,Federal Communications Commission,WC Docket No. 25-253; FCC 26-40; FR ID 359677,https://www.federalregister.gov/documents/2026/08/07/2026-16196/build-america-eliminating-barriers-to-wireline-deployments,https://www.govinfo.gov/content/pkg/FR-2026-08-07/pdf/2026-16196.pdf,True
2026-16188,Agency Information Collection Activities; Submission to the Office of Management and Budget (OMB) for Review and Approval; Comment Request; Survey of Income and Program Participation (SIPP),Notice,"Notice of information collection, request for comment.",2026-08-07,,2026-10-06,Commerce Department; Census Bureau,,https://www.federalregister.gov/documents/2026/08/07/2026-16188/agency-information-collection-activities-submission-to-the-office-of-management-and-budget-omb-for,https://www.govinfo.gov/content/pkg/FR-2026-08-07/pdf/2026-16188.pdf,True
2026-16187,"Submission for Office of Management and Budget Review; National Communication System for Runaway and Homeless Youth, Currently Operated by the National Runaway Safeline Data Collection",Notice,Request for Public Comments.,2026-08-07,,2026-09-08,Health and Human Services Department; Children and Families Administration,Office of Management and Budget #: 0970-0610,https://www.federalregister.gov/documents/2026/08/07/2026-16187/submission-for-office-of-management-and-budget-review-national-communication-system-for-runaway-and,https://www.govinfo.gov/content/pkg/FR-2026-08-07/pdf/2026-16187.pdf,True
2026-16186,Certain Preserved Mushrooms From Poland: Preliminary Results of Antidumping Duty Administrative Review; 2024-2025,Notice,,2026-08-07,,,Commerce Department; International Trade Administration,A-455-806,https://www.federalregister.gov/documents/2026/08/07/2026-16186/certain-preserved-mushrooms-from-poland-preliminary-results-of-antidumping-duty-administrative,https://www.govinfo.gov/content/pkg/FR-2026-08-07/pdf/2026-16186.pdf,True
2026-16185,Polyethylene Retail Carrier Bags From Malaysia: Final Results of Antidumping Duty Administrative Review; 2023-2024,Notice,,2026-08-07,,,Commerce Department; International Trade Administration,A-557-813,https://www.federalregister.gov/documents/2026/08/07/2026-16185/polyethylene-retail-carrier-bags-from-malaysia-final-results-of-antidumping-duty-administrative,https://www.govinfo.gov/content/pkg/FR-2026-08-07/pdf/2026-16185.pdf,True
2026-16184,Polyethylene Retail Carrier Bags From the People's Republic of China: Final Results of Antidumping Duty Administrative Review; 2024-2025,Notice,,2026-08-07,,,Commerce Department; International Trade Administration,A-570-886,https://www.federalregister.gov/documents/2026/08/07/2026-16184/polyethylene-retail-carrier-bags-from-the-peoples-republic-of-china-final-results-of-antidumping,https://www.govinfo.gov/content/pkg/FR-2026-08-07/pdf/2026-16184.pdf,True
2026-16183,Tin Mill Products From Taiwan and the Republic of Türkiye: Postponement of Preliminary Determination in the Less-Than-Fair-Value Investigations,Notice,,2026-08-07,,,Commerce Department; International Trade Administration,"A-583-883, A-489-857",https://www.federalregister.gov/documents/2026/08/07/2026-16183/tin-mill-products-from-taiwan-and-the-republic-of-trkiye-postponement-of-preliminary-determination,https://www.govinfo.gov/content/pkg/FR-2026-08-07/pdf/2026-16183.pdf,True
2026-16182,Circular Welded Carbon Steel Standard Pipe and Tube Products From the Republic of Türkiye: Preliminary Results of Antidumping Duty Administrative Review; 2024-2025,Notice,,2026-08-07,,,Commerce Department; International Trade Administration,A-489-501,https://www.federalregister.gov/documents/2026/08/07/2026-16182/circular-welded-carbon-steel-standard-pipe-and-tube-products-from-the-republic-of-trkiye-preliminary,https://www.govinfo.gov/content/pkg/FR-2026-08-07/pdf/2026-16182.pdf,True
2026-16181,Pacific Halibut Fisheries of the West Coast; 2026 Catch Sharing Plan; Inseason Action; Correction,Rule,Temporary rule; inseason adjustment; correction.,2026-08-07,2026-08-05,,Commerce Department; National Oceanic and Atmospheric Administration,RTID 0648-XF951,https://www.federalregister.gov/documents/2026/08/07/2026-16181/pacific-halibut-fisheries-of-the-west-coast-2026-catch-sharing-plan-inseason-action-correction,https://www.govinfo.gov/content/pkg/FR-2026-08-07/pdf/2026-16181.pdf,True
