document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
2026-17374,Continuation of the Exercise of Certain Authorities Under the Trading With the Enemy Act,Presidential Document,,2026-08-25,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/08/25/2026-17374/continuation-of-the-exercise-of-certain-authorities-under-the-trading-with-the-enemy-act,https://www.govinfo.gov/content/pkg/FR-2026-08-25/pdf/2026-17374.pdf,True
2026-17372,The National Space Transportation Policy,Presidential Document,,2026-08-25,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/08/25/2026-17372/the-national-space-transportation-policy,https://www.govinfo.gov/content/pkg/FR-2026-08-25/pdf/2026-17372.pdf,True
2026-17354,Establishment of Four Customs-Enforcement Areas,Rule,Establishment of Customs-Enforcement Areas.,2026-08-25,,,Homeland Security Department; U.S. Customs and Border Protection,CBP Dec. No. 26-17,https://www.federalregister.gov/documents/2026/08/25/2026-17354/establishment-of-four-customs-enforcement-areas,https://www.govinfo.gov/content/pkg/FR-2026-08-25/pdf/2026-17354.pdf,True
2026-17353,"Final Waiver and Extension of the Project Period With Funding-Elementary and Secondary Education Act of 1965, as Amended, Title VI, Part B, Native Hawaiian Education",Rule,Final waiver and extension of the project period with funding.,2026-08-25,2026-08-25,,Education Department,ED-2026-OESE-2113,https://www.federalregister.gov/documents/2026/08/25/2026-17353/final-waiver-and-extension-of-the-project-period-with-funding-elementary-and-secondary-education-act,https://www.govinfo.gov/content/pkg/FR-2026-08-25/pdf/2026-17353.pdf,True
2026-17343,Name of Information Collection: JSC Form 1830 Report of Medical Examination,Notice,Notice of revision of a currently approved information collection.,2026-08-25,,2026-09-24,National Aeronautics and Space Administration,NASA Document Number: 26-046,https://www.federalregister.gov/documents/2026/08/25/2026-17343/name-of-information-collection-jsc-form-1830-report-of-medical-examination,https://www.govinfo.gov/content/pkg/FR-2026-08-25/pdf/2026-17343.pdf,True
2026-17342,Beautifying Transportation Infrastructure Council; Public Meeting,Notice,Notice of public meetings.,2026-08-25,,,Transportation Department; ,,https://www.federalregister.gov/documents/2026/08/25/2026-17342/beautifying-transportation-infrastructure-council-public-meeting,https://www.govinfo.gov/content/pkg/FR-2026-08-25/pdf/2026-17342.pdf,True
2026-17341,Agency Information Collection Activities; Renewal of an Approved Information Collection: Emergency Exemptions Under 49 CFR 390.25,Notice,Notice and request for comments.,2026-08-25,,2026-10-26,Transportation Department; Federal Motor Carrier Safety Administration,Docket No. FMCSA-2026-2476,https://www.federalregister.gov/documents/2026/08/25/2026-17341/agency-information-collection-activities-renewal-of-an-approved-information-collection-emergency,https://www.govinfo.gov/content/pkg/FR-2026-08-25/pdf/2026-17341.pdf,True
2026-17340,"Agency Information Collection Activities; Renewal of an Approved Information Collection: Non-Insulin-Treated Diabetes Mellitus Assessment Form, MCSA-5872",Notice,Notice and request for comments.,2026-08-25,,2026-10-26,Transportation Department; Federal Motor Carrier Safety Administration,Docket No. FMCSA-2026-1783,https://www.federalregister.gov/documents/2026/08/25/2026-17340/agency-information-collection-activities-renewal-of-an-approved-information-collection,https://www.govinfo.gov/content/pkg/FR-2026-08-25/pdf/2026-17340.pdf,True
2026-17339,"Amendment of Restricted Areas R-2505, R-2524, R-2508, and R-2515 in California",Rule,Final rule.,2026-08-25,2026-10-29,,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-10430; Airspace Docket No. 25-AWP-168,https://www.federalregister.gov/documents/2026/08/25/2026-17339/amendment-of-restricted-areas-r-2505-r-2524-r-2508-and-r-2515-in-california,https://www.govinfo.gov/content/pkg/FR-2026-08-25/pdf/2026-17339.pdf,True
2026-17338,Reduction in Force Appeals; Correction,Rule,Final rule; correction.,2026-08-25,2026-09-02,,Personnel Management Office,Docket ID: OPM-2025-0239,https://www.federalregister.gov/documents/2026/08/25/2026-17338/reduction-in-force-appeals-correction,https://www.govinfo.gov/content/pkg/FR-2026-08-25/pdf/2026-17338.pdf,True
