document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
2026-14654,"Action by the United States in the Investigation Under Section 301 of the Trade Act of 1974 of Brazil's Acts, Policies, and Practices Related to Digital Trade and Electronic Payment Services; Unfair, Preferential Tariffs; Anti-Corruption Enforcement; Intellectual Property Protection; Ethanol Market Access; and Illegal Deforestation",Presidential Document,,2026-07-20,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/07/20/2026-14654/action-by-the-united-states-in-the-investigation-under-section-301-of-the-trade-act-of-1974-of,https://www.govinfo.gov/content/pkg/FR-2026-07-20/pdf/2026-14654.pdf,True
2026-14608,Board of Directors; Request for Nomination,Notice,Notice.,2026-07-20,,,Unified Carrier Registration Plan,,https://www.federalregister.gov/documents/2026/07/20/2026-14608/board-of-directors-request-for-nomination,https://www.govinfo.gov/content/pkg/FR-2026-07-20/pdf/2026-14608.pdf,True
2026-14607,"Notice of Public Hearing and Business Meeting August 5, 2026 and September 2, 2026",Notice,,2026-07-20,,,Delaware River Basin Commission,,https://www.federalregister.gov/documents/2026/07/20/2026-14607/notice-of-public-hearing-and-business-meeting-august-5-2026-and-september-2-2026,https://www.govinfo.gov/content/pkg/FR-2026-07-20/pdf/2026-14607.pdf,True
2026-14605,Generator Interconnection Programmatic Environmental Impact Statement,Notice,Notice of intent.,2026-07-20,,2026-08-14,Tennessee Valley Authority,,https://www.federalregister.gov/documents/2026/07/20/2026-14605/generator-interconnection-programmatic-environmental-impact-statement,https://www.govinfo.gov/content/pkg/FR-2026-07-20/pdf/2026-14605.pdf,True
2026-14602,"Lamb Meat; Institution of Investigation, Scheduling of Public Hearings, and Determination That the Investigation Is Extraordinarily Complicated",Notice,Notice of institution of investigation and scheduling of public hearings.,2026-07-20,,,International Trade Commission,Investigation No. TA-201-80,https://www.federalregister.gov/documents/2026/07/20/2026-14602/lamb-meat-institution-of-investigation-scheduling-of-public-hearings-and-determination-that-the,https://www.govinfo.gov/content/pkg/FR-2026-07-20/pdf/2026-14602.pdf,True
2026-14601,"United States Passports Invalid for Travel to, in, or Through the Democratic People's Republic of Korea (DPRK)",Notice,Notice of extension of passport travel restriction.,2026-07-20,2026-09-01,,State Department,Public Notice: 13073,https://www.federalregister.gov/documents/2026/07/20/2026-14601/united-states-passports-invalid-for-travel-to-in-or-through-the-democratic-peoples-republic-of-korea,https://www.govinfo.gov/content/pkg/FR-2026-07-20/pdf/2026-14601.pdf,True
2026-14600,"Chicago Rock Island & Pacific Railroad, LLC-Change of Operator Exemption- Railroad Line in Monterey and Santa Cruz Counties, Cal.",Notice,,2026-07-20,,,Surface Transportation Board,Docket No. FD 36944,https://www.federalregister.gov/documents/2026/07/20/2026-14600/chicago-rock-island-and-pacific-railroad-llc-change-of-operator-exemption--railroad-line-in-monterey,https://www.govinfo.gov/content/pkg/FR-2026-07-20/pdf/2026-14600.pdf,True
2026-14599,Office of the Secretary; Amended Notice of Meeting,Notice,,2026-07-20,,,Health and Human Services Department; National Institutes of Health,,https://www.federalregister.gov/documents/2026/07/20/2026-14599/office-of-the-secretary-amended-notice-of-meeting,https://www.govinfo.gov/content/pkg/FR-2026-07-20/pdf/2026-14599.pdf,True
2026-14598,"Drawbridge Operation Regulation; Newark Bay, Between the City of Newark and City of Bayonne, NJ",Rule,Final rule.,2026-07-20,2026-08-19,,Homeland Security Department; Coast Guard,Docket No. USCG-2025-0805,https://www.federalregister.gov/documents/2026/07/20/2026-14598/drawbridge-operation-regulation-newark-bay-between-the-city-of-newark-and-city-of-bayonne-nj,https://www.govinfo.gov/content/pkg/FR-2026-07-20/pdf/2026-14598.pdf,True
2026-14597,Lattice-Boom Crawler Cranes (LBCCs) From Japan; Determination,Notice,,2026-07-20,,,International Trade Commission,Investigation No. 731-TA-1742 (Final),https://www.federalregister.gov/documents/2026/07/20/2026-14597/lattice-boom-crawler-cranes-lbccs-from-japan-determination,https://www.govinfo.gov/content/pkg/FR-2026-07-20/pdf/2026-14597.pdf,True
2026-14596,Certain Foundry Coke; Notice of Institution of Investigation,Notice,Notice.,2026-07-20,,,International Trade Commission,Investigation No. 337-TA-1512,https://www.federalregister.gov/documents/2026/07/20/2026-14596/certain-foundry-coke-notice-of-institution-of-investigation,https://www.govinfo.gov/content/pkg/FR-2026-07-20/pdf/2026-14596.pdf,True
2026-14595,"Preserved Mushrooms From Chile, China, India, and Indonesia",Notice,,2026-07-20,,,International Trade Commission,Investigation Nos. 731-TA-776-779 (Fifth Review),https://www.federalregister.gov/documents/2026/07/20/2026-14595/preserved-mushrooms-from-chile-china-india-and-indonesia,https://www.govinfo.gov/content/pkg/FR-2026-07-20/pdf/2026-14595.pdf,True
2026-14594,"Welded Stainless Steel Line and Pressure Pipe From India, Turkey, and the United Arab Emirates; Institution of Antidumping and Countervailing Duty Investigations and Scheduling of Preliminary Phase Investigations",Notice,Notice.,2026-07-20,,,International Trade Commission,Investigation Nos. 701-TA-800-801 and 731-TA-1796-1798 (Preliminary),https://www.federalregister.gov/documents/2026/07/20/2026-14594/welded-stainless-steel-line-and-pressure-pipe-from-india-turkey-and-the-united-arab-emirates,https://www.govinfo.gov/content/pkg/FR-2026-07-20/pdf/2026-14594.pdf,True
2026-14593,Notice of Department of State Sanctions Action,Notice,Notice of Department of State sanctions actions pursuant to the Executive Order blocking property with respect to specified harmful foreign activities of the Government of the Russian Federation.,2026-07-20,,,State Department,Public Notice: 13071,https://www.federalregister.gov/documents/2026/07/20/2026-14593/notice-of-department-of-state-sanctions-action,https://www.govinfo.gov/content/pkg/FR-2026-07-20/pdf/2026-14593.pdf,True
2026-14592,Atlantic Highly Migratory Species; Atlantic Bluefin Tuna Fisheries; Closure of the Harpoon Category Fishery for 2026,Rule,Temporary rule; closure.,2026-07-20,2026-07-17,,Commerce Department; National Oceanic and Atmospheric Administration,Docket No. 220919-0193; RTID 0648-XF885,https://www.federalregister.gov/documents/2026/07/20/2026-14592/atlantic-highly-migratory-species-atlantic-bluefin-tuna-fisheries-closure-of-the-harpoon-category,https://www.govinfo.gov/content/pkg/FR-2026-07-20/pdf/2026-14592.pdf,True
2026-14591,"R.J. Fortier Hydropower, Inc.; Notice of Intent To Prepare an Environmental Assessment",Notice,,2026-07-20,,,Energy Department; Federal Energy Regulatory Commission,Project No. 8791-005,https://www.federalregister.gov/documents/2026/07/20/2026-14591/rj-fortier-hydropower-inc-notice-of-intent-to-prepare-an-environmental-assessment,https://www.govinfo.gov/content/pkg/FR-2026-07-20/pdf/2026-14591.pdf,True
2026-14590,"MountainWest Overthrust Pipeline, LLC; Notice of Application and Establishing Intervention Deadline",Notice,,2026-07-20,,,Energy Department; Federal Energy Regulatory Commission,Docket No. CP26-550-000,https://www.federalregister.gov/documents/2026/07/20/2026-14590/mountainwest-overthrust-pipeline-llc-notice-of-application-and-establishing-intervention-deadline,https://www.govinfo.gov/content/pkg/FR-2026-07-20/pdf/2026-14590.pdf,True
2026-14589,Reporting Forms and Instructions Associated With Requirements and Standards for FDIC-Supervised Permitted Payment Stablecoin Issuers,Notice,Notice and request for comment.,2026-07-20,,2026-09-18,Federal Deposit Insurance Corporation,OMB No. 3064-0225,https://www.federalregister.gov/documents/2026/07/20/2026-14589/reporting-forms-and-instructions-associated-with-requirements-and-standards-for-fdic-supervised,https://www.govinfo.gov/content/pkg/FR-2026-07-20/pdf/2026-14589.pdf,True
2026-14588,Reporting and Recordkeeping Requirements Under OMB Review,Notice,30-Day notice.,2026-07-20,,2026-08-19,Small Business Administration,,https://www.federalregister.gov/documents/2026/07/20/2026-14588/reporting-and-recordkeeping-requirements-under-omb-review,https://www.govinfo.gov/content/pkg/FR-2026-07-20/pdf/2026-14588.pdf,True
2026-14587,Privacy Act of 1974; System of Records,Notice,Extension of comment period for and the effective date of the new routine use under modified system of records.,2026-07-20,2026-06-23,,Health and Human Services Department; Children and Families Administration,,https://www.federalregister.gov/documents/2026/07/20/2026-14587/privacy-act-of-1974-system-of-records,https://www.govinfo.gov/content/pkg/FR-2026-07-20/pdf/2026-14587.pdf,True
2026-14586,Reporting and Recordkeeping Requirements Under OMB Review,Notice,30-Day notice.,2026-07-20,,2026-08-19,Small Business Administration,,https://www.federalregister.gov/documents/2026/07/20/2026-14586/reporting-and-recordkeeping-requirements-under-omb-review,https://www.govinfo.gov/content/pkg/FR-2026-07-20/pdf/2026-14586.pdf,True
2026-14585,Request for Nominations for Members To Serve on National Institute of Standards and Technology Federal Advisory Committees,Notice,Notice.,2026-07-20,,,Commerce Department; National Institute of Standards and Technology,,https://www.federalregister.gov/documents/2026/07/20/2026-14585/request-for-nominations-for-members-to-serve-on-national-institute-of-standards-and-technology,https://www.govinfo.gov/content/pkg/FR-2026-07-20/pdf/2026-14585.pdf,True
2026-14584,"Safety Zones; Delaware River Dredging, Marcus Hook, PA",Rule,Temporary interim rule and request for comments.,2026-07-20,2026-07-20,2026-08-19,Homeland Security Department; Coast Guard,Docket Number USCG-2026-0831,https://www.federalregister.gov/documents/2026/07/20/2026-14584/safety-zones-delaware-river-dredging-marcus-hook-pa,https://www.govinfo.gov/content/pkg/FR-2026-07-20/pdf/2026-14584.pdf,True
2026-14583,Medicare Program; Inflation Reduction Act of 2022 (IRA) Medicare Drug Price Negotiation Program Draft Guidance; Comment Request,Notice,Notice.,2026-07-20,,2026-09-18,Health and Human Services Department; Centers for Medicare & Medicaid Services,CMS-4219-N,https://www.federalregister.gov/documents/2026/07/20/2026-14583/medicare-program-inflation-reduction-act-of-2022-ira-medicare-drug-price-negotiation-program-draft,https://www.govinfo.gov/content/pkg/FR-2026-07-20/pdf/2026-14583.pdf,True
2026-14582,Agency Information Collection Activities: Requests for Comments; Clearance of a Renewed Approval of Information Collection: Flight Engineers and Flight Navigators,Notice,Notice and request for comments.,2026-07-20,,2026-08-19,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-4678,https://www.federalregister.gov/documents/2026/07/20/2026-14582/agency-information-collection-activities-requests-for-comments-clearance-of-a-renewed-approval-of,https://www.govinfo.gov/content/pkg/FR-2026-07-20/pdf/2026-14582.pdf,True
2026-14581,Sunshine Act Meetings,Notice,,2026-07-20,,,Securities and Exchange Commission,,https://www.federalregister.gov/documents/2026/07/20/2026-14581/sunshine-act-meetings,https://www.govinfo.gov/content/pkg/FR-2026-07-20/pdf/2026-14581.pdf,True
