document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
2026-18046,Continuation of the National Emergency With Respect to Foreign Interference in or Undermining Public Confidence in United States Elections,Presidential Document,,2026-09-02,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/09/02/2026-18046/continuation-of-the-national-emergency-with-respect-to-foreign-interference-in-or-undermining-public,https://www.govinfo.gov/content/pkg/FR-2026-09-02/pdf/2026-18046.pdf,True
2026-18020,Honoring the American History of the Great Lakes and Renaming Lake Ontario as Lake America,Presidential Document,,2026-09-02,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/09/02/2026-18020/honoring-the-american-history-of-the-great-lakes-and-renaming-lake-ontario-as-lake-america,https://www.govinfo.gov/content/pkg/FR-2026-09-02/pdf/2026-18020.pdf,True
2026-17991,Prospective Grant of an Exclusive Patent License: Development and Commercialization of Mifepristone and Analogues To Treat Hypercortisolism-Related Insulin Resistance Disorders,Notice,Notice.,2026-09-02,,2026-09-17,Health and Human Services Department; National Institutes of Health,,https://www.federalregister.gov/documents/2026/09/02/2026-17991/prospective-grant-of-an-exclusive-patent-license-development-and-commercialization-of-mifepristone,https://www.govinfo.gov/content/pkg/FR-2026-09-02/pdf/2026-17991.pdf,True
2026-17987,Updated Minimum Performance Standards for Commercialization for Firms That Receive Funding Through the Small Business Innovation Research (SBIR) and Small Business Technology Transfer (STTR) Programs,Notice,Notice and request for comment.,2026-09-02,2026-11-15,,Small Business Administration,,https://www.federalregister.gov/documents/2026/09/02/2026-17987/updated-minimum-performance-standards-for-commercialization-for-firms-that-receive-funding-through,https://www.govinfo.gov/content/pkg/FR-2026-09-02/pdf/2026-17987.pdf,True
2026-17985,"Notice of August 31, 2026 Decisions on Petitions for Small Refinery Exemptions Under the Renewable Fuel Standard Program",Notice,Decision on petitions.,2026-09-02,,,Environmental Protection Agency,FRL-13562-01-OAR,https://www.federalregister.gov/documents/2026/09/02/2026-17985/notice-of-august-31-2026-decisions-on-petitions-for-small-refinery-exemptions-under-the-renewable,https://www.govinfo.gov/content/pkg/FR-2026-09-02/pdf/2026-17985.pdf,True
2026-17984,Arms Sales Notification; Correction,Notice,Arms sales notice; correction.,2026-09-02,,,Defense Department; ,Transmittal No. 26-61,https://www.federalregister.gov/documents/2026/09/02/2026-17984/arms-sales-notification-correction,https://www.govinfo.gov/content/pkg/FR-2026-09-02/pdf/2026-17984.pdf,True
2026-17983,Takes of Endangered and Threatened Species Incidental to Specified Activities; Notice of Issuance for Incidental Take Permit No. 29887 to Texas Parks and Wildlife Department,Notice,Notice; issuance of permit.,2026-09-02,,,Commerce Department; National Oceanic and Atmospheric Administration,RTID 0648-XF930,https://www.federalregister.gov/documents/2026/09/02/2026-17983/takes-of-endangered-and-threatened-species-incidental-to-specified-activities-notice-of-issuance-for,https://www.govinfo.gov/content/pkg/FR-2026-09-02/pdf/2026-17983.pdf,True
2026-17982,Submission for Office of Management and Budget Review; TANF Contingency Fund Application,Notice,Request for public comments.,2026-09-02,,2026-10-02,Health and Human Services Department; Children and Families Administration,,https://www.federalregister.gov/documents/2026/09/02/2026-17982/submission-for-office-of-management-and-budget-review-tanf-contingency-fund-application,https://www.govinfo.gov/content/pkg/FR-2026-09-02/pdf/2026-17982.pdf,True
2026-17981,Polyethylene Terephthalate Resin From the Sultanate of Oman: Amended Final Results of Antidumping Duty Administrative Review; 2023-2024,Notice,,2026-09-02,,,Commerce Department; International Trade Administration,A-523-810,https://www.federalregister.gov/documents/2026/09/02/2026-17981/polyethylene-terephthalate-resin-from-the-sultanate-of-oman-amended-final-results-of-antidumping,https://www.govinfo.gov/content/pkg/FR-2026-09-02/pdf/2026-17981.pdf,True
2026-17980,Arms Sales Notification,Notice,Arms sales notice.,2026-09-02,,,Defense Department; ,Transmittal No. 0D-26,https://www.federalregister.gov/documents/2026/09/02/2026-17980/arms-sales-notification,https://www.govinfo.gov/content/pkg/FR-2026-09-02/pdf/2026-17980.pdf,True
2026-17979,Repeal of Fossil Fuel Restrictions for New Federal Buildings and Major Renovations of Federal Buildings,Rule,Notification of stay.,2026-09-02,,,Energy Department,EERE-2026-FEMP-0067,https://www.federalregister.gov/documents/2026/09/02/2026-17979/repeal-of-fossil-fuel-restrictions-for-new-federal-buildings-and-major-renovations-of-federal,https://www.govinfo.gov/content/pkg/FR-2026-09-02/pdf/2026-17979.pdf,True
2026-17978,"Safety Zone; Bay Bridge Paddle; Chesapeake Bay, Annapolis, MD",Rule,Temporary final rule.,2026-09-02,2026-09-13,,Homeland Security Department; Coast Guard,Docket Number USCG-2026-1126,https://www.federalregister.gov/documents/2026/09/02/2026-17978/safety-zone-bay-bridge-paddle-chesapeake-bay-annapolis-md,https://www.govinfo.gov/content/pkg/FR-2026-09-02/pdf/2026-17978.pdf,True
2026-17976,North Pacific Fishery Management Council; Public Meeting,Notice,Notice of web conference.,2026-09-02,,,Commerce Department; National Oceanic and Atmospheric Administration,RTID 0648-XG022,https://www.federalregister.gov/documents/2026/09/02/2026-17976/north-pacific-fishery-management-council-public-meeting,https://www.govinfo.gov/content/pkg/FR-2026-09-02/pdf/2026-17976.pdf,True
2026-17975,Privacy Act of 1974; System of Records,Notice,Rescindment of a system of records notice.,2026-09-02,,,State Department,Public Notice: 13100,https://www.federalregister.gov/documents/2026/09/02/2026-17975/privacy-act-of-1974-system-of-records,https://www.govinfo.gov/content/pkg/FR-2026-09-02/pdf/2026-17975.pdf,True
2026-17974,30-Day Notice for the “Arts Basic Survey”; Proposed Collection; Comment Request,Notice,"Notice, request for comments, collection of information.",2026-09-02,,,National Foundation on the Arts and the Humanities; National Endowment for the Arts,,https://www.federalregister.gov/documents/2026/09/02/2026-17974/30-day-notice-for-the-arts-basic-survey-proposed-collection-comment-request,https://www.govinfo.gov/content/pkg/FR-2026-09-02/pdf/2026-17974.pdf,True
2026-17973,Administrative Disaster Declaration of a Rural Area for the State of Missouri,Notice,Notice.,2026-09-02,,,Small Business Administration,Disaster Declaration #21819 and #21820; MISSOURI Disaster Number MO-20033,https://www.federalregister.gov/documents/2026/09/02/2026-17973/administrative-disaster-declaration-of-a-rural-area-for-the-state-of-missouri,https://www.govinfo.gov/content/pkg/FR-2026-09-02/pdf/2026-17973.pdf,True
2026-17972,Submission for OMB Review; Comment Request,Notice,30-Day information collection notice.,2026-09-02,,2026-10-02,Defense Department; ,Docket ID: DOD-2026-OS-1024,https://www.federalregister.gov/documents/2026/09/02/2026-17972/submission-for-omb-review-comment-request,https://www.govinfo.gov/content/pkg/FR-2026-09-02/pdf/2026-17972.pdf,True
2026-17971,"Safety Zone; Lake St. Clair, Grosse Pointe Farms, MI",Rule,Temporary final rule.,2026-09-02,2026-09-05,,Homeland Security Department; Coast Guard,Docket Number USCG-2026-1096,https://www.federalregister.gov/documents/2026/09/02/2026-17971/safety-zone-lake-st-clair-grosse-pointe-farms-mi,https://www.govinfo.gov/content/pkg/FR-2026-09-02/pdf/2026-17971.pdf,True
2026-17970,Agency Information Collection Activities: Submission for OMB Review; Comment Request,Notice,Notice.,2026-09-02,,2026-10-02,Health and Human Services Department; Centers for Medicare & Medicaid Services,Document Identifiers: CMS-10249 and CMS-10553,https://www.federalregister.gov/documents/2026/09/02/2026-17970/agency-information-collection-activities-submission-for-omb-review-comment-request,https://www.govinfo.gov/content/pkg/FR-2026-09-02/pdf/2026-17970.pdf,True
2026-17969,Notice of Final Federal Agency Actions on Proposed Transportation Project in Massachusetts,Notice,Notice of limitation on claims for judicial review of Actions by FHWA.,2026-09-02,,,Transportation Department; Federal Highway Administration,,https://www.federalregister.gov/documents/2026/09/02/2026-17969/notice-of-final-federal-agency-actions-on-proposed-transportation-project-in-massachusetts,https://www.govinfo.gov/content/pkg/FR-2026-09-02/pdf/2026-17969.pdf,True
