document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
2026-16567,Airworthiness Directives; Airbus SAS Airplanes,Proposed Rule,Notice of proposed rulemaking (NPRM).,2026-08-13,,2026-09-28,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-8780; Project Identifier MCAI-2026-00262-T,https://www.federalregister.gov/documents/2026/08/13/2026-16567/airworthiness-directives-airbus-sas-airplanes,https://www.govinfo.gov/content/pkg/FR-2026-08-13/pdf/2026-16567.pdf,True
2026-16566,Airworthiness Directives; Airbus SAS Airplanes,Proposed Rule,Notice of proposed rulemaking (NPRM).,2026-08-13,,2026-09-28,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-8779; Project Identifier MCAI-2025-01748-T,https://www.federalregister.gov/documents/2026/08/13/2026-16566/airworthiness-directives-airbus-sas-airplanes,https://www.govinfo.gov/content/pkg/FR-2026-08-13/pdf/2026-16566.pdf,True
2026-16564,Air Plan Approval; Commonwealth of Virginia; Transfer of Authority and Requests for Certain Public Hearings on Air Permits,Proposed Rule,Proposed rule.,2026-08-13,,2026-09-14,Environmental Protection Agency,EPA-R03-OAR-2026-2379; FRL-12939-01-R3,https://www.federalregister.gov/documents/2026/08/13/2026-16564/air-plan-approval-commonwealth-of-virginia-transfer-of-authority-and-requests-for-certain-public,https://www.govinfo.gov/content/pkg/FR-2026-08-13/pdf/2026-16564.pdf,True
2026-16554,Presidential Declaration Amendment of a Major Disaster for the State of Louisiana,Notice,Amendment 3.,2026-08-13,,,Small Business Administration,Disaster Declaration #21662 and #21663; LOUISIANA Disaster Number LA-20018,https://www.federalregister.gov/documents/2026/08/13/2026-16554/presidential-declaration-amendment-of-a-major-disaster-for-the-state-of-louisiana,https://www.govinfo.gov/content/pkg/FR-2026-08-13/pdf/2026-16554.pdf,True
2026-16553,"Certain Frozen Fish Fillets From the Socialist Republic of Vietnam: Final Results and Rescission, in Part, of Antidumping Duty Administrative Review; 2023-2024",Notice,,2026-08-13,,,Commerce Department; International Trade Administration,A-552-801,https://www.federalregister.gov/documents/2026/08/13/2026-16553/certain-frozen-fish-fillets-from-the-socialist-republic-of-vietnam-final-results-and-rescission-in,https://www.govinfo.gov/content/pkg/FR-2026-08-13/pdf/2026-16553.pdf,True
2026-16552,Taking and Importing Marine Mammals; Taking Marine Mammals Incidental to Geophysical Surveys Related to Oil and Gas Activities in the Gulf of America,Notice,Notice; issuance of letter of authorization.,2026-08-13,2026-08-11,,Commerce Department; National Oceanic and Atmospheric Administration,RTID 0648-XF914,https://www.federalregister.gov/documents/2026/08/13/2026-16552/taking-and-importing-marine-mammals-taking-marine-mammals-incidental-to-geophysical-surveys-related,https://www.govinfo.gov/content/pkg/FR-2026-08-13/pdf/2026-16552.pdf,True
2026-16551,Presidential Declaration Amendment of a Major Disaster for Public Assistance Only for the State of Louisiana,Notice,Amendment 1.,2026-08-13,,,Small Business Administration,Disaster Declaration #21741 and #21742; LOUISIANA Disaster Number LA-20021,https://www.federalregister.gov/documents/2026/08/13/2026-16551/presidential-declaration-amendment-of-a-major-disaster-for-public-assistance-only-for-the-state-of,https://www.govinfo.gov/content/pkg/FR-2026-08-13/pdf/2026-16551.pdf,True
2026-16550,Quarterly Update to Annual Listing of Foreign Government Subsidies on Articles of Cheese Subject to an In-Quota Rate of Duty,Notice,,2026-08-13,,2026-09-30,Commerce Department; International Trade Administration,,https://www.federalregister.gov/documents/2026/08/13/2026-16550/quarterly-update-to-annual-listing-of-foreign-government-subsidies-on-articles-of-cheese-subject-to,https://www.govinfo.gov/content/pkg/FR-2026-08-13/pdf/2026-16550.pdf,True
2026-16549,"Organic Soybean Meal From India: Preliminary Results and Rescission, in Part of Antidumping Duty Administrative Review; 2024-2025",Notice,,2026-08-13,,,Commerce Department; International Trade Administration,A-533-901,https://www.federalregister.gov/documents/2026/08/13/2026-16549/organic-soybean-meal-from-india-preliminary-results-and-rescission-in-part-of-antidumping-duty,https://www.govinfo.gov/content/pkg/FR-2026-08-13/pdf/2026-16549.pdf,True
2026-16548,Carbon and Alloy Steel Wire Rod From the Republic of Korea: Preliminary Results of Antidumping Duty Administrative Review; 2024-2025,Notice,,2026-08-13,,,Commerce Department; International Trade Administration,A-580-891,https://www.federalregister.gov/documents/2026/08/13/2026-16548/carbon-and-alloy-steel-wire-rod-from-the-republic-of-korea-preliminary-results-of-antidumping-duty,https://www.govinfo.gov/content/pkg/FR-2026-08-13/pdf/2026-16548.pdf,True
