document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
2026-14549,Modifying the Grand Staircase-Escalante National Monument,Presidential Document,,2026-07-17,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/07/17/2026-14549/modifying-the-grand-staircase-escalante-national-monument,https://www.govinfo.gov/content/pkg/FR-2026-07-17/pdf/2026-14549.pdf,True
2026-14548,Modifying the Bears Ears National Monument,Presidential Document,,2026-07-17,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/07/17/2026-14548/modifying-the-bears-ears-national-monument,https://www.govinfo.gov/content/pkg/FR-2026-07-17/pdf/2026-14548.pdf,True
2026-14547,Death of Senator Lindsey Graham,Presidential Document,,2026-07-17,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/07/17/2026-14547/death-of-senator-lindsey-graham,https://www.govinfo.gov/content/pkg/FR-2026-07-17/pdf/2026-14547.pdf,True
2026-14534,Sunshine Act Meetings,Notice,,2026-07-17,,,Nuclear Regulatory Commission,NRC-2026-0001,https://www.federalregister.gov/documents/2026/07/17/2026-14534/sunshine-act-meetings,https://www.govinfo.gov/content/pkg/FR-2026-07-17/pdf/2026-14534.pdf,True
2026-14526,Self-Regulatory Organizations; NYSE American LLC; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend Rule 904 and Rule 905 To Increase Position and Exercise Limits for Options on iShares Bitcoin Trust ETF,Notice,,2026-07-17,,,Securities and Exchange Commission,Release No. 34-105919; File No. SR-NYSEAMER-2026-60,https://www.federalregister.gov/documents/2026/07/17/2026-14526/self-regulatory-organizations-nyse-american-llc-notice-of-filing-and-immediate-effectiveness-of,https://www.govinfo.gov/content/pkg/FR-2026-07-17/pdf/2026-14526.pdf,True
2026-14524,Fisheries of the Exclusive Economic Zone off Alaska; Amendment 129 to the Fishery Management Plan for Groundfish of the Bering Sea and Aleutian Islands Management Area; Amendment 58 to the Fishery Management Plan for Bering Sea Aleutian Islands King and Tanner Crabs; Economic Data Reporting Requirements Removal,Proposed Rule,Notice of availability of fishery management plan amendments; request for comments.,2026-07-17,,2026-09-15,Commerce Department; National Oceanic and Atmospheric Administration,,https://www.federalregister.gov/documents/2026/07/17/2026-14524/fisheries-of-the-exclusive-economic-zone-off-alaska-amendment-129-to-the-fishery-management-plan-for,https://www.govinfo.gov/content/pkg/FR-2026-07-17/pdf/2026-14524.pdf,True
2026-14511,Airworthiness Directives; Diamond Aircraft Industries GmbH,Rule,Final rule; request for comments.,2026-07-17,2026-07-20,2026-08-31,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-7216; Project Identifier MCAI-2026-00693-A; Amendment 39-23409; AD 2026-14-08,https://www.federalregister.gov/documents/2026/07/17/2026-14511/airworthiness-directives-diamond-aircraft-industries-gmbh,https://www.govinfo.gov/content/pkg/FR-2026-07-17/pdf/2026-14511.pdf,True
2026-14509,Margin Requirements for Uncleared Swaps for Swap Dealers and Major Swap Participants,Rule,Final rule.,2026-07-17,2026-08-17,,Commodity Futures Trading Commission,,https://www.federalregister.gov/documents/2026/07/17/2026-14509/margin-requirements-for-uncleared-swaps-for-swap-dealers-and-major-swap-participants,https://www.govinfo.gov/content/pkg/FR-2026-07-17/pdf/2026-14509.pdf,True
2026-14508,Privacy Act of 1974; System of Records,Notice,Notice of new systems of records.,2026-07-17,,,Postal Service,,https://www.federalregister.gov/documents/2026/07/17/2026-14508/privacy-act-of-1974-system-of-records,https://www.govinfo.gov/content/pkg/FR-2026-07-17/pdf/2026-14508.pdf,True
2026-14507,Aerospace Safety Advisory Panel; Meeting,Notice,Notice of meeting.,2026-07-17,,,National Aeronautics and Space Administration,Notice: 26-039,https://www.federalregister.gov/documents/2026/07/17/2026-14507/aerospace-safety-advisory-panel-meeting,https://www.govinfo.gov/content/pkg/FR-2026-07-17/pdf/2026-14507.pdf,True
2026-14506,"Tesla, Inc., Denial of Petition for Decision of Inconsequential Noncompliance",Notice,Denial of petition.,2026-07-17,,,Transportation Department; National Highway Traffic Safety Administration,Docket No. NHTSA-2024-0019; Notice 2,https://www.federalregister.gov/documents/2026/07/17/2026-14506/tesla-inc-denial-of-petition-for-decision-of-inconsequential-noncompliance,https://www.govinfo.gov/content/pkg/FR-2026-07-17/pdf/2026-14506.pdf,True
2026-14505,"Kennedy Lewis Capital Company, et al.",Notice,Notice.,2026-07-17,,,Securities and Exchange Commission,Investment Company Act Release No. 36253; File No. 812-15947,https://www.federalregister.gov/documents/2026/07/17/2026-14505/kennedy-lewis-capital-company-et-al,https://www.govinfo.gov/content/pkg/FR-2026-07-17/pdf/2026-14505.pdf,True
