document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
C1-2026-12542,Naturalization Application Fee Adjustments,Proposed Rule,,2026-07-08,,,Homeland Security Department,CIS No. 2834-25; DHS Docket No. USCIS-2026-0265,https://www.federalregister.gov/documents/2026/07/08/C1-2026-12542/naturalization-application-fee-adjustments,https://www.govinfo.gov/content/pkg/FR-2026-07-08/pdf/C1-2026-12542.pdf,True
2026-13842,250th Anniversary of the Adoption of the Declaration of Independence,Presidential Document,,2026-07-08,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/07/08/2026-13842/250th-anniversary-of-the-adoption-of-the-declaration-of-independence,https://www.govinfo.gov/content/pkg/FR-2026-07-08/pdf/2026-13842.pdf,True
2026-13821,Schedules of Controlled Substances: Placement of Tianeptine in Schedule I,Proposed Rule,Notice of proposed rulemaking.,2026-07-08,,2026-08-07,Justice Department; Drug Enforcement Administration,Docket No. DEA1596,https://www.federalregister.gov/documents/2026/07/08/2026-13821/schedules-of-controlled-substances-placement-of-tianeptine-in-schedule-i,https://www.govinfo.gov/content/pkg/FR-2026-07-08/pdf/2026-13821.pdf,True
2026-13811,Certain Mobile Electronic Devices; Notice of Request for Submissions on the Public Interest,Notice,Notice.,2026-07-08,,,International Trade Commission,Investigation No. 337-TA-1432,https://www.federalregister.gov/documents/2026/07/08/2026-13811/certain-mobile-electronic-devices-notice-of-request-for-submissions-on-the-public-interest,https://www.govinfo.gov/content/pkg/FR-2026-07-08/pdf/2026-13811.pdf,True
2026-13810,"Cellular, Tissue, and Gene Therapies Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments-Biologics License Application (BLA) 125827, From Replimune, Inc. for Vusolimogene Oderparepvec",Notice,Notice; establishment of a public docket; request for comments.,2026-07-08,,,Health and Human Services Department; Food and Drug Administration,Docket No. FDA-2026-N-7231,https://www.federalregister.gov/documents/2026/07/08/2026-13810/cellular-tissue-and-gene-therapies-advisory-committee-notice-of-meeting-establishment-of-a-public,https://www.govinfo.gov/content/pkg/FR-2026-07-08/pdf/2026-13810.pdf,True
2026-13809,Fisheries of the Northeastern United States; Omnibus Management Flexibility Amendment to New England Fishery Management Council Fishery Management Plans,Proposed Rule,Proposed rule; request for comments.,2026-07-08,,2026-08-07,Commerce Department; National Oceanic and Atmospheric Administration,Docket No.: 260702-0160,https://www.federalregister.gov/documents/2026/07/08/2026-13809/fisheries-of-the-northeastern-united-states-omnibus-management-flexibility-amendment-to-new-england,https://www.govinfo.gov/content/pkg/FR-2026-07-08/pdf/2026-13809.pdf,True
2026-13808,"Fisheries of the Caribbean, Gulf of America, and South Atlantic; Puerto Rico Fishery Management Plan; Amendment 4",Proposed Rule,Proposed rule; request for comments.,2026-07-08,,2026-08-07,Commerce Department; National Oceanic and Atmospheric Administration,Docket No. 260706-0162,https://www.federalregister.gov/documents/2026/07/08/2026-13808/fisheries-of-the-caribbean-gulf-of-america-and-south-atlantic-puerto-rico-fishery-management-plan,https://www.govinfo.gov/content/pkg/FR-2026-07-08/pdf/2026-13808.pdf,True
2026-13806,"Proposed Collection; 60-Day Comment Request: Generic Clearance for the Collection of Customer Participation and Performance Management With NIH Programs, Products, and Services (Office of the Director)",Notice,Notice.,2026-07-08,2026-08-07,,Health and Human Services Department; National Institutes of Health,,https://www.federalregister.gov/documents/2026/07/08/2026-13806/proposed-collection-60-day-comment-request-generic-clearance-for-the-collection-of-customer,https://www.govinfo.gov/content/pkg/FR-2026-07-08/pdf/2026-13806.pdf,True
2026-13805,Pipeline Safety: Repair Criteria for Hazardous Liquid and Gas Transmission Pipelines,Proposed Rule,Notice of proposed rulemaking (NPRM).,2026-07-08,,2026-09-08,Transportation Department; Pipeline and Hazardous Materials Safety Administration,Docket No. PHMSA-2025-0019,https://www.federalregister.gov/documents/2026/07/08/2026-13805/pipeline-safety-repair-criteria-for-hazardous-liquid-and-gas-transmission-pipelines,https://www.govinfo.gov/content/pkg/FR-2026-07-08/pdf/2026-13805.pdf,True
2026-13804,"Submission for Review: 3206-NEW, Request for Reduction or Cancellation of Federal Employees Group Life Insurance (FEGLI), RI 76-30",Notice,30-Day notice and request for comments.,2026-07-08,,2026-08-07,Personnel Management Office,,https://www.federalregister.gov/documents/2026/07/08/2026-13804/submission-for-review-3206-new-request-for-reduction-or-cancellation-of-federal-employees-group-life,https://www.govinfo.gov/content/pkg/FR-2026-07-08/pdf/2026-13804.pdf,True
2026-13803,Government Owned Invention Available for License: Method of Detecting Circulating Cell-Free HPV 6 and 11 DNA in Patients Afflicted With Diseases Caused by Chronic HPV 6 or 11 Infection and Use Thereof,Notice,Notice.,2026-07-08,,,Health and Human Services Department; National Institutes of Health,,https://www.federalregister.gov/documents/2026/07/08/2026-13803/government-owned-invention-available-for-license-method-of-detecting-circulating-cell-free-hpv-6-and,https://www.govinfo.gov/content/pkg/FR-2026-07-08/pdf/2026-13803.pdf,True
2026-13802,Government Owned Invention Available for License: Generating Conditional and Reverse Conditional Loss-of-Function Alleles in Mouse Casq2,Notice,Notice.,2026-07-08,,,Health and Human Services Department; National Institutes of Health,,https://www.federalregister.gov/documents/2026/07/08/2026-13802/government-owned-invention-available-for-license-generating-conditional-and-reverse-conditional,https://www.govinfo.gov/content/pkg/FR-2026-07-08/pdf/2026-13802.pdf,True
2026-13801,Age Search Fee Structure,Rule,Final rule.,2026-07-08,2026-08-07,,Commerce Department; Census Bureau,Docket No: 260701-0159,https://www.federalregister.gov/documents/2026/07/08/2026-13801/age-search-fee-structure,https://www.govinfo.gov/content/pkg/FR-2026-07-08/pdf/2026-13801.pdf,True
2026-13800,Environmental Technologies Trade Advisory Committee,Notice,Notice of an open meeting of a Federal Advisory Committee.,2026-07-08,,,Commerce Department; International Trade Administration,,https://www.federalregister.gov/documents/2026/07/08/2026-13800/environmental-technologies-trade-advisory-committee,https://www.govinfo.gov/content/pkg/FR-2026-07-08/pdf/2026-13800.pdf,True
