document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
2026-12131,Pacific Halibut Fisheries of the West Coast; Annual Management Measures for the 2026 Area 2A Pacific Halibut Directed Commercial Fishery,Rule,Final rule.,2026-06-16,2026-06-15,,Commerce Department; National Oceanic and Atmospheric Administration,RTID 0648-XF466; Docket No. 260611-0141,https://www.federalregister.gov/documents/2026/06/16/2026-12131/pacific-halibut-fisheries-of-the-west-coast-annual-management-measures-for-the-2026-area-2a-pacific,https://www.govinfo.gov/content/pkg/FR-2026-06-16/pdf/2026-12131.pdf,True
2026-12115,Notice of Determinations; Culturally Significant Objects Being Imported for Exhibition-Determinations: “Krasner and Pollock: Past Continuous” Exhibition,Notice,,2026-06-16,,,State Department,Public Notice: 13041,https://www.federalregister.gov/documents/2026/06/16/2026-12115/notice-of-determinations-culturally-significant-objects-being-imported-for-exhibition-determinations,https://www.govinfo.gov/content/pkg/FR-2026-06-16/pdf/2026-12115.pdf,True
2026-12114,Information Collection Being Reviewed by the Federal Communications Commission Under Delegated Authority,Notice,Notice; request for comments.,2026-06-16,,2026-08-17,Federal Communications Commission,OMB 3060-0745; FR ID 351348,https://www.federalregister.gov/documents/2026/06/16/2026-12114/information-collection-being-reviewed-by-the-federal-communications-commission-under-delegated,https://www.govinfo.gov/content/pkg/FR-2026-06-16/pdf/2026-12114.pdf,True
2026-12113,Environmental Technologies Trade Advisory Committee,Notice,Solicitation of nominations for membership for the Environmental Technologies Trade Advisory Committee.,2026-06-16,,,Commerce Department; International Trade Administration,,https://www.federalregister.gov/documents/2026/06/16/2026-12113/environmental-technologies-trade-advisory-committee,https://www.govinfo.gov/content/pkg/FR-2026-06-16/pdf/2026-12113.pdf,True
2026-12112,Mid-Atlantic Fishery Management Council (MAFMC); Public Meeting,Notice,Notice of public meeting.,2026-06-16,,,Commerce Department; National Oceanic and Atmospheric Administration,RTID 0648-XF691,https://www.federalregister.gov/documents/2026/06/16/2026-12112/mid-atlantic-fishery-management-council-mafmc-public-meeting,https://www.govinfo.gov/content/pkg/FR-2026-06-16/pdf/2026-12112.pdf,True
2026-12111,"Takes of Marine Mammals Incidental to Specified Activities; Taking Marine Mammals Incidental to S50S/LNG and S499 Bulkheads Replacement Project at Naval Station Newport, Rhode Island",Notice,Notice; issuance of incidental harassment authorizations.,2026-06-16,,,Commerce Department; National Oceanic and Atmospheric Administration,RTID 0648-XF707,https://www.federalregister.gov/documents/2026/06/16/2026-12111/takes-of-marine-mammals-incidental-to-specified-activities-taking-marine-mammals-incidental-to,https://www.govinfo.gov/content/pkg/FR-2026-06-16/pdf/2026-12111.pdf,True
2026-12110,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Comment Request; Application for Approval To Participate in Federal Student Aid Programs,Notice,Notice.,2026-06-16,,2026-07-16,Education Department,Docket No.: ED-2026-SCC-1288,https://www.federalregister.gov/documents/2026/06/16/2026-12110/agency-information-collection-activities-submission-to-the-office-of-management-and-budget-for,https://www.govinfo.gov/content/pkg/FR-2026-06-16/pdf/2026-12110.pdf,True
2026-12109,Nebraska Public Power District; Cooper Nuclear Station; Notice of Intent To Conduct Scoping Process and Prepare Supplemental Environmental Impact Statement,Notice,Notice; request for comment.,2026-06-16,,2026-07-16,Nuclear Regulatory Commission,Docket No. 50-298; NRC-2026-2344,https://www.federalregister.gov/documents/2026/06/16/2026-12109/nebraska-public-power-district-cooper-nuclear-station-notice-of-intent-to-conduct-scoping-process,https://www.govinfo.gov/content/pkg/FR-2026-06-16/pdf/2026-12109.pdf,True
2026-12108,"Fisheries Off West Coast States; Extension of Emergency Action To Temporarily Increase 2026 Harvest Specifications and Sector Allocations for Shortspine Thornyhead, Canary Rockfish, and Petrale Sole",Rule,Temporary rule; extension of emergency action.,2026-06-16,2026-07-20,,Commerce Department; National Oceanic and Atmospheric Administration,Docket No. 260116-0030,https://www.federalregister.gov/documents/2026/06/16/2026-12108/fisheries-off-west-coast-states-extension-of-emergency-action-to-temporarily-increase-2026-harvest,https://www.govinfo.gov/content/pkg/FR-2026-06-16/pdf/2026-12108.pdf,True
2026-12107,Agency Information Collection Request; 30-Day Public Comment Request,Notice,Notice.,2026-06-16,,2026-07-16,Health and Human Services Department,Document Identifier: OS-4040-0010,https://www.federalregister.gov/documents/2026/06/16/2026-12107/agency-information-collection-request-30-day-public-comment-request,https://www.govinfo.gov/content/pkg/FR-2026-06-16/pdf/2026-12107.pdf,True
