document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
C1-2026-11045,"Submission for OMB Review; 30-Day Comment Request Regular Clearance for the National Institute of Mental Health Data Archive (NDA), (NIMH)",Notice,,2026-06-12,,,Health and Human Services Department; National Institutes of Health,,https://www.federalregister.gov/documents/2026/06/12/C1-2026-11045/submission-for-omb-review-30-day-comment-request-regular-clearance-for-the-national-institute-of,https://www.govinfo.gov/content/pkg/FR-2026-06-12/pdf/C1-2026-11045.pdf,True
2026-11921,Sunshine Act Meetings,Notice,,2026-06-12,,,Neighborhood Reinvestment Corporation,,https://www.federalregister.gov/documents/2026/06/12/2026-11921/sunshine-act-meetings,https://www.govinfo.gov/content/pkg/FR-2026-06-12/pdf/2026-11921.pdf,True
2026-11914,"Bluerock Private Real Estate Fund, et al.",Notice,Notice.,2026-06-12,,,Securities and Exchange Commission,Investment Company Act Release No. 36210; File No. 812-15805,https://www.federalregister.gov/documents/2026/06/12/2026-11914/bluerock-private-real-estate-fund-et-al,https://www.govinfo.gov/content/pkg/FR-2026-06-12/pdf/2026-11914.pdf,True
2026-11913,Large Vertical Shaft Engines From China; Scheduling of Expedited Five-Year Reviews,Notice,Notice.,2026-06-12,,,International Trade Commission,Investigation Nos. 701-TA-637 and 731-TA-1471 (Review),https://www.federalregister.gov/documents/2026/06/12/2026-11913/large-vertical-shaft-engines-from-china-scheduling-of-expedited-five-year-reviews,https://www.govinfo.gov/content/pkg/FR-2026-06-12/pdf/2026-11913.pdf,True
2026-11906,Proposed Priorities for Amendment Cycle,Notice,Notice; request for public comment.,2026-06-12,,2026-07-27,United States Sentencing Commission,,https://www.federalregister.gov/documents/2026/06/12/2026-11906/proposed-priorities-for-amendment-cycle,https://www.govinfo.gov/content/pkg/FR-2026-06-12/pdf/2026-11906.pdf,True
2026-11905,60-Day Notice of Intent To Seek Extension of Approval of Collection: System Diagram Maps,Notice,Notice and request for comments.,2026-06-12,,2026-08-11,Surface Transportation Board,,https://www.federalregister.gov/documents/2026/06/12/2026-11905/60-day-notice-of-intent-to-seek-extension-of-approval-of-collection-system-diagram-maps,https://www.govinfo.gov/content/pkg/FR-2026-06-12/pdf/2026-11905.pdf,True
2026-11904,"Establishment of Class E Airspace; Mullin, TX",Rule,Final rule.,2026-06-12,2026-10-29,,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-3765; Airspace Docket No. 26-ASW-6,https://www.federalregister.gov/documents/2026/06/12/2026-11904/establishment-of-class-e-airspace-mullin-tx,https://www.govinfo.gov/content/pkg/FR-2026-06-12/pdf/2026-11904.pdf,True
2026-11903,60-Day Notice of Intent To Seek Extension of Approval of Collection: Rail Depreciation Studies,Notice,Notice and request for comments.,2026-06-12,,2026-08-11,Surface Transportation Board,,https://www.federalregister.gov/documents/2026/06/12/2026-11903/60-day-notice-of-intent-to-seek-extension-of-approval-of-collection-rail-depreciation-studies,https://www.govinfo.gov/content/pkg/FR-2026-06-12/pdf/2026-11903.pdf,True
2026-11902,60-Day Notice of Intent To Seek Extension of Approval of Collection: Arbitration “Opt-In” Notices,Notice,Notice and request for comments.,2026-06-12,,2026-08-11,Surface Transportation Board,,https://www.federalregister.gov/documents/2026/06/12/2026-11902/60-day-notice-of-intent-to-seek-extension-of-approval-of-collection-arbitration-opt-in-notices,https://www.govinfo.gov/content/pkg/FR-2026-06-12/pdf/2026-11902.pdf,True
2026-11901,"60-Day Notice of Intent To Seek Extension of Approval of Collection: Recordations (Rail and Water Carrier Liens), Water Carrier Tariffs, and Agricultural Contract Summaries",Notice,Notice and request for comments.,2026-06-12,,2026-08-11,Surface Transportation Board,,https://www.federalregister.gov/documents/2026/06/12/2026-11901/60-day-notice-of-intent-to-seek-extension-of-approval-of-collection-recordations-rail-and-water,https://www.govinfo.gov/content/pkg/FR-2026-06-12/pdf/2026-11901.pdf,True
2026-11900,60-Day Notice of Intent To Seek Extension of Approval of Collection: Dispute Resolution Procedures Under the Fixing America's Surface Transportation Act,Notice,Notice and request for comments.,2026-06-12,,2026-08-11,Surface Transportation Board,,https://www.federalregister.gov/documents/2026/06/12/2026-11900/60-day-notice-of-intent-to-seek-extension-of-approval-of-collection-dispute-resolution-procedures,https://www.govinfo.gov/content/pkg/FR-2026-06-12/pdf/2026-11900.pdf,True
2026-11899,"Agency Information Collection Activities; Proposals, Submissions, and Approvals",Notice,Notice of request to reinstate a previously-approved information collection.,2026-06-12,,2026-08-11,National Archives and Records Administration,NARA-2026-020,https://www.federalregister.gov/documents/2026/06/12/2026-11899/agency-information-collection-activities-proposals-submissions-and-approvals,https://www.govinfo.gov/content/pkg/FR-2026-06-12/pdf/2026-11899.pdf,True
2026-11898,"Agency Information Collection Activities; Proposals, Submissions, and Approvals",Notice,Notice.,2026-06-12,,2026-08-11,National Archives and Records Administration,NARA-2026-022,https://www.federalregister.gov/documents/2026/06/12/2026-11898/agency-information-collection-activities-proposals-submissions-and-approvals,https://www.govinfo.gov/content/pkg/FR-2026-06-12/pdf/2026-11898.pdf,True
2026-11897,Agency Information Collection Activities: Submission for OMB Review; Comment Request,Notice,Notice of request to reinstate a previously-approved information collection.,2026-06-12,,2026-08-11,National Archives and Records Administration,NARA-2026-021,https://www.federalregister.gov/documents/2026/06/12/2026-11897/agency-information-collection-activities-submission-for-omb-review-comment-request,https://www.govinfo.gov/content/pkg/FR-2026-06-12/pdf/2026-11897.pdf,True
2026-11896,Notice of OFAC Sanctions Action,Notice,Notice.,2026-06-12,,,Treasury Department; Foreign Assets Control Office,,https://www.federalregister.gov/documents/2026/06/12/2026-11896/notice-of-ofac-sanctions-action,https://www.govinfo.gov/content/pkg/FR-2026-06-12/pdf/2026-11896.pdf,True
2026-11895,"Formations of, Acquisitions by, and Mergers of Bank Holding Companies",Notice,,2026-06-12,,,Federal Reserve System,,https://www.federalregister.gov/documents/2026/06/12/2026-11895/formations-of-acquisitions-by-and-mergers-of-bank-holding-companies,https://www.govinfo.gov/content/pkg/FR-2026-06-12/pdf/2026-11895.pdf,True
2026-11894,"60-Day Notice of Intent To Seek Extension of Approval: Report of Fuel Cost, Consumption, and Surcharge Revenue",Notice,Notice and request for comments.,2026-06-12,,2026-08-11,Surface Transportation Board,,https://www.federalregister.gov/documents/2026/06/12/2026-11894/60-day-notice-of-intent-to-seek-extension-of-approval-report-of-fuel-cost-consumption-and-surcharge,https://www.govinfo.gov/content/pkg/FR-2026-06-12/pdf/2026-11894.pdf,True
2026-11893,Notice Announcing Centers Aligned With Areas of National Need Program Competition,Notice,Notice.,2026-06-12,,2026-07-07,Education Department,,https://www.federalregister.gov/documents/2026/06/12/2026-11893/notice-announcing-centers-aligned-with-areas-of-national-need-program-competition,https://www.govinfo.gov/content/pkg/FR-2026-06-12/pdf/2026-11893.pdf,True
2026-11892,Proposed Collection; 60-Day Comment Request; Specimen Resource Locator (National Cancer Institute),Notice,Notice.,2026-06-12,2026-08-11,,Health and Human Services Department; National Institutes of Health,,https://www.federalregister.gov/documents/2026/06/12/2026-11892/proposed-collection-60-day-comment-request-specimen-resource-locator-national-cancer-institute,https://www.govinfo.gov/content/pkg/FR-2026-06-12/pdf/2026-11892.pdf,True
2026-11891,60-Day Notice of Proposed Information Collection:,Notice,Notice.,2026-06-12,,2026-08-11,Housing and Urban Development Department,Docket No. FR-7093-N-02; OMB Control No.: 2535-0113,https://www.federalregister.gov/documents/2026/06/12/2026-11891/60-day-notice-of-proposed-information-collection,https://www.govinfo.gov/content/pkg/FR-2026-06-12/pdf/2026-11891.pdf,True
2026-11890,National Institute of Biomedical Imaging and Bioengineering; Notice of Meeting,Notice,,2026-06-12,,,Health and Human Services Department; National Institutes of Health,,https://www.federalregister.gov/documents/2026/06/12/2026-11890/national-institute-of-biomedical-imaging-and-bioengineering-notice-of-meeting,https://www.govinfo.gov/content/pkg/FR-2026-06-12/pdf/2026-11890.pdf,True
2026-11889,Center for Scientific Review; Notice of Closed Meetings,Notice,,2026-06-12,,,Health and Human Services Department; National Institutes of Health,,https://www.federalregister.gov/documents/2026/06/12/2026-11889/center-for-scientific-review-notice-of-closed-meetings,https://www.govinfo.gov/content/pkg/FR-2026-06-12/pdf/2026-11889.pdf,True
2026-11888,Center for Scientific Review; Notice of Closed Meetings,Notice,,2026-06-12,,,Health and Human Services Department; National Institutes of Health,,https://www.federalregister.gov/documents/2026/06/12/2026-11888/center-for-scientific-review-notice-of-closed-meetings,https://www.govinfo.gov/content/pkg/FR-2026-06-12/pdf/2026-11888.pdf,True
2026-11887,Agency Information Collection Activities; Comment Request; AmeriCorps State and National Application Instructions,Notice,Notice of Information Collection; request for comment.,2026-06-12,,2026-08-11,Corporation for National and Community Service,,https://www.federalregister.gov/documents/2026/06/12/2026-11887/agency-information-collection-activities-comment-request-americorps-state-and-national-application,https://www.govinfo.gov/content/pkg/FR-2026-06-12/pdf/2026-11887.pdf,True
2026-11886,Agency Information Collection Activities; Submission to the Office of Management and Budget (OMB) for Review and Approval; Comment Request; DOC-Census Workforce Development Collection,Notice,"Notice of information collection, request for comment.",2026-06-12,,2026-08-11,Commerce Department; Census Bureau,,https://www.federalregister.gov/documents/2026/06/12/2026-11886/agency-information-collection-activities-submission-to-the-office-of-management-and-budget-omb-for,https://www.govinfo.gov/content/pkg/FR-2026-06-12/pdf/2026-11886.pdf,True
2026-11885,Hazardous and Solid Waste Management System: Disposal of Coal Combustion Residuals From Electric Utilities; Legacy/CCRMU Amendments; Extension of Comment Period,Proposed Rule,Proposed rule; extension of comment period.,2026-06-12,2026-04-13,2026-06-29,Environmental Protection Agency,EPA-HQ-OLEM-2020-0107; FRL-7814.3-03-OLEM,https://www.federalregister.gov/documents/2026/06/12/2026-11885/hazardous-and-solid-waste-management-system-disposal-of-coal-combustion-residuals-from-electric,https://www.govinfo.gov/content/pkg/FR-2026-06-12/pdf/2026-11885.pdf,True
