document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
C1-2026-13124,Allocation of Assets in Single-Employer Plans; Interest Assumptions for Valuing Benefits,Rule,,2026-07-29,,,Pension Benefit Guaranty Corporation,,https://www.federalregister.gov/documents/2026/07/29/C1-2026-13124/allocation-of-assets-in-single-employer-plans-interest-assumptions-for-valuing-benefits,https://www.govinfo.gov/content/pkg/FR-2026-07-29/pdf/C1-2026-13124.pdf,True
2026-15389,Continuation of the National Emergency With Respect to Brazil,Presidential Document,,2026-07-29,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/07/29/2026-15389/continuation-of-the-national-emergency-with-respect-to-brazil,https://www.govinfo.gov/content/pkg/FR-2026-07-29/pdf/2026-15389.pdf,True
2026-15357,Restoring Trust in the Smithsonian Institution,Presidential Document,,2026-07-29,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/07/29/2026-15357/restoring-trust-in-the-smithsonian-institution,https://www.govinfo.gov/content/pkg/FR-2026-07-29/pdf/2026-15357.pdf,True
2026-15321,"Amendment of Jet Routes J-190 and J-584 and Very High Frequency Omnidirectional Range Federal Airways V-170 and V-188 in the Vicinity of Slate Run, Pennsylvania",Proposed Rule,Notice of proposed rulemaking; correction; extension of comment period.,2026-07-29,,2026-09-14,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-7895; Airspace Docket No. 25-AGL-14,https://www.federalregister.gov/documents/2026/07/29/2026-15321/amendment-of-jet-routes-j-190-and-j-584-and-very-high-frequency-omnidirectional-range-federal,https://www.govinfo.gov/content/pkg/FR-2026-07-29/pdf/2026-15321.pdf,True
2026-15318,Agency Information Collection Activities: Proposed Renewal; Comment Request; Renewal Without Change of the Generic Clearance for the Collection of Qualitative Feedback on Agency Service Delivery,Notice,Notice and request for comments.,2026-07-29,,2026-09-28,Treasury Department; Financial Crimes Enforcement Network,,https://www.federalregister.gov/documents/2026/07/29/2026-15318/agency-information-collection-activities-proposed-renewal-comment-request-renewal-without-change-of,https://www.govinfo.gov/content/pkg/FR-2026-07-29/pdf/2026-15318.pdf,True
2026-15317,"Agency Information Collection Activities; Proposed eCollection, eComments Requested; Proposed New Collection Request; Title-Suspicious Orders of Controlled Substances",Notice,60-Day notice.,2026-07-29,,2026-09-28,Justice Department,OMB Number 1117-0056,https://www.federalregister.gov/documents/2026/07/29/2026-15317/agency-information-collection-activities-proposed-ecollection-ecomments-requested-proposed-new,https://www.govinfo.gov/content/pkg/FR-2026-07-29/pdf/2026-15317.pdf,True
2026-15316,"Fiscal Year (FY) 2026 Bus Safety, Accessibility, and Innovation Research Program",Notice,Notice of funding opportunity (NOFO).,2026-07-29,,2026-09-28,Transportation Department; Federal Transit Administration,,https://www.federalregister.gov/documents/2026/07/29/2026-15316/fiscal-year-fy-2026-bus-safety-accessibility-and-innovation-research-program,https://www.govinfo.gov/content/pkg/FR-2026-07-29/pdf/2026-15316.pdf,True
2026-15315,Notice of Award of a Sole Source Cooperative Agreement To Fund the Public Health Foundation,Notice,Notice.,2026-07-29,,,Health and Human Services Department; Centers for Disease Control and Prevention,,https://www.federalregister.gov/documents/2026/07/29/2026-15315/notice-of-award-of-a-sole-source-cooperative-agreement-to-fund-the-public-health-foundation,https://www.govinfo.gov/content/pkg/FR-2026-07-29/pdf/2026-15315.pdf,True
2026-15314,60-Day Notice of Proposed Information Collection: Generic Clearance for the Collection of Qualitative Feedback on Agency Service Delivery,Notice,Notice of request for public comment.,2026-07-29,,2026-09-28,State Department,Public Notice 13061,https://www.federalregister.gov/documents/2026/07/29/2026-15314/60-day-notice-of-proposed-information-collection-generic-clearance-for-the-collection-of-qualitative,https://www.govinfo.gov/content/pkg/FR-2026-07-29/pdf/2026-15314.pdf,True
2026-15313,Agency Information Collection Activity Under OMB Review: Healthcare Advancement and Partnerships (HAP) Recognition Application,Notice,Notice.,2026-07-29,,2026-08-28,Veterans Affairs Department,OMB Control No. 2900-NEW,https://www.federalregister.gov/documents/2026/07/29/2026-15313/agency-information-collection-activity-under-omb-review-healthcare-advancement-and-partnerships-hap,https://www.govinfo.gov/content/pkg/FR-2026-07-29/pdf/2026-15313.pdf,True
2026-15310,Air Declaration Zone Test: Extension,Notice,General notice.,2026-07-29,,,Homeland Security Department; U.S. Customs and Border Protection,,https://www.federalregister.gov/documents/2026/07/29/2026-15310/air-declaration-zone-test-extension,https://www.govinfo.gov/content/pkg/FR-2026-07-29/pdf/2026-15310.pdf,True
2026-15309,New England Fishery Management Council; Public Meeting,Notice,Notice of public meeting.,2026-07-29,,,Commerce Department; National Oceanic and Atmospheric Administration,RTID 0648-XF898,https://www.federalregister.gov/documents/2026/07/29/2026-15309/new-england-fishery-management-council-public-meeting,https://www.govinfo.gov/content/pkg/FR-2026-07-29/pdf/2026-15309.pdf,True
2026-15308,Airworthiness Directives; Airbus SAS Airplanes,Rule,Final rule.,2026-07-29,2026-09-02,,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-3874; Project Identifier MCAI-2025-01426-T; Amendment 39-23425; AD 2026-15-13,https://www.federalregister.gov/documents/2026/07/29/2026-15308/airworthiness-directives-airbus-sas-airplanes,https://www.govinfo.gov/content/pkg/FR-2026-07-29/pdf/2026-15308.pdf,True
2026-15307,Sunshine Act Meetings,Notice,,2026-07-29,,,Postal Service,,https://www.federalregister.gov/documents/2026/07/29/2026-15307/sunshine-act-meetings,https://www.govinfo.gov/content/pkg/FR-2026-07-29/pdf/2026-15307.pdf,True
2026-15306,Filing of Plats of Survey: Oregon/Washington,Notice,Notice of official filing.,2026-07-29,,,Interior Department; Land Management Bureau,A2407-014-004-065516; #02509-014-004-125222; LLOR957000,https://www.federalregister.gov/documents/2026/07/29/2026-15306/filing-of-plats-of-survey-oregonwashington,https://www.govinfo.gov/content/pkg/FR-2026-07-29/pdf/2026-15306.pdf,True
2026-15305,Agency Information Collection Activities; Proposed eCollection eComments Requested; Title-Medical History and Examination,Notice,30-Day notice.,2026-07-29,,2026-08-28,Justice Department,OMB Number 1117-0043,https://www.federalregister.gov/documents/2026/07/29/2026-15305/agency-information-collection-activities-proposed-ecollection-ecomments-requested-title-medical,https://www.govinfo.gov/content/pkg/FR-2026-07-29/pdf/2026-15305.pdf,True
2026-15304,"Information Collection: Regulatory Issue Summary, Importance of Giving the NRC Advance Notice of Intent To Pursue License Renewal",Notice,Renewal of existing information collection; request for comment.,2026-07-29,,2026-09-28,Nuclear Regulatory Commission,NRC-2026-0068,https://www.federalregister.gov/documents/2026/07/29/2026-15304/information-collection-regulatory-issue-summary-importance-of-giving-the-nrc-advance-notice-of,https://www.govinfo.gov/content/pkg/FR-2026-07-29/pdf/2026-15304.pdf,True
2026-15303,Medical Devices; Radiology Devices; Classification of the Phase-Changing Fiducial Marker for Radiation Therapy,Rule,Final amendment; final order.,2026-07-29,2026-07-29,,Health and Human Services Department; Food and Drug Administration,Docket No. FDA-2026-N-7955,https://www.federalregister.gov/documents/2026/07/29/2026-15303/medical-devices-radiology-devices-classification-of-the-phase-changing-fiducial-marker-for-radiation,https://www.govinfo.gov/content/pkg/FR-2026-07-29/pdf/2026-15303.pdf,True
2026-15302,Public Meeting of the National Geospatial Advisory Committee,Notice,Notice of public meeting.,2026-07-29,,,Interior Department; Geological Survey,Docket No. USGS-FACA-2026; GX26EE000101100,https://www.federalregister.gov/documents/2026/07/29/2026-15302/public-meeting-of-the-national-geospatial-advisory-committee,https://www.govinfo.gov/content/pkg/FR-2026-07-29/pdf/2026-15302.pdf,True
2026-15301,Implementation of Section 403 of the Senator Elizabeth Dole 21st Century Veterans Healthcare and Benefits Improvement Act,Notice,Notice.,2026-07-29,2026-07-29,,Veterans Affairs Department,Docket No. VA-2026-VACO-0001,https://www.federalregister.gov/documents/2026/07/29/2026-15301/implementation-of-section-403-of-the-senator-elizabeth-dole-21st-century-veterans-healthcare-and,https://www.govinfo.gov/content/pkg/FR-2026-07-29/pdf/2026-15301.pdf,True
2026-15300,"Safety Zone; Lake Ontario, Olcott, NY",Rule,Temporary final rule.,2026-07-29,2026-08-08,,Homeland Security Department; Coast Guard,Docket Number USCG-2026-0861,https://www.federalregister.gov/documents/2026/07/29/2026-15300/safety-zone-lake-ontario-olcott-ny,https://www.govinfo.gov/content/pkg/FR-2026-07-29/pdf/2026-15300.pdf,True
2026-15299,Endangered and Threatened Wildlife and Plants; Endangered Species Status for Florida Keys Mole Skink; Correction,Rule,Final rule; correction.,2026-07-29,2026-08-20,,Interior Department; Fish and Wildlife Service,Docket No. FWS-R4-ES-2022-0104; FXES1111090FEDR-267-FF09E21000,https://www.federalregister.gov/documents/2026/07/29/2026-15299/endangered-and-threatened-wildlife-and-plants-endangered-species-status-for-florida-keys-mole-skink,https://www.govinfo.gov/content/pkg/FR-2026-07-29/pdf/2026-15299.pdf,True
2026-15298,Endangered and Threatened Wildlife and Plants; Revised Designation of Critical Habitat for the Contiguous U.S. Distinct Population Segment of the Canada Lynx; Correction,Rule,Final rule; correction.,2026-07-29,,,Interior Department; Fish and Wildlife Service,Docket No. FWS-R6-ES-2024-0142; FXES1111090FEDR-267-FF09E21000,https://www.federalregister.gov/documents/2026/07/29/2026-15298/endangered-and-threatened-wildlife-and-plants-revised-designation-of-critical-habitat-for-the,https://www.govinfo.gov/content/pkg/FR-2026-07-29/pdf/2026-15298.pdf,True
2026-15297,"Statement of Organization, Functions, and Delegations of Authority",Notice,Notice.,2026-07-29,,,Health and Human Services Department; Food and Drug Administration,,https://www.federalregister.gov/documents/2026/07/29/2026-15297/statement-of-organization-functions-and-delegations-of-authority,https://www.govinfo.gov/content/pkg/FR-2026-07-29/pdf/2026-15297.pdf,True
2026-15296,Notice of Diabetes Mellitus Interagency Coordinating Committee Meeting,Notice,Notice.,2026-07-29,,,Health and Human Services Department; National Institutes of Health,,https://www.federalregister.gov/documents/2026/07/29/2026-15296/notice-of-diabetes-mellitus-interagency-coordinating-committee-meeting,https://www.govinfo.gov/content/pkg/FR-2026-07-29/pdf/2026-15296.pdf,True
2026-15294,Implementation of Fish and Fish Product Import Provisions of the Marine Mammal Protection Act,Proposed Rule,Advance notice of proposed rulemaking; request for comments.,2026-07-29,,2026-09-28,Commerce Department; National Oceanic and Atmospheric Administration,Docket No. 260723-0179,https://www.federalregister.gov/documents/2026/07/29/2026-15294/implementation-of-fish-and-fish-product-import-provisions-of-the-marine-mammal-protection-act,https://www.govinfo.gov/content/pkg/FR-2026-07-29/pdf/2026-15294.pdf,True
