document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
2026-19094,Airworthiness Directives; Pratt & Whitney Engines,Proposed Rule,Notice of proposed rulemaking (NPRM).,2026-09-17,,2026-10-19,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-8816; Project Identifier AD-2026-00605-E,https://www.federalregister.gov/documents/2026/09/17/2026-19094/airworthiness-directives-pratt-and-whitney-engines,https://www.govinfo.gov/content/pkg/FR-2026-09-17/pdf/2026-19094.pdf,True
2026-19093,Notice of Determinations; Culturally Significant Objects Being Imported for Exhibition-Determinations: “Masterpieces of Printmaking: 1460-Now” Exhibition,Notice,,2026-09-17,,,State Department,Public Notice: 13127,https://www.federalregister.gov/documents/2026/09/17/2026-19093/notice-of-determinations-culturally-significant-objects-being-imported-for-exhibition-determinations,https://www.govinfo.gov/content/pkg/FR-2026-09-17/pdf/2026-19093.pdf,True
2026-19092,"Science and Technology Reinvention Laboratory (STRL) Personnel Demonstration Project (PDP); Defense Health Agency (DHA) Research and Development (R&D) Activity, Fort Detrick, Frederick, Maryland",Notice,Notice of approval of demonstration project final plan.,2026-09-17,,,Defense Department; ,,https://www.federalregister.gov/documents/2026/09/17/2026-19092/science-and-technology-reinvention-laboratory-strl-personnel-demonstration-project-pdp-defense,https://www.govinfo.gov/content/pkg/FR-2026-09-17/pdf/2026-19092.pdf,True
2026-19091,Oil Country Tubular Goods From the Socialist Republic of Vietnam: Final Results of Antidumping Duty Administrative Review; 2023-2024,Notice,,2026-09-17,,,Commerce Department; International Trade Administration,A-552-817,https://www.federalregister.gov/documents/2026/09/17/2026-19091/oil-country-tubular-goods-from-the-socialist-republic-of-vietnam-final-results-of-antidumping-duty,https://www.govinfo.gov/content/pkg/FR-2026-09-17/pdf/2026-19091.pdf,True
2026-19090,Airworthiness Directives; Airbus SAS Airplanes,Proposed Rule,Notice of proposed rulemaking (NPRM).,2026-09-17,,2026-11-02,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-8812; Project Identifier MCAI-2025-01723-T,https://www.federalregister.gov/documents/2026/09/17/2026-19090/airworthiness-directives-airbus-sas-airplanes,https://www.govinfo.gov/content/pkg/FR-2026-09-17/pdf/2026-19090.pdf,True
2026-19089,Airworthiness Directives; ATR-GIE Avions de Transport Régional Airplanes,Proposed Rule,Notice of proposed rulemaking (NPRM).,2026-09-17,,2026-11-02,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-8813; Project Identifier MCAI-2026-00229-T,https://www.federalregister.gov/documents/2026/09/17/2026-19089/airworthiness-directives-atr-gie-avions-de-transport-rgional-airplanes,https://www.govinfo.gov/content/pkg/FR-2026-09-17/pdf/2026-19089.pdf,True
2026-19088,Information Collection Activities; Submission to the Office of Management and Budget (OMB) for Review and Approval; Comment Request; iEdison System,Notice,,2026-09-17,,,Commerce Department; National Institute of Standards and Technology,,https://www.federalregister.gov/documents/2026/09/17/2026-19088/information-collection-activities-submission-to-the-office-of-management-and-budget-omb-for-review,https://www.govinfo.gov/content/pkg/FR-2026-09-17/pdf/2026-19088.pdf,True
2026-19087,"Agency Information Collection Activities; Submission to the Office of Management and Budget (OMB) for Review and Approval; Comment Request; Current Population Survey, Annual Social and Economic Supplement",Notice,"Notice of information collection, request for comment.",2026-09-17,,2026-11-16,Commerce Department; Census Bureau,,https://www.federalregister.gov/documents/2026/09/17/2026-19087/agency-information-collection-activities-submission-to-the-office-of-management-and-budget-omb-for,https://www.govinfo.gov/content/pkg/FR-2026-09-17/pdf/2026-19087.pdf,True
2026-19086,Agency Information Collection Activities; Submission to the Office of Management and Budget (OMB) for Review and Approval; Comment Request; Analysis of and Review of Ocean Exploration Video Products,Notice,"Notice of information collection, request for comment.",2026-09-17,,2026-11-16,Commerce Department; National Oceanic and Atmospheric Administration,,https://www.federalregister.gov/documents/2026/09/17/2026-19086/agency-information-collection-activities-submission-to-the-office-of-management-and-budget-omb-for,https://www.govinfo.gov/content/pkg/FR-2026-09-17/pdf/2026-19086.pdf,True
2026-19085,Notice of Final Federal Agency Actions on Proposed Highway Projects in Texas,Notice,Notice of limitation on claims for judicial review.,2026-09-17,,,Transportation Department; Federal Highway Administration,,https://www.federalregister.gov/documents/2026/09/17/2026-19085/notice-of-final-federal-agency-actions-on-proposed-highway-projects-in-texas,https://www.govinfo.gov/content/pkg/FR-2026-09-17/pdf/2026-19085.pdf,True
