document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
2026-13588,Declaration of Emergency and Authorization for Temporary Duty-Free Importation of Phosphate Fertilizer From Morocco,Presidential Document,,2026-07-02,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/07/02/2026-13588/declaration-of-emergency-and-authorization-for-temporary-duty-free-importation-of-phosphate,https://www.govinfo.gov/content/pkg/FR-2026-07-02/pdf/2026-13588.pdf,True
2026-13491,Safety Zones; Northern California and Lake Tahoe Area Annual Fireworks Events,Rule,Notification of enforcement of regulation.,2026-07-02,,,Homeland Security Department; Coast Guard,Docket No. USCG-2026-0825,https://www.federalregister.gov/documents/2026/07/02/2026-13491/safety-zones-northern-california-and-lake-tahoe-area-annual-fireworks-events,https://www.govinfo.gov/content/pkg/FR-2026-07-02/pdf/2026-13491.pdf,True
2026-13487,"Safety Zone; San Pedro Channel, Newport Beach, CA",Rule,Temporary final rule.,2026-07-02,2026-07-04,,Homeland Security Department; Coast Guard,Docket Number USCG-2026-0741,https://www.federalregister.gov/documents/2026/07/02/2026-13487/safety-zone-san-pedro-channel-newport-beach-ca,https://www.govinfo.gov/content/pkg/FR-2026-07-02/pdf/2026-13487.pdf,True
2026-13485,"Federal Plan Requirements for Other Solid Waste Incineration Units That Commenced Construction on or Before August 31, 2020, and Have Not Been Modified or Reconstructed After August 29, 2025",Proposed Rule,Proposed rule.,2026-07-02,,2026-08-17,Environmental Protection Agency,EPA-HQ-OAR-2025-3028; FRL-12944-02-OAR,https://www.federalregister.gov/documents/2026/07/02/2026-13485/federal-plan-requirements-for-other-solid-waste-incineration-units-that-commenced-construction-on-or,https://www.govinfo.gov/content/pkg/FR-2026-07-02/pdf/2026-13485.pdf,True
2026-13484,"Safety Zone; Isthmus Cove, Santa Catalina Island, CA",Rule,Temporary final rule.,2026-07-02,2026-07-03,,Homeland Security Department; Coast Guard,Docket Number USCG-2026-0743,https://www.federalregister.gov/documents/2026/07/02/2026-13484/safety-zone-isthmus-cove-santa-catalina-island-ca,https://www.govinfo.gov/content/pkg/FR-2026-07-02/pdf/2026-13484.pdf,True
2026-13483,"Safety Zone; San Pedro Bay, Los Angeles, CA",Rule,Temporary final rule.,2026-07-02,2026-07-04,,Homeland Security Department; Coast Guard,Docket Number USCG-2026-0742,https://www.federalregister.gov/documents/2026/07/02/2026-13483/safety-zone-san-pedro-bay-los-angeles-ca,https://www.govinfo.gov/content/pkg/FR-2026-07-02/pdf/2026-13483.pdf,True
2026-13482,"Safety Zone; San Pedro Bay, Long Beach, CA",Rule,Temporary final rule.,2026-07-02,2026-07-04,,Homeland Security Department; Coast Guard,Docket Number USCG-2026-0744,https://www.federalregister.gov/documents/2026/07/02/2026-13482/safety-zone-san-pedro-bay-long-beach-ca,https://www.govinfo.gov/content/pkg/FR-2026-07-02/pdf/2026-13482.pdf,True
2026-13481,Airworthiness Directives; Rolls-Royce Deutschland Ltd & Co KG Engines,Rule,Final rule; request for comments.,2026-07-02,2026-07-17,2026-08-17,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-4661; Project Identifier MCAI-2025-01530-E; Amendment 39-23388; AD 2026-13-06,https://www.federalregister.gov/documents/2026/07/02/2026-13481/airworthiness-directives-rolls-royce-deutschland-ltd-and-co-kg-engines,https://www.govinfo.gov/content/pkg/FR-2026-07-02/pdf/2026-13481.pdf,True
2026-13480,Government Owned Invention Available for License: A Conserved Viral Peptide for Use in Cancer Immunotherapy,Notice,Notice.,2026-07-02,,,Health and Human Services Department; National Institutes of Health,,https://www.federalregister.gov/documents/2026/07/02/2026-13480/government-owned-invention-available-for-license-a-conserved-viral-peptide-for-use-in-cancer,https://www.govinfo.gov/content/pkg/FR-2026-07-02/pdf/2026-13480.pdf,True
2026-13479,Government Owned Invention Available for License: Chimeric VLP Vaccines To Prevent HTLV-1 Infection,Notice,Notice.,2026-07-02,,,Health and Human Services Department; National Institutes of Health,,https://www.federalregister.gov/documents/2026/07/02/2026-13479/government-owned-invention-available-for-license-chimeric-vlp-vaccines-to-prevent-htlv-1-infection,https://www.govinfo.gov/content/pkg/FR-2026-07-02/pdf/2026-13479.pdf,True
2026-13478,"Agency Information Collection Activities: Request for Comments; Revision of Currently Approved Information Collection(s): U.S. Department of Transportation, Individual Complaint of Employment Discrimination Form",Notice,Notice and request for comments.,2026-07-02,,2026-08-02,Transportation Department; ,Docket No. DOT-OST-2026-1915,https://www.federalregister.gov/documents/2026/07/02/2026-13478/agency-information-collection-activities-request-for-comments-revision-of-currently-approved,https://www.govinfo.gov/content/pkg/FR-2026-07-02/pdf/2026-13478.pdf,True
