document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
2026-12436,"Flag Day and National Flag Week, 2026",Presidential Document,,2026-06-18,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/06/18/2026-12436/flag-day-and-national-flag-week-2026,https://www.govinfo.gov/content/pkg/FR-2026-06-18/pdf/2026-12436.pdf,True
2026-12435,"National Homeownership Month, 2026",Presidential Document,,2026-06-18,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/06/18/2026-12435/national-homeownership-month-2026,https://www.govinfo.gov/content/pkg/FR-2026-06-18/pdf/2026-12435.pdf,True
2026-12376,Final Waivers and Extensions of the Project Periods With Funding for the American Indian Vocational Rehabilitation Services Program and the American Indian Vocational Rehabilitation Training and Technical Assistance Center,Rule,Final waivers and extensions of project periods with funding.,2026-06-18,2026-07-20,,Education Department,ED-2026-OSERS-0530,https://www.federalregister.gov/documents/2026/06/18/2026-12376/final-waivers-and-extensions-of-the-project-periods-with-funding-for-the-american-indian-vocational,https://www.govinfo.gov/content/pkg/FR-2026-06-18/pdf/2026-12376.pdf,True
2026-12362,Airworthiness Directives; Airbus Helicopters,Proposed Rule,Notice of proposed rulemaking (NPRM).,2026-06-18,,2026-08-03,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-4657; Project Identifier MCAI-2024-00383-R,https://www.federalregister.gov/documents/2026/06/18/2026-12362/airworthiness-directives-airbus-helicopters,https://www.govinfo.gov/content/pkg/FR-2026-06-18/pdf/2026-12362.pdf,True
2026-12344,Request for Information (RFI): Pharmacy Benefit Manager Compensation and Data Collection,Proposed Rule,Request for information.,2026-06-18,,2026-07-20,Health and Human Services Department; Centers for Medicare & Medicaid Services,CMS-4218-NC,https://www.federalregister.gov/documents/2026/06/18/2026-12344/request-for-information-rfi-pharmacy-benefit-manager-compensation-and-data-collection,https://www.govinfo.gov/content/pkg/FR-2026-06-18/pdf/2026-12344.pdf,True
2026-12343,Agency Information Collection Activities; Submission to the Office of Management and Budget (OMB) for Review and Approval; Comment Request; Procedures for Submissions by Certain Steel and Aluminum Producers Committing to New U.S. Steel or Aluminum Production to Obtain Tariff Adjustments Under Proclamation 10984,Notice,"Notice of Information Collection, request for comment.",2026-06-18,,2026-08-17,Commerce Department; International Trade Administration,,https://www.federalregister.gov/documents/2026/06/18/2026-12343/agency-information-collection-activities-submission-to-the-office-of-management-and-budget-omb-for,https://www.govinfo.gov/content/pkg/FR-2026-06-18/pdf/2026-12343.pdf,True
2026-12342,Center for Scientific Review; Notice of Closed Meetings,Notice,,2026-06-18,,,Health and Human Services Department; National Institutes of Health,,https://www.federalregister.gov/documents/2026/06/18/2026-12342/center-for-scientific-review-notice-of-closed-meetings,https://www.govinfo.gov/content/pkg/FR-2026-06-18/pdf/2026-12342.pdf,True
2026-12341,"Domestic Dates Produced or Packed in Riverside County, California; Increased Assessment Rate",Proposed Rule,Proposed rule.,2026-06-18,,2026-07-20,Agriculture Department; Agricultural Marketing Service,Doc. No. AMS-SC-25-0320,https://www.federalregister.gov/documents/2026/06/18/2026-12341/domestic-dates-produced-or-packed-in-riverside-county-california-increased-assessment-rate,https://www.govinfo.gov/content/pkg/FR-2026-06-18/pdf/2026-12341.pdf,True
2026-12339,"Southern Nuclear Operating Company, Inc.; Edwin I. Hatch Nuclear Plant, Units 1 and 2; Subsequent License Renewal",Notice,Notice; issuance.,2026-06-18,,,Nuclear Regulatory Commission,Docket Nos. 50-321 and 50-366; NRC-2025-0091,https://www.federalregister.gov/documents/2026/06/18/2026-12339/southern-nuclear-operating-company-inc-edwin-i-hatch-nuclear-plant-units-1-and-2-subsequent-license,https://www.govinfo.gov/content/pkg/FR-2026-06-18/pdf/2026-12339.pdf,True
2026-12338,30-Day Notice of Proposed Information Collection: Housing Opportunity Through Modernization Act of 2016 (HOTMA): Public Housing Waiting List Data Collection Tool,Notice,Notice.,2026-06-18,,2026-07-20,Housing and Urban Development Department,Docket No. FR-7107-N 08; OMB Control No.: 2577-0302,https://www.federalregister.gov/documents/2026/06/18/2026-12338/30-day-notice-of-proposed-information-collection-housing-opportunity-through-modernization-act-of,https://www.govinfo.gov/content/pkg/FR-2026-06-18/pdf/2026-12338.pdf,True
