document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
2026-19417,Restoring American Saltwater Angling and Recreation,Presidential Document,,2026-09-22,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/09/22/2026-19417/restoring-american-saltwater-angling-and-recreation,https://www.govinfo.gov/content/pkg/FR-2026-09-22/pdf/2026-19417.pdf,True
2026-19416,Reinvigorating America's Hunting Heritage,Presidential Document,,2026-09-22,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/09/22/2026-19416/reinvigorating-americas-hunting-heritage,https://www.govinfo.gov/content/pkg/FR-2026-09-22/pdf/2026-19416.pdf,True
2026-19391,"Establishment of Class E Airspace; Ottawa, IL",Rule,Final rule.,2026-09-22,2026-12-24,,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-8548; Airspace Docket No. 26-AGL-16,https://www.federalregister.gov/documents/2026/09/22/2026-19391/establishment-of-class-e-airspace-ottawa-il,https://www.govinfo.gov/content/pkg/FR-2026-09-22/pdf/2026-19391.pdf,True
2026-19390,Fisheries of the Exclusive Economic Zone Off Alaska; “Other Rockfish” in the Aleutian Islands Subarea of the Bering Sea and Aleutian Islands Management Area,Rule,Temporary rule; closure.,2026-09-22,2026-09-21,,Commerce Department; National Oceanic and Atmospheric Administration,Docket No. 260305-0066; RTID 0648-XG031,https://www.federalregister.gov/documents/2026/09/22/2026-19390/fisheries-of-the-exclusive-economic-zone-off-alaska-other-rockfish-in-the-aleutian-islands-subarea,https://www.govinfo.gov/content/pkg/FR-2026-09-22/pdf/2026-19390.pdf,True
2026-19389,Softwood Lumber Board Assessment Rate Clarification and Changes to Membership,Rule,Final rule.,2026-09-22,2026-10-22,,Agriculture Department; Agricultural Marketing Service,Doc. No. AMS-SC-25-0023,https://www.federalregister.gov/documents/2026/09/22/2026-19389/softwood-lumber-board-assessment-rate-clarification-and-changes-to-membership,https://www.govinfo.gov/content/pkg/FR-2026-09-22/pdf/2026-19389.pdf,True
2026-19388,"Order Granting Temporary Conditional Exemptive Relief, Pursuant to Section 36(a)(1) of the Securities Exchange Act of 1934, From the Definition of “Exchange” in Section 3(a)(1) of the Exchange Act for the Use of Certain Distributed Ledger Trading Venues for Tokenized NMS Stocks and From the Definition of “Dealer” in Section 3(a)(5) of the Exchange Act for Certain Liquidity Providers for Tokenized NMS Stocks, and Request for Comment",Notice,,2026-09-22,,,Securities and Exchange Commission,Release No. 34-106402; File No. 4-927,https://www.federalregister.gov/documents/2026/09/22/2026-19388/order-granting-temporary-conditional-exemptive-relief-pursuant-to-section-36a1-of-the-securities,https://www.govinfo.gov/content/pkg/FR-2026-09-22/pdf/2026-19388.pdf,True
2026-19387,60-Day Notice of Proposed Information Collection: FHA-Insured Mortgage Loan Servicing Involving the Loss Mitigation Programs,Notice,Notice.,2026-09-22,,2026-11-23,Housing and Urban Development Department,Docket No. FR-7110-N-15; OMB Control No.: 2502-0589,https://www.federalregister.gov/documents/2026/09/22/2026-19387/60-day-notice-of-proposed-information-collection-fha-insured-mortgage-loan-servicing-involving-the,https://www.govinfo.gov/content/pkg/FR-2026-09-22/pdf/2026-19387.pdf,True
2026-19386,"Information Collection: Criteria for Guidance of States and NRC in Discontinuance of NRC Regulatory Authority and Assumption Thereof by States Through Agreement, Maintenance of Existing Agreement State Programs, Requests for Information Through the Integrated Materials Performance Evaluation Program (IMPEP) Questionnaire, and Agreement State Participation in IMPEP",Notice,Renewal of existing information collection; request for comment.,2026-09-22,,2026-11-23,Nuclear Regulatory Commission,NRC-2026-1552,https://www.federalregister.gov/documents/2026/09/22/2026-19386/information-collection-criteria-for-guidance-of-states-and-nrc-in-discontinuance-of-nrc-regulatory,https://www.govinfo.gov/content/pkg/FR-2026-09-22/pdf/2026-19386.pdf,True
2026-19385,"Information Collection: Notice of Enforcement Discretion (NOED) for Operating Power Reactors and Gaseous Diffusion Plants (GDP), NRC Enforcement Policy",Notice,Notice of submission to the Office of Management and Budget; request for comment.,2026-09-22,,2026-10-22,Nuclear Regulatory Commission,NRC-2026-0430,https://www.federalregister.gov/documents/2026/09/22/2026-19385/information-collection-notice-of-enforcement-discretion-noed-for-operating-power-reactors-and,https://www.govinfo.gov/content/pkg/FR-2026-09-22/pdf/2026-19385.pdf,True
2026-19384,"Information Collection: NRC Form 974, Privacy Act Complaints, Concerns or Questions Form",Notice,Notice of submission to the Office of Management and Budget; request for comment.,2026-09-22,,2026-10-22,Nuclear Regulatory Commission,NRC-2026-0067,https://www.federalregister.gov/documents/2026/09/22/2026-19384/information-collection-nrc-form-974-privacy-act-complaints-concerns-or-questions-form,https://www.govinfo.gov/content/pkg/FR-2026-09-22/pdf/2026-19384.pdf,True
2026-19383,National Cancer Institute; Notice of Meeting,Notice,,2026-09-22,,,Health and Human Services Department; National Institutes of Health,,https://www.federalregister.gov/documents/2026/09/22/2026-19383/national-cancer-institute-notice-of-meeting,https://www.govinfo.gov/content/pkg/FR-2026-09-22/pdf/2026-19383.pdf,True
