document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
2026-16312,Continuation of U.S. Drug Interdiction Assistance to the Government of Colombia,Presidential Document,,2026-08-10,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/08/10/2026-16312/continuation-of-us-drug-interdiction-assistance-to-the-government-of-colombia,https://www.govinfo.gov/content/pkg/FR-2026-08-10/pdf/2026-16312.pdf,True
2026-16288,English Language Proficiency; Out of Service Criteria,Proposed Rule,Notice of proposed rulemaking (NPRM).,2026-08-10,,2026-10-09,Transportation Department; Federal Motor Carrier Safety Administration,Docket No. FMCSA-2026-0826,https://www.federalregister.gov/documents/2026/08/10/2026-16288/english-language-proficiency-out-of-service-criteria,https://www.govinfo.gov/content/pkg/FR-2026-08-10/pdf/2026-16288.pdf,True
2026-16274,"Establishment of Class E Airspace; Coleman, TX",Proposed Rule,Notice of proposed rulemaking (NPRM).,2026-08-10,,2026-09-24,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-9213; Airspace Docket No. 26-ASW-12,https://www.federalregister.gov/documents/2026/08/10/2026-16274/establishment-of-class-e-airspace-coleman-tx,https://www.govinfo.gov/content/pkg/FR-2026-08-10/pdf/2026-16274.pdf,True
2026-16272,Removal of FAA Third-Class Medical Certificate Requirement for Military Pilot Trainees,Proposed Rule,Notice of proposed rulemaking (NPRM).,2026-08-10,,2026-10-09,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-9177; Notice No. 26-13,https://www.federalregister.gov/documents/2026/08/10/2026-16272/removal-of-faa-third-class-medical-certificate-requirement-for-military-pilot-trainees,https://www.govinfo.gov/content/pkg/FR-2026-08-10/pdf/2026-16272.pdf,True
2026-16269,Backup Withholding on Third Party Network Transactions,Rule,Final regulations.,2026-08-10,2026-08-10,,Treasury Department; Internal Revenue Service,TD 10053,https://www.federalregister.gov/documents/2026/08/10/2026-16269/backup-withholding-on-third-party-network-transactions,https://www.govinfo.gov/content/pkg/FR-2026-08-10/pdf/2026-16269.pdf,True
2026-16268,"Television Broadcasting Services Elko, Nevada",Proposed Rule,Proposed rule.,2026-08-10,2026-09-09,2026-09-24,Federal Communications Commission,MB Docket No. 26-196; RM-12024; DA 26-806; FR ID 360896,https://www.federalregister.gov/documents/2026/08/10/2026-16268/television-broadcasting-services-elko-nevada,https://www.govinfo.gov/content/pkg/FR-2026-08-10/pdf/2026-16268.pdf,True
2026-16267,Notice of Council Updated NEPA Procedures,Notice,Notice.,2026-08-10,,,Gulf Coast Ecosystem Restoration Council,Docket No.: 108062026-1111-01,https://www.federalregister.gov/documents/2026/08/10/2026-16267/notice-of-council-updated-nepa-procedures,https://www.govinfo.gov/content/pkg/FR-2026-08-10/pdf/2026-16267.pdf,True
2026-16266,Privacy Act of 1974; Matching Program,Notice,Notice of a new matching program.,2026-08-10,,2026-09-09,Federal Communications Commission,FR ID: 361207,https://www.federalregister.gov/documents/2026/08/10/2026-16266/privacy-act-of-1974-matching-program,https://www.govinfo.gov/content/pkg/FR-2026-08-10/pdf/2026-16266.pdf,True
2026-16265,Initiation of Antidumping and Countervailing Duty Administrative Reviews,Notice,,2026-08-10,,,Commerce Department; International Trade Administration,,https://www.federalregister.gov/documents/2026/08/10/2026-16265/initiation-of-antidumping-and-countervailing-duty-administrative-reviews,https://www.govinfo.gov/content/pkg/FR-2026-08-10/pdf/2026-16265.pdf,True
2026-16263,o-Dichlorobenzene and p-Dichlorobenzene; Draft Risk Evaluations Under the Toxic Substances Control Act (TSCA); Notice of Availability and Request for Comment,Notice,Notice.,2026-08-10,,2026-10-09,Environmental Protection Agency,EPA-HQ-OPPT-2018-0444; EPA-HQ-OPPT-2018-0446; FRL-13481-01-OCSPP,https://www.federalregister.gov/documents/2026/08/10/2026-16263/o-dichlorobenzene-and-p-dichlorobenzene-draft-risk-evaluations-under-the-toxic-substances-control,https://www.govinfo.gov/content/pkg/FR-2026-08-10/pdf/2026-16263.pdf,True
2026-16262,"Agency Information Collection Activities; Comment Request on U.S. Business Income Tax Returns and Related Forms, Schedules, Attachments, and Published Guidance",Notice,Notice of information collection; request for comments.,2026-08-10,,2026-10-09,Treasury Department; Internal Revenue Service,,https://www.federalregister.gov/documents/2026/08/10/2026-16262/agency-information-collection-activities-comment-request-on-us-business-income-tax-returns-and,https://www.govinfo.gov/content/pkg/FR-2026-08-10/pdf/2026-16262.pdf,True
