document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
2026-12910,Ushering in the Next Frontier of Quantum Innovation,Presidential Document,,2026-06-25,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/06/25/2026-12910/ushering-in-the-next-frontier-of-quantum-innovation,https://www.govinfo.gov/content/pkg/FR-2026-06-25/pdf/2026-12910.pdf,True
2026-12909,Securing the Nation Against Advanced Cryptographic Attacks,Presidential Document,,2026-06-25,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/06/25/2026-12909/securing-the-nation-against-advanced-cryptographic-attacks,https://www.govinfo.gov/content/pkg/FR-2026-06-25/pdf/2026-12909.pdf,True
2026-12862,Update of Procedures for Implementing the National Environmental Policy Act and Assessing the Environmental Effects Abroad of EPA Actions,Proposed Rule,Proposed rule.,2026-06-25,,2026-07-27,Environmental Protection Agency,EPA-HQ-AO-2025-1080; FRL-8008.1-02-OA,https://www.federalregister.gov/documents/2026/06/25/2026-12862/update-of-procedures-for-implementing-the-national-environmental-policy-act-and-assessing-the,https://www.govinfo.gov/content/pkg/FR-2026-06-25/pdf/2026-12862.pdf,True
2026-12861,Rescinding the Equity Assistance Center Program Regulations,Proposed Rule,Notice of proposed rulemaking.,2026-06-25,,2026-07-27,Education Department,Docket ID ED-2026-OESE-0958,https://www.federalregister.gov/documents/2026/06/25/2026-12861/rescinding-the-equity-assistance-center-program-regulations,https://www.govinfo.gov/content/pkg/FR-2026-06-25/pdf/2026-12861.pdf,True
2026-12857,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Comment Request; Grant Application Form for Project Objectives and Performance Measures Information,Notice,Notice.,2026-06-25,,2026-07-27,Education Department,Docket No.: ED-2026-SCC-1453,https://www.federalregister.gov/documents/2026/06/25/2026-12857/agency-information-collection-activities-submission-to-the-office-of-management-and-budget-for,https://www.govinfo.gov/content/pkg/FR-2026-06-25/pdf/2026-12857.pdf,True
2026-12856,Prohibition on the Use of Reputation Risk,Rule,Final rule.,2026-06-25,2026-07-27,,National Credit Union Administration,,https://www.federalregister.gov/documents/2026/06/25/2026-12856/prohibition-on-the-use-of-reputation-risk,https://www.govinfo.gov/content/pkg/FR-2026-06-25/pdf/2026-12856.pdf,True
2026-12855,"Sterigenics U.S., LLC; Filing of Food Additive Petition",Proposed Rule,Notification of petition.,2026-06-25,,,Health and Human Services Department; Food and Drug Administration,Docket No. FDA-2026-F-6436,https://www.federalregister.gov/documents/2026/06/25/2026-12855/sterigenics-us-llc-filing-of-food-additive-petition,https://www.govinfo.gov/content/pkg/FR-2026-06-25/pdf/2026-12855.pdf,True
2026-12853,"Columbia Gulf Transmission, LLC; Notice of Availability of the Environmental Assessment for the Proposed Pulaski Project",Notice,,2026-06-25,,,Energy Department; Federal Energy Regulatory Commission,Docket No. CP26-11-000,https://www.federalregister.gov/documents/2026/06/25/2026-12853/columbia-gulf-transmission-llc-notice-of-availability-of-the-environmental-assessment-for-the,https://www.govinfo.gov/content/pkg/FR-2026-06-25/pdf/2026-12853.pdf,True
2026-12852,Notice of Petition for Extension of Waiver of Compliance,Notice,Notice.,2026-06-25,,2026-08-24,Transportation Department; Federal Railroad Administration,Docket Number FRA-2010-0011,https://www.federalregister.gov/documents/2026/06/25/2026-12852/notice-of-petition-for-extension-of-waiver-of-compliance,https://www.govinfo.gov/content/pkg/FR-2026-06-25/pdf/2026-12852.pdf,True
2026-12851,"Consolidated Water Power Company; Notice of Application for a Non-Capacity Amendment of License Accepted for Filing, Soliciting Comments, Motions To Intervene, and Protests",Notice,,2026-06-25,,,Energy Department; Federal Energy Regulatory Commission,Project No. 2192-055,https://www.federalregister.gov/documents/2026/06/25/2026-12851/consolidated-water-power-company-notice-of-application-for-a-non-capacity-amendment-of-license,https://www.govinfo.gov/content/pkg/FR-2026-06-25/pdf/2026-12851.pdf,True
2026-12850,Notice of Receipt of Complaint; Solicitation of Comments Relating to the Public Interest,Notice,Notice.,2026-06-25,,,International Trade Commission,,https://www.federalregister.gov/documents/2026/06/25/2026-12850/notice-of-receipt-of-complaint-solicitation-of-comments-relating-to-the-public-interest,https://www.govinfo.gov/content/pkg/FR-2026-06-25/pdf/2026-12850.pdf,True
2026-12849,Notice of Petition for Waiver of Compliance,Notice,Notice.,2026-06-25,,2026-08-24,Transportation Department; Federal Railroad Administration,Docket Number FRA-2026-1057,https://www.federalregister.gov/documents/2026/06/25/2026-12849/notice-of-petition-for-waiver-of-compliance,https://www.govinfo.gov/content/pkg/FR-2026-06-25/pdf/2026-12849.pdf,True
2026-12848,Commission Information Collection Activities (FERC-516); Comment Request; Merger; Extension,Notice,Notice of information collection and request for comments.,2026-06-25,,2026-08-24,Energy Department; Federal Energy Regulatory Commission,Docket No. IC26-27-000,https://www.federalregister.gov/documents/2026/06/25/2026-12848/commission-information-collection-activities-ferc-516-comment-request-merger-extension,https://www.govinfo.gov/content/pkg/FR-2026-06-25/pdf/2026-12848.pdf,True
2026-12847,"Double E Pipeline, LLC; Notice of Request Under Blanket Authorization and Establishing Intervention and Protest Deadline",Notice,,2026-06-25,,,Energy Department; Federal Energy Regulatory Commission,Docket No. CP26-542-000,https://www.federalregister.gov/documents/2026/06/25/2026-12847/double-e-pipeline-llc-notice-of-request-under-blanket-authorization-and-establishing-intervention,https://www.govinfo.gov/content/pkg/FR-2026-06-25/pdf/2026-12847.pdf,True
2026-12846,United States Standards for Grades of Orange Juice,Notice,Final notice.,2026-06-25,,,Agriculture Department; Agricultural Marketing Service,Doc. No. AMS-SC-25-0057,https://www.federalregister.gov/documents/2026/06/25/2026-12846/united-states-standards-for-grades-of-orange-juice,https://www.govinfo.gov/content/pkg/FR-2026-06-25/pdf/2026-12846.pdf,True
2026-12845,"Change In Control: NFE Altamira FLNG, S. de R.L. de C.V.",Notice,Notice of change in control.,2026-06-25,,2026-07-10,Energy Department,Docket No. 22-110-LNG,https://www.federalregister.gov/documents/2026/06/25/2026-12845/change-in-control-nfe-altamira-flng-s-de-rl-de-cv,https://www.govinfo.gov/content/pkg/FR-2026-06-25/pdf/2026-12845.pdf,True
2026-12844,Center for Scientific Review; Notice of Closed Meetings,Notice,,2026-06-25,,,Health and Human Services Department; National Institutes of Health,,https://www.federalregister.gov/documents/2026/06/25/2026-12844/center-for-scientific-review-notice-of-closed-meetings,https://www.govinfo.gov/content/pkg/FR-2026-06-25/pdf/2026-12844.pdf,True
2026-12843,Government Owned Inventions Available for License: C8166-45 Cell Line,Notice,Notice.,2026-06-25,,,Health and Human Services Department; National Institutes of Health,,https://www.federalregister.gov/documents/2026/06/25/2026-12843/government-owned-inventions-available-for-license-c8166-45-cell-line,https://www.govinfo.gov/content/pkg/FR-2026-06-25/pdf/2026-12843.pdf,True
2026-12842,Government Owned Inventions Available for License: Compositions and Methods for Producing Dendritic Cell-based Vaccines With Enhanced Efficacy,Notice,Notice.,2026-06-25,,,Health and Human Services Department; National Institutes of Health,,https://www.federalregister.gov/documents/2026/06/25/2026-12842/government-owned-inventions-available-for-license-compositions-and-methods-for-producing-dendritic,https://www.govinfo.gov/content/pkg/FR-2026-06-25/pdf/2026-12842.pdf,True
2026-12839,Fisheries of the Exclusive Economic Zone off Alaska; Modify the Timing of Haul Designation for Trawl Catcher Processors in the Gulf of Alaska and Bering Sea and Aleutian Islands Groundfish Fisheries,Rule,Final rule.,2026-06-25,2026-07-27,,Commerce Department; National Oceanic and Atmospheric Administration,Docket No.: 260622-0149,https://www.federalregister.gov/documents/2026/06/25/2026-12839/fisheries-of-the-exclusive-economic-zone-off-alaska-modify-the-timing-of-haul-designation-for-trawl,https://www.govinfo.gov/content/pkg/FR-2026-06-25/pdf/2026-12839.pdf,True
2026-12838,"Safety Zone; Rainy Lake, City of Ranier, MN",Rule,Temporary final rule.,2026-06-25,2026-08-08,,Homeland Security Department; Coast Guard,Docket Number USCG-2026-0267,https://www.federalregister.gov/documents/2026/06/25/2026-12838/safety-zone-rainy-lake-city-of-ranier-mn,https://www.govinfo.gov/content/pkg/FR-2026-06-25/pdf/2026-12838.pdf,True
2026-12835,Agency Information Collection Activities; Notice and Request for Comment; Intelligent Speed Assistance (ISA) User Acceptance and Effectiveness Testing Using Simulator and/or Closed Track Methods,Notice,Notice and request for comments on a request for approval of a new collection of information.,2026-06-25,,2026-08-24,Transportation Department; National Highway Traffic Safety Administration,Docket No. NHTSA-2025-0787,https://www.federalregister.gov/documents/2026/06/25/2026-12835/agency-information-collection-activities-notice-and-request-for-comment-intelligent-speed-assistance,https://www.govinfo.gov/content/pkg/FR-2026-06-25/pdf/2026-12835.pdf,True
2026-12834,"Information Collection; General Services Administration Acquisition Regulation; Addressing DEI Discrimination by Federal Contractors (E.O. 14398) for Contract-Like Instruments, FAR Clause: 52.222-90",Notice,Notice; request for comments.,2026-06-25,,2026-08-24,General Services Administration,OMB Control No. 3090-XXXX; Docket No. 2026-0166; Sequence No. 1,https://www.federalregister.gov/documents/2026/06/25/2026-12834/information-collection-general-services-administration-acquisition-regulation-addressing-dei,https://www.govinfo.gov/content/pkg/FR-2026-06-25/pdf/2026-12834.pdf,True
2026-12833,"Agency Information Collection Activity: Application for DIC, Survivors Pension, and/or Accrued Benefits",Notice,Notice.,2026-06-25,,2026-08-24,Veterans Affairs Department,OMB Control No. 2900-0004,https://www.federalregister.gov/documents/2026/06/25/2026-12833/agency-information-collection-activity-application-for-dic-survivors-pension-andor-accrued-benefits,https://www.govinfo.gov/content/pkg/FR-2026-06-25/pdf/2026-12833.pdf,True
