document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
2026-18739,Adjusting Certain Delegations Under the Defense Production Act,Presidential Document,,2026-09-11,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/09/11/2026-18739/adjusting-certain-delegations-under-the-defense-production-act,https://www.govinfo.gov/content/pkg/FR-2026-09-11/pdf/2026-18739.pdf,True
2026-18738,Accelerating Access to Veterans' Benefits and Employment Opportunities,Presidential Document,,2026-09-11,,,Executive Office of the President,,https://www.federalregister.gov/documents/2026/09/11/2026-18738/accelerating-access-to-veterans-benefits-and-employment-opportunities,https://www.govinfo.gov/content/pkg/FR-2026-09-11/pdf/2026-18738.pdf,True
2026-18670,"Special Local Regulations; Marine Events Within the Sector Columbia River Captain of the Port Zone, Portland, OR",Rule,Notification of enforcement of regulation.,2026-09-11,,,Homeland Security Department; Coast Guard,Docket No. USCG-2026-1133,https://www.federalregister.gov/documents/2026/09/11/2026-18670/special-local-regulations-marine-events-within-the-sector-columbia-river-captain-of-the-port-zone,https://www.govinfo.gov/content/pkg/FR-2026-09-11/pdf/2026-18670.pdf,True
2026-18648,Special Areas; Roadless Area Conservation,Proposed Rule,Proposed rule; extension of comment period.,2026-09-11,2026-08-20,2026-10-06,Agriculture Department; Forest Service,,https://www.federalregister.gov/documents/2026/09/11/2026-18648/special-areas-roadless-area-conservation,https://www.govinfo.gov/content/pkg/FR-2026-09-11/pdf/2026-18648.pdf,True
2026-18645,Allocation and Apportionment of Deductions to Foreign Source Section 951A Category Income and Deduction Eligible Income,Proposed Rule,Notice of proposed rulemaking.,2026-09-11,,,Treasury Department; Internal Revenue Service,REG-117273-25,https://www.federalregister.gov/documents/2026/09/11/2026-18645/allocation-and-apportionment-of-deductions-to-foreign-source-section-951a-category-income-and,https://www.govinfo.gov/content/pkg/FR-2026-09-11/pdf/2026-18645.pdf,True
2026-18631,Eliminating the Discretionary 60-Day Grace Period,Proposed Rule,Notice of proposed rulemaking.,2026-09-11,,2026-11-10,Homeland Security Department,CIS No. 2858-26; DHS Docket No. USCIS-2026-0364,https://www.federalregister.gov/documents/2026/09/11/2026-18631/eliminating-the-discretionary-60-day-grace-period,https://www.govinfo.gov/content/pkg/FR-2026-09-11/pdf/2026-18631.pdf,True
2026-18630,"Amendment to the International Traffic in Arms Regulations: Prohibited Exports, Imports, and Sales to or From Certain Countries-Cyprus",Rule,Final rule.,2026-09-11,2026-10-01,,State Department,Public Notice: 13103,https://www.federalregister.gov/documents/2026/09/11/2026-18630/amendment-to-the-international-traffic-in-arms-regulations-prohibited-exports-imports-and-sales-to,https://www.govinfo.gov/content/pkg/FR-2026-09-11/pdf/2026-18630.pdf,True
2026-18625,Notice of Debarment; Federal E-Rate Program,Notice,Notice.,2026-09-11,,,Federal Communications Commission,DA 26-895; FR ID 366384,https://www.federalregister.gov/documents/2026/09/11/2026-18625/notice-of-debarment-federal-e-rate-program,https://www.govinfo.gov/content/pkg/FR-2026-09-11/pdf/2026-18625.pdf,True
2026-18624,Notice of Intent To Request Revision and Extension of a Currently Approved Information Collection,Notice,Notice and request for comments.,2026-09-11,,2026-11-10,Agriculture Department; National Agricultural Statistics Service,,https://www.federalregister.gov/documents/2026/09/11/2026-18624/notice-of-intent-to-request-revision-and-extension-of-a-currently-approved-information-collection,https://www.govinfo.gov/content/pkg/FR-2026-09-11/pdf/2026-18624.pdf,True
2026-18623,Fisheries of the Northeastern United States; Atlantic Bluefish Fishery; Quota Transfer From New Jersey to North Carolina,Rule,Temporary rule; quota transfer.,2026-09-11,2026-09-10,,Commerce Department; National Oceanic and Atmospheric Administration,Docket No. 241203-0308; RTID 0648-XG045,https://www.federalregister.gov/documents/2026/09/11/2026-18623/fisheries-of-the-northeastern-united-states-atlantic-bluefish-fishery-quota-transfer-from-new-jersey,https://www.govinfo.gov/content/pkg/FR-2026-09-11/pdf/2026-18623.pdf,True
2026-18622,Agency Information Collection Activities; Proposed Collection eComments Requested; Revision and Extension of a Previously Approved Collection; Certification and Release of Records (Form EOIR-59),Notice,30-day notice.,2026-09-11,,2026-10-13,Justice Department,OMB Number 1125-0017,https://www.federalregister.gov/documents/2026/09/11/2026-18622/agency-information-collection-activities-proposed-collection-ecomments-requested-revision-and,https://www.govinfo.gov/content/pkg/FR-2026-09-11/pdf/2026-18622.pdf,True
2026-18621,Marine Mammals and Endangered Species,Notice,"Notice; issuance of permits, including amendments.",2026-09-11,,,Commerce Department; National Oceanic and Atmospheric Administration,RTID 0648-XF963,https://www.federalregister.gov/documents/2026/09/11/2026-18621/marine-mammals-and-endangered-species,https://www.govinfo.gov/content/pkg/FR-2026-09-11/pdf/2026-18621.pdf,True
2026-18620,Codex Alimentarius Commission: Meeting of the Codex Committee on Nutrition and Foods for Special Dietary Uses,Notice,Notice of public meeting and request for comments.,2026-09-11,,,Agriculture Department; U.S. Codex Office,,https://www.federalregister.gov/documents/2026/09/11/2026-18620/codex-alimentarius-commission-meeting-of-the-codex-committee-on-nutrition-and-foods-for-special,https://www.govinfo.gov/content/pkg/FR-2026-09-11/pdf/2026-18620.pdf,True
2026-18619,Endangered Species; File No. 29126; Correction,Notice,Notice; receipt of application; correction.,2026-09-11,,,Commerce Department; National Oceanic and Atmospheric Administration,RTID 0648-XG048,https://www.federalregister.gov/documents/2026/09/11/2026-18619/endangered-species-file-no-29126-correction,https://www.govinfo.gov/content/pkg/FR-2026-09-11/pdf/2026-18619.pdf,True
2026-18618,Notice of Intent To Request Revision and Extension of a Currently Approved Information Collection.,Notice,Notice and request for comments.,2026-09-11,,2026-11-10,Agriculture Department; National Agricultural Statistics Service,,https://www.federalregister.gov/documents/2026/09/11/2026-18618/notice-of-intent-to-request-revision-and-extension-of-a-currently-approved-information-collection,https://www.govinfo.gov/content/pkg/FR-2026-09-11/pdf/2026-18618.pdf,True
2026-18617,Federal Management Regulation (FMR); Rescinding and Removing FMR Bulletin B-51,Notice,Notice to rescind and remove FMR Bulletin B-51.,2026-09-11,,,General Services Administration,Notice-MA-2026-02; Docket No. 2026-0002; Sequence No. 01,https://www.federalregister.gov/documents/2026/09/11/2026-18617/federal-management-regulation-fmr-rescinding-and-removing-fmr-bulletin-b-51,https://www.govinfo.gov/content/pkg/FR-2026-09-11/pdf/2026-18617.pdf,True
2026-18616,Domestic Quarantine: Quarantined Areas and Regulated Articles,Notice,Notice.,2026-09-11,,,Agriculture Department; Animal and Plant Health Inspection Service,Docket No. APHIS-2025-0736,https://www.federalregister.gov/documents/2026/09/11/2026-18616/domestic-quarantine-quarantined-areas-and-regulated-articles,https://www.govinfo.gov/content/pkg/FR-2026-09-11/pdf/2026-18616.pdf,True
2026-18615,"National Heart, Lung, and Blood Institute; Notice of Meeting",Notice,,2026-09-11,,,Health and Human Services Department; National Institutes of Health,,https://www.federalregister.gov/documents/2026/09/11/2026-18615/national-heart-lung-and-blood-institute-notice-of-meeting,https://www.govinfo.gov/content/pkg/FR-2026-09-11/pdf/2026-18615.pdf,True
2026-18614,Senior Executive Service Performance Review Board Membership,Notice,Notice.,2026-09-11,,,Treasury Department; ,,https://www.federalregister.gov/documents/2026/09/11/2026-18614/senior-executive-service-performance-review-board-membership,https://www.govinfo.gov/content/pkg/FR-2026-09-11/pdf/2026-18614.pdf,True
2026-18613,Taking and Importing Marine Mammals; Taking Marine Mammals Incidental to Northeast Fisheries Science Center Fisheries and Ecosystem Research,Notice,Notice; receipt of application for letter of authorization; request for comments and information.,2026-09-11,,2026-10-13,Commerce Department; National Oceanic and Atmospheric Administration,RTID 0648-XF959,https://www.federalregister.gov/documents/2026/09/11/2026-18613/taking-and-importing-marine-mammals-taking-marine-mammals-incidental-to-northeast-fisheries-science,https://www.govinfo.gov/content/pkg/FR-2026-09-11/pdf/2026-18613.pdf,True
2026-18612,Medical Devices; Cardiovascular Devices; Classification of the Cardiovascular Machine Learning-Based Notification Software,Rule,Final amendment; final order.,2026-09-11,2026-09-11,,Health and Human Services Department; Food and Drug Administration,Docket No. FDA-2026-N-9907,https://www.federalregister.gov/documents/2026/09/11/2026-18612/medical-devices-cardiovascular-devices-classification-of-the-cardiovascular-machine-learning-based,https://www.govinfo.gov/content/pkg/FR-2026-09-11/pdf/2026-18612.pdf,True
2026-18611,Agency Information Collection Activities: Submission for OMB Review; Comment Request,Notice,Notice.,2026-09-11,,2026-10-13,Health and Human Services Department; Centers for Medicare & Medicaid Services,Document Identifiers: CMS-10697,https://www.federalregister.gov/documents/2026/09/11/2026-18611/agency-information-collection-activities-submission-for-omb-review-comment-request,https://www.govinfo.gov/content/pkg/FR-2026-09-11/pdf/2026-18611.pdf,True
2026-18610,Notice of OFAC Sanctions Actions,Notice,Notice.,2026-09-11,,,Treasury Department; Foreign Assets Control Office,,https://www.federalregister.gov/documents/2026/09/11/2026-18610/notice-of-ofac-sanctions-actions,https://www.govinfo.gov/content/pkg/FR-2026-09-11/pdf/2026-18610.pdf,True
2026-18609,"Submission for OMB Review; System for Award Management Annual Certification of Compliance With Executive Order 14400, Urgent National Action To Save College Sports",Notice,Notice.,2026-09-11,,2026-10-13,General Services Administration,OMB Control No. 3090-XXXX; Docket No. 2026-0265; Sequence No. 1,https://www.federalregister.gov/documents/2026/09/11/2026-18609/submission-for-omb-review-system-for-award-management-annual-certification-of-compliance-with,https://www.govinfo.gov/content/pkg/FR-2026-09-11/pdf/2026-18609.pdf,True
2026-18608,"Agency Information Collection Activities; Proposed eCollection eComments Requested; Extension of a Previously Approved Collection; Title-Age, Sex, Race, and Ethnicity (ASRE) of Persons Arrested Under 18 Years of Age; ASRE of Persons Arrested Under 18 Years of Age and Over",Notice,60-Day notice.,2026-09-11,,2026-11-10,Justice Department,OMB Number 1110-0005,https://www.federalregister.gov/documents/2026/09/11/2026-18608/agency-information-collection-activities-proposed-ecollection-ecomments-requested-extension-of-a,https://www.govinfo.gov/content/pkg/FR-2026-09-11/pdf/2026-18608.pdf,True
2026-18607,Fisheries of the Northeastern United States; Greater Atlantic Region Catch Share Cost Recovery Program Updates,Rule,Final rule.,2026-09-11,2026-10-13,,Commerce Department; National Oceanic and Atmospheric Administration,Docket No. 260908-0006,https://www.federalregister.gov/documents/2026/09/11/2026-18607/fisheries-of-the-northeastern-united-states-greater-atlantic-region-catch-share-cost-recovery,https://www.govinfo.gov/content/pkg/FR-2026-09-11/pdf/2026-18607.pdf,True
2026-18606,Notice of Availability of Final Environmental Assessment and Finding of No Significant Impact,Notice,Notice of availability.,2026-09-11,,,Defense Department; ,,https://www.federalregister.gov/documents/2026/09/11/2026-18606/notice-of-availability-of-final-environmental-assessment-and-finding-of-no-significant-impact,https://www.govinfo.gov/content/pkg/FR-2026-09-11/pdf/2026-18606.pdf,True
2026-18605,"Emran Mohammad, RN, APRN, CNP; Decision and Order",Notice,,2026-09-11,,,Justice Department; Drug Enforcement Administration,,https://www.federalregister.gov/documents/2026/09/11/2026-18605/emran-mohammad-rn-aprn-cnp-decision-and-order,https://www.govinfo.gov/content/pkg/FR-2026-09-11/pdf/2026-18605.pdf,True
2026-18604,"Joseph John Stubbers III, D.O.; Decision and Order",Notice,,2026-09-11,,,Justice Department; Drug Enforcement Administration,,https://www.federalregister.gov/documents/2026/09/11/2026-18604/joseph-john-stubbers-iii-do-decision-and-order,https://www.govinfo.gov/content/pkg/FR-2026-09-11/pdf/2026-18604.pdf,True
2026-18603,Presidential Declaration Amendment of a Major Disaster for Public Assistance Only for the State of Mississippi,Notice,Amendment 1.,2026-09-11,,,Small Business Administration,Disaster Declaration #21755 and #21756; MISSISSIPPI Disaster Number MS-20024,https://www.federalregister.gov/documents/2026/09/11/2026-18603/presidential-declaration-amendment-of-a-major-disaster-for-public-assistance-only-for-the-state-of,https://www.govinfo.gov/content/pkg/FR-2026-09-11/pdf/2026-18603.pdf,True
2026-18602,Airworthiness Directives; Dassault Aviation Airplanes,Rule,Final rule.,2026-09-11,2026-10-16,,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-4662; Project Identifier MCAI-2026-00207-T; Amendment 39-23457; AD 2026-18-02,https://www.federalregister.gov/documents/2026/09/11/2026-18602/airworthiness-directives-dassault-aviation-airplanes,https://www.govinfo.gov/content/pkg/FR-2026-09-11/pdf/2026-18602.pdf,True
2026-18601,Airworthiness Directives; Dassault Aviation Airplanes,Rule,Final rule.,2026-09-11,2026-10-16,,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-4663; Project Identifier MCAI-2026-00208-T; Amendment 39-23460; AD 2026-18-05,https://www.federalregister.gov/documents/2026/09/11/2026-18601/airworthiness-directives-dassault-aviation-airplanes,https://www.govinfo.gov/content/pkg/FR-2026-09-11/pdf/2026-18601.pdf,True
2026-18600,"Airworthiness Directives; Gulfstream Aerospace LP (Type Certificate Previously Held by Israel Aircraft Industries, Ltd.) Airplanes",Rule,Final rule.,2026-09-11,2026-10-16,,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-4654; Project Identifier MCAI-2026-00346-T; Amendment 39-23461; AD 2026-18-06,https://www.federalregister.gov/documents/2026/09/11/2026-18600/airworthiness-directives-gulfstream-aerospace-lp-type-certificate-previously-held-by-israel-aircraft,https://www.govinfo.gov/content/pkg/FR-2026-09-11/pdf/2026-18600.pdf,True
2026-18599,"Cheryl White, N.P.; Decision and Order",Notice,,2026-09-11,,,Justice Department; Drug Enforcement Administration,,https://www.federalregister.gov/documents/2026/09/11/2026-18599/cheryl-white-np-decision-and-order,https://www.govinfo.gov/content/pkg/FR-2026-09-11/pdf/2026-18599.pdf,True
2026-18598,Agency Information Collection Activities: Requests for Comments; Clearance of a Renewed Approval of Information Collection: Federal Aviation Regulation Part 119-Certification: Air Carriers and Commercial Operators,Notice,Notice and request for comments.,2026-09-11,,2026-11-10,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-11158,https://www.federalregister.gov/documents/2026/09/11/2026-18598/agency-information-collection-activities-requests-for-comments-clearance-of-a-renewed-approval-of,https://www.govinfo.gov/content/pkg/FR-2026-09-11/pdf/2026-18598.pdf,True
2026-18597,"Craig Cohen, DPM; Decision and Order",Notice,,2026-09-11,,,Justice Department; Drug Enforcement Administration,,https://www.federalregister.gov/documents/2026/09/11/2026-18597/craig-cohen-dpm-decision-and-order,https://www.govinfo.gov/content/pkg/FR-2026-09-11/pdf/2026-18597.pdf,True
2026-18596,Administrative Declaration of a Disaster for the Commonwealth of Pennsylvania,Notice,Correction.,2026-09-11,,,Small Business Administration,Disaster Declaration #21793 and #21794; Pennsylvania Disaster Number PA-20040,https://www.federalregister.gov/documents/2026/09/11/2026-18596/administrative-declaration-of-a-disaster-for-the-commonwealth-of-pennsylvania,https://www.govinfo.gov/content/pkg/FR-2026-09-11/pdf/2026-18596.pdf,True
2026-18595,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Land Use Application and Permit,Notice,Notice of information collection; request for comment.,2026-09-11,,2026-10-13,Interior Department; Land Management Bureau,"A2407-014-004-065516, #O2509-014-004-125222",https://www.federalregister.gov/documents/2026/09/11/2026-18595/agency-information-collection-activities-submission-to-the-office-of-management-and-budget-for,https://www.govinfo.gov/content/pkg/FR-2026-09-11/pdf/2026-18595.pdf,True
2026-18594,"Formations of, Acquisitions by, and Mergers of Bank Holding Companies",Notice,,2026-09-11,,,Federal Reserve System,,https://www.federalregister.gov/documents/2026/09/11/2026-18594/formations-of-acquisitions-by-and-mergers-of-bank-holding-companies,https://www.govinfo.gov/content/pkg/FR-2026-09-11/pdf/2026-18594.pdf,True
2026-18593,Minor Modification Approval,Notice,Notice.,2026-09-11,,,Susquehanna River Basin Commission,,https://www.federalregister.gov/documents/2026/09/11/2026-18593/minor-modification-approval,https://www.govinfo.gov/content/pkg/FR-2026-09-11/pdf/2026-18593.pdf,True
